industry_code_x,industry_code_y,dem_corr,edge_tuple,edge_tuple_rev
Exports of '64 - Footwear; gaiters and the like; parts of such articles',"Exports of '88 - Aircraft, spacecraft and parts thereof'",0.264995580784,"(""Exports of '64 - Footwear; gaiters and the like; parts of such articles'"", ""Exports of '88 - Aircraft, spacecraft and parts thereof'"")","(""Exports of '88 - Aircraft, spacecraft and parts thereof'"", ""Exports of '64 - Footwear; gaiters and the like; parts of such articles'"")"
Exports of '64 - Footwear; gaiters and the like; parts of such articles',Exports of '02 - Meat and edible meat offal',0.254710203765,"(""Exports of '64 - Footwear; gaiters and the like; parts of such articles'"", ""Exports of '02 - Meat and edible meat offal'"")","(""Exports of '02 - Meat and edible meat offal'"", ""Exports of '64 - Footwear; gaiters and the like; parts of such articles'"")"
Exports of '64 - Footwear; gaiters and the like; parts of such articles',Imports of '54 - Man-made filaments; strip and the like of man-made textile materials',0.251192836194,"(""Exports of '64 - Footwear; gaiters and the like; parts of such articles'"", ""Imports of '54 - Man-made filaments; strip and the like of man-made textile materials'"")","(""Imports of '54 - Man-made filaments; strip and the like of man-made textile materials'"", ""Exports of '64 - Footwear; gaiters and the like; parts of such articles'"")"
Exports of '64 - Footwear; gaiters and the like; parts of such articles',"Imports of '22 - Beverages, spirits and vinegar'",0.243910546286,"(""Exports of '64 - Footwear; gaiters and the like; parts of such articles'"", ""Imports of '22 - Beverages, spirits and vinegar'"")","(""Imports of '22 - Beverages, spirits and vinegar'"", ""Exports of '64 - Footwear; gaiters and the like; parts of such articles'"")"
Exports of '64 - Footwear; gaiters and the like; parts of such articles',"Exports of '23 - Food industries, residues and wastes thereof; prepared animal fodder'",0.239055176473,"(""Exports of '64 - Footwear; gaiters and the like; parts of such articles'"", ""Exports of '23 - Food industries, residues and wastes thereof; prepared animal fodder'"")","(""Exports of '23 - Food industries, residues and wastes thereof; prepared animal fodder'"", ""Exports of '64 - Footwear; gaiters and the like; parts of such articles'"")"
Exports of '64 - Footwear; gaiters and the like; parts of such articles',Wages of ''Transporte aquaviario' in 'All occupations'',0.237592291913,"(""Exports of '64 - Footwear; gaiters and the like; parts of such articles'"", ""Wages of ''Transporte aquaviario' in 'All occupations''"")","(""Wages of ''Transporte aquaviario' in 'All occupations''"", ""Exports of '64 - Footwear; gaiters and the like; parts of such articles'"")"
Exports of '64 - Footwear; gaiters and the like; parts of such articles',Exports of '74 - Copper and articles thereof',0.237459055613,"(""Exports of '64 - Footwear; gaiters and the like; parts of such articles'"", ""Exports of '74 - Copper and articles thereof'"")","(""Exports of '74 - Copper and articles thereof'"", ""Exports of '64 - Footwear; gaiters and the like; parts of such articles'"")"
Exports of '64 - Footwear; gaiters and the like; parts of such articles',"Exports of '16 - Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof'",0.200920476343,"(""Exports of '64 - Footwear; gaiters and the like; parts of such articles'"", ""Exports of '16 - Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof'"")","(""Exports of '16 - Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof'"", ""Exports of '64 - Footwear; gaiters and the like; parts of such articles'"")"
Exports of '64 - Footwear; gaiters and the like; parts of such articles',Exports of '24 - Tobacco and manufactured tobacco substitutes',0.200920476343,"(""Exports of '64 - Footwear; gaiters and the like; parts of such articles'"", ""Exports of '24 - Tobacco and manufactured tobacco substitutes'"")","(""Exports of '24 - Tobacco and manufactured tobacco substitutes'"", ""Exports of '64 - Footwear; gaiters and the like; parts of such articles'"")"
Exports of '64 - Footwear; gaiters and the like; parts of such articles',"Exports of '26 - Ores, slag and ash'",0.200920476343,"(""Exports of '64 - Footwear; gaiters and the like; parts of such articles'"", ""Exports of '26 - Ores, slag and ash'"")","(""Exports of '26 - Ores, slag and ash'"", ""Exports of '64 - Footwear; gaiters and the like; parts of such articles'"")"
Exports of '64 - Footwear; gaiters and the like; parts of such articles',Exports of '47 - Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard',0.200920476343,"(""Exports of '64 - Footwear; gaiters and the like; parts of such articles'"", ""Exports of '47 - Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard'"")","(""Exports of '47 - Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard'"", ""Exports of '64 - Footwear; gaiters and the like; parts of such articles'"")"
Exports of '64 - Footwear; gaiters and the like; parts of such articles',"Imports of '03 - Fish and crustaceans, molluscs and other aquatic invertebrates'",0.200920476343,"(""Exports of '64 - Footwear; gaiters and the like; parts of such articles'"", ""Imports of '03 - Fish and crustaceans, molluscs and other aquatic invertebrates'"")","(""Imports of '03 - Fish and crustaceans, molluscs and other aquatic invertebrates'"", ""Exports of '64 - Footwear; gaiters and the like; parts of such articles'"")"
Exports of '64 - Footwear; gaiters and the like; parts of such articles',Exports of '41 - Raw hides and skins (other than furskins) and leather',0.199638925238,"(""Exports of '64 - Footwear; gaiters and the like; parts of such articles'"", ""Exports of '41 - Raw hides and skins (other than furskins) and leather'"")","(""Exports of '41 - Raw hides and skins (other than furskins) and leather'"", ""Exports of '64 - Footwear; gaiters and the like; parts of such articles'"")"
"Exports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'","Exports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'",0.734632939755,"(""Exports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'"", ""Exports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'"")","(""Exports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'"", ""Exports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'"")"
"Exports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'",Exports of '52 - Cotton',0.350286115935,"(""Exports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'"", ""Exports of '52 - Cotton'"")","(""Exports of '52 - Cotton'"", ""Exports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'"")"
"Exports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'",Exports of '64 - Footwear; gaiters and the like; parts of such articles',0.272891753577,"(""Exports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'"", ""Exports of '64 - Footwear; gaiters and the like; parts of such articles'"")","(""Exports of '64 - Footwear; gaiters and the like; parts of such articles'"", ""Exports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'"")"
"Exports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'",Wages of ''Extracao de minerais metalicos' in 'All occupations'',0.265249923221,"(""Exports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'"", ""Wages of ''Extracao de minerais metalicos' in 'All occupations''"")","(""Wages of ''Extracao de minerais metalicos' in 'All occupations''"", ""Exports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'"")"
"Exports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'","Imports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'",0.223115174692,"(""Exports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'"", ""Imports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'"")","(""Imports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'"", ""Exports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'"")"
"Exports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'",Exports of '21 - Miscellaneous edible preparations',0.2198384749,"(""Exports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'"", ""Exports of '21 - Miscellaneous edible preparations'"")","(""Exports of '21 - Miscellaneous edible preparations'"", ""Exports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'"")"
"Exports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'",Wages of ''Extracao de minerais nao-metalicos' in 'All occupations'',0.203092772638,"(""Exports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'"", ""Wages of ''Extracao de minerais nao-metalicos' in 'All occupations''"")","(""Wages of ''Extracao de minerais nao-metalicos' in 'All occupations''"", ""Exports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'"")"
"Exports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'",Imports of '72 - Iron and steel',0.199294814934,"(""Exports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'"", ""Imports of '72 - Iron and steel'"")","(""Imports of '72 - Iron and steel'"", ""Exports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'"")"
"Exports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'",Imports of '54 - Man-made filaments; strip and the like of man-made textile materials',0.198047615264,"(""Exports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'"", ""Imports of '54 - Man-made filaments; strip and the like of man-made textile materials'"")","(""Imports of '54 - Man-made filaments; strip and the like of man-made textile materials'"", ""Exports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'"")"
"Exports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'",Imports of '64 - Footwear; gaiters and the like; parts of such articles',0.169828472262,"(""Exports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'"", ""Imports of '64 - Footwear; gaiters and the like; parts of such articles'"")","(""Imports of '64 - Footwear; gaiters and the like; parts of such articles'"", ""Exports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'"")"
"Exports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'","Imports of '87 - Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof'",0.165371168923,"(""Exports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'"", ""Imports of '87 - Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof'"")","(""Imports of '87 - Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof'"", ""Exports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'"")"
"Exports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'","Imports of '22 - Beverages, spirits and vinegar'",0.16354708763,"(""Exports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'"", ""Imports of '22 - Beverages, spirits and vinegar'"")","(""Imports of '22 - Beverages, spirits and vinegar'"", ""Exports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'"")"
"Exports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'",Exports of '74 - Copper and articles thereof',0.154642240044,"(""Exports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'"", ""Exports of '74 - Copper and articles thereof'"")","(""Exports of '74 - Copper and articles thereof'"", ""Exports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'"")"
"Exports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'",Wages of ''Extracao de petroleo e gas natural' in 'All occupations'',0.154144462117,"(""Exports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'"", ""Wages of ''Extracao de petroleo e gas natural' in 'All occupations''"")","(""Wages of ''Extracao de petroleo e gas natural' in 'All occupations''"", ""Exports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'"")"
"Exports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'","Imports of '42 - Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)'",0.150033349353,"(""Exports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'"", ""Imports of '42 - Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)'"")","(""Imports of '42 - Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)'"", ""Exports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'"")"
"Exports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'",Imports of '61 - Apparel and clothing accessories; knitted or crocheted',0.128267557933,"(""Exports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'"", ""Imports of '61 - Apparel and clothing accessories; knitted or crocheted'"")","(""Imports of '61 - Apparel and clothing accessories; knitted or crocheted'"", ""Exports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'"")"
"Exports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'",Exports of '83 - Metal; miscellaneous products of base metal',0.117257306326,"(""Exports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'"", ""Exports of '83 - Metal; miscellaneous products of base metal'"")","(""Exports of '83 - Metal; miscellaneous products of base metal'"", ""Exports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'"")"
"Exports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'","Exports of '48 - Paper and paperboard; articles of paper pulp, of paper or paperboard'",0.115217562756,"(""Exports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'"", ""Exports of '48 - Paper and paperboard; articles of paper pulp, of paper or paperboard'"")","(""Exports of '48 - Paper and paperboard; articles of paper pulp, of paper or paperboard'"", ""Exports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'"")"
"Exports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'","Exports of '82 - Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal'",0.112880295371,"(""Exports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'"", ""Exports of '82 - Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal'"")","(""Exports of '82 - Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal'"", ""Exports of '68 - Stone, plaster, cement, asbestos, mica or similar materials; articles thereof'"")"
"Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'","Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'",1.00981088358,"(""Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'"", ""Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'"")","(""Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'"", ""Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'"")"
"Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'",Imports of '10 - Cereals',0.567433808391,"(""Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'"", ""Imports of '10 - Cereals'"")","(""Imports of '10 - Cereals'"", ""Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'"")"
"Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'",Exports of '17 - Sugars and sugar confectionery',0.457861386163,"(""Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'"", ""Exports of '17 - Sugars and sugar confectionery'"")","(""Exports of '17 - Sugars and sugar confectionery'"", ""Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'"")"
"Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'",Wages of ''Extracao de minerais metalicos' in 'All occupations'',0.42912971507,"(""Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'"", ""Wages of ''Extracao de minerais metalicos' in 'All occupations''"")","(""Wages of ''Extracao de minerais metalicos' in 'All occupations''"", ""Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'"")"
"Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'",Exports of '44 - Wood and articles of wood; wood charcoal',0.425756104931,"(""Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'"", ""Exports of '44 - Wood and articles of wood; wood charcoal'"")","(""Exports of '44 - Wood and articles of wood; wood charcoal'"", ""Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'"")"
"Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'",Exports of '21 - Miscellaneous edible preparations',0.377272747246,"(""Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'"", ""Exports of '21 - Miscellaneous edible preparations'"")","(""Exports of '21 - Miscellaneous edible preparations'"", ""Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'"")"
"Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'",Exports of '52 - Cotton',0.366293476203,"(""Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'"", ""Exports of '52 - Cotton'"")","(""Exports of '52 - Cotton'"", ""Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'"")"
"Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'",Exports of '64 - Footwear; gaiters and the like; parts of such articles',0.365579962808,"(""Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'"", ""Exports of '64 - Footwear; gaiters and the like; parts of such articles'"")","(""Exports of '64 - Footwear; gaiters and the like; parts of such articles'"", ""Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'"")"
"Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'","Exports of '20 - Preparations of vegetables, fruit, nuts or other parts of plants'",0.342910906718,"(""Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'"", ""Exports of '20 - Preparations of vegetables, fruit, nuts or other parts of plants'"")","(""Exports of '20 - Preparations of vegetables, fruit, nuts or other parts of plants'"", ""Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'"")"
"Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'","Wages of ''Fabricacao de coque, de produtos derivados do petroleo e de biocombustiveis' in 'All occupations''",0.325671676911,"(""Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'"", ""Wages of ''Fabricacao de coque, de produtos derivados do petroleo e de biocombustiveis' in 'All occupations''"")","(""Wages of ''Fabricacao de coque, de produtos derivados do petroleo e de biocombustiveis' in 'All occupations''"", ""Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'"")"
"Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'","Imports of '88 - Aircraft, spacecraft and parts thereof'",0.261752312883,"(""Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'"", ""Imports of '88 - Aircraft, spacecraft and parts thereof'"")","(""Imports of '88 - Aircraft, spacecraft and parts thereof'"", ""Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'"")"
"Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'",Exports of '02 - Meat and edible meat offal',0.246349014824,"(""Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'"", ""Exports of '02 - Meat and edible meat offal'"")","(""Exports of '02 - Meat and edible meat offal'"", ""Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'"")"
"Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'","Exports of '88 - Aircraft, spacecraft and parts thereof'",0.22888706529,"(""Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'"", ""Exports of '88 - Aircraft, spacecraft and parts thereof'"")","(""Exports of '88 - Aircraft, spacecraft and parts thereof'"", ""Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'"")"
"Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'","Exports of '28 - Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes'",0.228408082836,"(""Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'"", ""Exports of '28 - Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes'"")","(""Exports of '28 - Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes'"", ""Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'"")"
"Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'",Exports of '29 - Organic chemicals',0.214951331681,"(""Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'"", ""Exports of '29 - Organic chemicals'"")","(""Exports of '29 - Organic chemicals'"", ""Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'"")"
"Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'",Imports of '30 - Pharmaceutical products',0.209817545423,"(""Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'"", ""Imports of '30 - Pharmaceutical products'"")","(""Imports of '30 - Pharmaceutical products'"", ""Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'"")"
"Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'",Wages of ''Producao florestal' in 'All occupations'',0.203413397388,"(""Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'"", ""Wages of ''Producao florestal' in 'All occupations''"")","(""Wages of ''Producao florestal' in 'All occupations''"", ""Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'"")"
"Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'",Wages of ''Extracao de petroleo e gas natural' in 'All occupations'',0.197307041804,"(""Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'"", ""Wages of ''Extracao de petroleo e gas natural' in 'All occupations''"")","(""Wages of ''Extracao de petroleo e gas natural' in 'All occupations''"", ""Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'"")"
"Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'",Exports of '30 - Pharmaceutical products',0.196963765383,"(""Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'"", ""Exports of '30 - Pharmaceutical products'"")","(""Exports of '30 - Pharmaceutical products'"", ""Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'"")"
"Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'",Exports of '72 - Iron and steel',0.194777834812,"(""Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'"", ""Exports of '72 - Iron and steel'"")","(""Exports of '72 - Iron and steel'"", ""Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'"")"
"Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'",Imports of '64 - Footwear; gaiters and the like; parts of such articles',0.193733154347,"(""Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'"", ""Imports of '64 - Footwear; gaiters and the like; parts of such articles'"")","(""Imports of '64 - Footwear; gaiters and the like; parts of such articles'"", ""Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'"")"
"Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'","Exports of '23 - Food industries, residues and wastes thereof; prepared animal fodder'",0.19286785078,"(""Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'"", ""Exports of '23 - Food industries, residues and wastes thereof; prepared animal fodder'"")","(""Exports of '23 - Food industries, residues and wastes thereof; prepared animal fodder'"", ""Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'"")"
"Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'","Exports of '16 - Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof'",0.192559287402,"(""Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'"", ""Exports of '16 - Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof'"")","(""Exports of '16 - Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof'"", ""Exports of '71 - Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin'"")"
