CBO ID O,CBO label O,CBO ID F,CBO ID SG,CBO ID SGP,CBO ID GG,CBO label F,CBO label SG,CBO label SGP,CBO label GG
712230,Traçador de pedras,7122,712,71,7,Trabalhadores de beneficiamento de pedras ornamentais,Trabalhadores de beneficiamento de minÉrios e pedras ornamentais                                                                  ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
715105,Operador de bate-estacas,7151,715,71,7,Trabalhadores na operação de máquinas de terraplenagem e fundações,Trabalhadores da construÇÃo civil e obras pÚblicas                                                                                ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
715110,Operador de compactadora de solos,7151,715,71,7,Trabalhadores na operação de máquinas de terraplenagem e fundações,Trabalhadores da construÇÃo civil e obras pÚblicas                                                                                ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
715115,Operador de escavadeira,7151,715,71,7,Trabalhadores na operação de máquinas de terraplenagem e fundações,Trabalhadores da construÇÃo civil e obras pÚblicas                                                                                ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
715120,Operador de máquina de abrir valas,7151,715,71,7,Trabalhadores na operação de máquinas de terraplenagem e fundações,Trabalhadores da construÇÃo civil e obras pÚblicas                                                                                ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
715130,Operador de motoniveladora,7151,715,71,7,Trabalhadores na operação de máquinas de terraplenagem e fundações,Trabalhadores da construÇÃo civil e obras pÚblicas                                                                                ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
715145,Operador de trator de lâmina,7151,715,71,7,Trabalhadores na operação de máquinas de terraplenagem e fundações,Trabalhadores da construÇÃo civil e obras pÚblicas                                                                                ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
715140,"Operador de pavimentadora (asfalto, concreto e materiais similares)",7151,715,71,7,Trabalhadores na operação de máquinas de terraplenagem e fundações,Trabalhadores da construÇÃo civil e obras pÚblicas                                                                                ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
715135,Operador de pá carregadeira,7151,715,71,7,Trabalhadores na operação de máquinas de terraplenagem e fundações,Trabalhadores da construÇÃo civil e obras pÚblicas                                                                                ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
715125,Operador de máquinas de construção civil e mineração,7151,715,71,7,Trabalhadores na operação de máquinas de terraplenagem e fundações,Trabalhadores da construÇÃo civil e obras pÚblicas                                                                                ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
715230,Pedreiro de edificações,7152,715,71,7,Trabalhadores de estruturas de alvenaria,Trabalhadores da construÇÃo civil e obras pÚblicas                                                                                ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
715225,Pedreiro (mineração),7152,715,71,7,Trabalhadores de estruturas de alvenaria,Trabalhadores da construÇÃo civil e obras pÚblicas                                                                                ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
715220,Pedreiro (material refratário),7152,715,71,7,Trabalhadores de estruturas de alvenaria,Trabalhadores da construÇÃo civil e obras pÚblicas                                                                                ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
715215,Pedreiro (chaminés industriais),7152,715,71,7,Trabalhadores de estruturas de alvenaria,Trabalhadores da construÇÃo civil e obras pÚblicas                                                                                ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
715205,Calceteiro,7152,715,71,7,Trabalhadores de estruturas de alvenaria,Trabalhadores da construÇÃo civil e obras pÚblicas                                                                                ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
715210,Pedreiro,7152,715,71,7,Trabalhadores de estruturas de alvenaria,Trabalhadores da construÇÃo civil e obras pÚblicas                                                                                ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
715305,Armador de estrutura de concreto,7153,715,71,7,Montadores de estruturas de concreto armado,Trabalhadores da construÇÃo civil e obras pÚblicas                                                                                ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
715310,Moldador de corpos de prova em usinas de concreto,7153,715,71,7,Montadores de estruturas de concreto armado,Trabalhadores da construÇÃo civil e obras pÚblicas                                                                                ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
715315,Armador de estrutura de concreto armado,7153,715,71,7,Montadores de estruturas de concreto armado,Trabalhadores da construÇÃo civil e obras pÚblicas                                                                                ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
715415,Operador de central de concreto,7154,715,71,7,Trabalhadores na operação de máquinas de concreto usinado,Trabalhadores da construÇÃo civil e obras pÚblicas                                                                                ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
715410,Operador de bomba de concreto,7154,715,71,7,Trabalhadores na operação de máquinas de concreto usinado,Trabalhadores da construÇÃo civil e obras pÚblicas                                                                                ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
715405,Operador de betoneira,7154,715,71,7,Trabalhadores na operação de máquinas de concreto usinado,Trabalhadores da construÇÃo civil e obras pÚblicas                                                                                ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
715505,Carpinteiro,7155,715,71,7,"Trabalhadores de montagem de estruturas de madeira, metal e compósitos em obras civis",Trabalhadores da construÇÃo civil e obras pÚblicas                                                                                ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
715515,Carpinteiro (cenários),7155,715,71,7,"Trabalhadores de montagem de estruturas de madeira, metal e compósitos em obras civis",Trabalhadores da construÇÃo civil e obras pÚblicas                                                                                ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
715520,Carpinteiro (mineração),7155,715,71,7,"Trabalhadores de montagem de estruturas de madeira, metal e compósitos em obras civis",Trabalhadores da construÇÃo civil e obras pÚblicas                                                                                ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
715510,Carpinteiro (esquadrias),7155,715,71,7,"Trabalhadores de montagem de estruturas de madeira, metal e compósitos em obras civis",Trabalhadores da construÇÃo civil e obras pÚblicas                                                                                ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
715545,Montador de andaimes (edificações),7155,715,71,7,"Trabalhadores de montagem de estruturas de madeira, metal e compósitos em obras civis",Trabalhadores da construÇÃo civil e obras pÚblicas                                                                                ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
715540,"Carpinteiro de obras civis de arte (pontes, túneis, barragens)",7155,715,71,7,"Trabalhadores de montagem de estruturas de madeira, metal e compósitos em obras civis",Trabalhadores da construÇÃo civil e obras pÚblicas                                                                                ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
715535,Carpinteiro de fôrmas para concreto,7155,715,71,7,"Trabalhadores de montagem de estruturas de madeira, metal e compósitos em obras civis",Trabalhadores da construÇÃo civil e obras pÚblicas                                                                                ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
715530,Carpinteiro (telhados),7155,715,71,7,"Trabalhadores de montagem de estruturas de madeira, metal e compósitos em obras civis",Trabalhadores da construÇÃo civil e obras pÚblicas                                                                                ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
715525,Carpinteiro de obras,7155,715,71,7,"Trabalhadores de montagem de estruturas de madeira, metal e compósitos em obras civis",Trabalhadores da construÇÃo civil e obras pÚblicas                                                                                ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
715610,Eletricista de instalações (edifícios),7156,715,71,7,Trabalhadores de instalações elétricas,Trabalhadores da construÇÃo civil e obras pÚblicas                                                                                ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
715605,Eletricista de instalações (cenários),7156,715,71,7,Trabalhadores de instalações elétricas,Trabalhadores da construÇÃo civil e obras pÚblicas                                                                                ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
715615,Eletricista de instalações,7156,715,71,7,Trabalhadores de instalações elétricas,Trabalhadores da construÇÃo civil e obras pÚblicas                                                                                ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
715710,Instalador de isolantes acústicos,7157,715,71,7,Aplicadores de materiais isolantes,Trabalhadores da construÇÃo civil e obras pÚblicas                                                                                ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
715705,Aplicador de asfalto impermeabilizante (coberturas),7157,715,71,7,Aplicadores de materiais isolantes,Trabalhadores da construÇÃo civil e obras pÚblicas                                                                                ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
715715,Instalador de isolantes térmicos (refrigeração e climatização),7157,715,71,7,Aplicadores de materiais isolantes,Trabalhadores da construÇÃo civil e obras pÚblicas                                                                                ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
715730,"Instalador de material isolante, a máquina (edificações)",7157,715,71,7,Aplicadores de materiais isolantes,Trabalhadores da construÇÃo civil e obras pÚblicas                                                                                ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
715725,"Instalador de material isolante, a mão (edificações)",7157,715,71,7,Aplicadores de materiais isolantes,Trabalhadores da construÇÃo civil e obras pÚblicas                                                                                ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
715720,Instalador de isolantes térmicos de caldeira e tubulações,7157,715,71,7,Aplicadores de materiais isolantes,Trabalhadores da construÇÃo civil e obras pÚblicas                                                                                ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
716105,Acabador de superfícies de concreto,7161,716,71,7,Revestidores de concreto,Trabalhadores de acabamento de obras                                                                                              ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
716110,Revestidor de superfícies de concreto,7161,716,71,7,Revestidores de concreto,Trabalhadores de acabamento de obras                                                                                              ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
716210,Telhador (telhas de cimento-amianto),7162,716,71,7,Telhadores (revestimentos rígidos),Trabalhadores de acabamento de obras                                                                                              ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
716215,Telhador (telhas metálicas),7162,716,71,7,Telhadores (revestimentos rígidos),Trabalhadores de acabamento de obras                                                                                              ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
716220,Telhador (telhas plásticas),7162,716,71,7,Telhadores (revestimentos rígidos),Trabalhadores de acabamento de obras                                                                                              ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
716205,Telhador (telhas de argila e materiais similares),7162,716,71,7,Telhadores (revestimentos rígidos),Trabalhadores de acabamento de obras                                                                                              ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
716305,Vidraceiro,7163,716,71,7,Vidraceiros (revestimentos rígidos),Trabalhadores de acabamento de obras                                                                                              ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
716310,Vidraceiro (edificações),7163,716,71,7,Vidraceiros (revestimentos rígidos),Trabalhadores de acabamento de obras                                                                                              ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
716315,Vidraceiro (vitrais),7163,716,71,7,Vidraceiros (revestimentos rígidos),Trabalhadores de acabamento de obras                                                                                              ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
716405,Gesseiro,7164,716,71,7,Gesseiros,Trabalhadores de acabamento de obras                                                                                              ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
716540,Rejuntador de revestimentos,7165,716,71,7,"Aplicadores de revestimentos cerâmicos, pastilhas, pedras e madeiras",Trabalhadores de acabamento de obras                                                                                              ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
716535,Taqueiro,7165,716,71,7,"Aplicadores de revestimentos cerâmicos, pastilhas, pedras e madeiras",Trabalhadores de acabamento de obras                                                                                              ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
716530,Mosaísta,7165,716,71,7,"Aplicadores de revestimentos cerâmicos, pastilhas, pedras e madeiras",Trabalhadores de acabamento de obras                                                                                              ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
716525,Marmorista (construção),7165,716,71,7,"Aplicadores de revestimentos cerâmicos, pastilhas, pedras e madeiras",Trabalhadores de acabamento de obras                                                                                              ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
716520,Lustrador de piso,7165,716,71,7,"Aplicadores de revestimentos cerâmicos, pastilhas, pedras e madeiras",Trabalhadores de acabamento de obras                                                                                              ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
716515,Pastilheiro,7165,716,71,7,"Aplicadores de revestimentos cerâmicos, pastilhas, pedras e madeiras",Trabalhadores de acabamento de obras                                                                                              ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
716505,Assoalhador,7165,716,71,7,"Aplicadores de revestimentos cerâmicos, pastilhas, pedras e madeiras",Trabalhadores de acabamento de obras                                                                                              ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
716510,Assentador de revestimentos cerâmicos,7165,716,71,7,"Aplicadores de revestimentos cerâmicos, pastilhas, pedras e madeiras",Trabalhadores de acabamento de obras                                                                                              ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
716605,Calafetador,7166,716,71,7,Pintores de obras e revestidores de interiores (revestimentos flexíveis),Trabalhadores de acabamento de obras                                                                                              ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
716610,Pintor de obras,7166,716,71,7,Pintores de obras e revestidores de interiores (revestimentos flexíveis),Trabalhadores de acabamento de obras                                                                                              ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
716615,"Revestidor de interiores (papel, material plástico e emborrachados)",7166,716,71,7,Pintores de obras e revestidores de interiores (revestimentos flexíveis),Trabalhadores de acabamento de obras                                                                                              ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
717005,Demolidor de edificações,7170,717,71,7,Ajudantes de obras civis,Ajudantes de obras                                                                                                                ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
717010,Operador de martelete,7170,717,71,7,Ajudantes de obras civis,Ajudantes de obras                                                                                                                ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
717025,Vibradorista,7170,717,71,7,Ajudantes de obras civis,Ajudantes de obras                                                                                                                ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
717020,Servente de obras,7170,717,71,7,Ajudantes de obras civis,Ajudantes de obras                                                                                                                ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
717015,Poceiro (edificações),7170,717,71,7,Ajudantes de obras civis,Ajudantes de obras                                                                                                                ,Trabalhadores da indÚstria extrativa e da construÇÃo civil                                                                        ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
720115,Mestre de ferramentaria,7201,720,72,7,"Supervisores de usinagem, conformação e tratamento de metais",Supervisores da transformaÇÃo de metais e de compÓsitos                                                                           ,Trabalhadores da transformaÇÃo de metais e de compÓsitos                                                                          ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
720110,Mestre de caldeiraria,7201,720,72,7,"Supervisores de usinagem, conformação e tratamento de metais",Supervisores da transformaÇÃo de metais e de compÓsitos                                                                           ,Trabalhadores da transformaÇÃo de metais e de compÓsitos                                                                          ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
720160,Supervisor de controle de tratamento térmico,7201,720,72,7,"Supervisores de usinagem, conformação e tratamento de metais",Supervisores da transformaÇÃo de metais e de compÓsitos                                                                           ,Trabalhadores da transformaÇÃo de metais e de compÓsitos                                                                          ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
720155,Mestre serralheiro,7201,720,72,7,"Supervisores de usinagem, conformação e tratamento de metais",Supervisores da transformaÇÃo de metais e de compÓsitos                                                                           ,Trabalhadores da transformaÇÃo de metais e de compÓsitos                                                                          ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
720150,Mestre de usinagem,7201,720,72,7,"Supervisores de usinagem, conformação e tratamento de metais",Supervisores da transformaÇÃo de metais e de compÓsitos                                                                           ,Trabalhadores da transformaÇÃo de metais e de compÓsitos                                                                          ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
720145,Mestre de trefilação de metais,7201,720,72,7,"Supervisores de usinagem, conformação e tratamento de metais",Supervisores da transformaÇÃo de metais e de compÓsitos                                                                           ,Trabalhadores da transformaÇÃo de metais e de compÓsitos                                                                          ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
720140,Mestre de soldagem,7201,720,72,7,"Supervisores de usinagem, conformação e tratamento de metais",Supervisores da transformaÇÃo de metais e de compÓsitos                                                                           ,Trabalhadores da transformaÇÃo de metais e de compÓsitos                                                                          ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
720135,Mestre de pintura (tratamento de superfícies),7201,720,72,7,"Supervisores de usinagem, conformação e tratamento de metais",Supervisores da transformaÇÃo de metais e de compÓsitos                                                                           ,Trabalhadores da transformaÇÃo de metais e de compÓsitos                                                                          ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
720105,Mestre (afiador de ferramentas),7201,720,72,7,"Supervisores de usinagem, conformação e tratamento de metais",Supervisores da transformaÇÃo de metais e de compÓsitos                                                                           ,Trabalhadores da transformaÇÃo de metais e de compÓsitos                                                                          ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
720120,Mestre de forjaria,7201,720,72,7,"Supervisores de usinagem, conformação e tratamento de metais",Supervisores da transformaÇÃo de metais e de compÓsitos                                                                           ,Trabalhadores da transformaÇÃo de metais e de compÓsitos                                                                          ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
720125,Mestre de fundição,7201,720,72,7,"Supervisores de usinagem, conformação e tratamento de metais",Supervisores da transformaÇÃo de metais e de compÓsitos                                                                           ,Trabalhadores da transformaÇÃo de metais e de compÓsitos                                                                          ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
720130,Mestre de galvanoplastia,7201,720,72,7,"Supervisores de usinagem, conformação e tratamento de metais",Supervisores da transformaÇÃo de metais e de compÓsitos                                                                           ,Trabalhadores da transformaÇÃo de metais e de compÓsitos                                                                          ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
720210,Mestre (indústria de automotores e material de transportes),7202,720,72,7,Supervisores da fabricação e montagem metalmecânica,Supervisores da transformaÇÃo de metais e de compÓsitos                                                                           ,Trabalhadores da transformaÇÃo de metais e de compÓsitos                                                                          ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
720205,Mestre (construção naval),7202,720,72,7,Supervisores da fabricação e montagem metalmecânica,Supervisores da transformaÇÃo de metais e de compÓsitos                                                                           ,Trabalhadores da transformaÇÃo de metais e de compÓsitos                                                                          ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
720220,Mestre de construção de fornos,7202,720,72,7,Supervisores da fabricação e montagem metalmecânica,Supervisores da transformaÇÃo de metais e de compÓsitos                                                                           ,Trabalhadores da transformaÇÃo de metais e de compÓsitos                                                                          ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
720215,Mestre (indústria de máquinas e outros equipamentos mecânicos),7202,720,72,7,Supervisores da fabricação e montagem metalmecânica,Supervisores da transformaÇÃo de metais e de compÓsitos                                                                           ,Trabalhadores da transformaÇÃo de metais e de compÓsitos                                                                          ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
721110,"Ferramenteiro de mandris, calibradores e outros dispositivos",7211,721,72,7,Ferramenteiros e afins,Trabalhadores de usinagem de metais e de compÓsitos                                                                               ,Trabalhadores da transformaÇÃo de metais e de compÓsitos                                                                          ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
721105,Ferramenteiro,7211,721,72,7,Ferramenteiros e afins,Trabalhadores de usinagem de metais e de compÓsitos                                                                               ,Trabalhadores da transformaÇÃo de metais e de compÓsitos                                                                          ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
721115,Modelador de metais (fundição),7211,721,72,7,Ferramenteiros e afins,Trabalhadores de usinagem de metais e de compÓsitos                                                                               ,Trabalhadores da transformaÇÃo de metais e de compÓsitos                                                                          ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
721215,Operador de máquinas-ferramenta convencionais,7212,721,72,7,Preparadores e operadores de máquinas-ferramenta convencionais,Trabalhadores de usinagem de metais e de compÓsitos                                                                               ,Trabalhadores da transformaÇÃo de metais e de compÓsitos                                                                          ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
721210,Operador de máquinas operatrizes,7212,721,72,7,Preparadores e operadores de máquinas-ferramenta convencionais,Trabalhadores de usinagem de metais e de compÓsitos                                                                               ,Trabalhadores da transformaÇÃo de metais e de compÓsitos                                                                          ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
721205,Operador de máquina de eletroerosão,7212,721,72,7,Preparadores e operadores de máquinas-ferramenta convencionais,Trabalhadores de usinagem de metais e de compÓsitos                                                                               ,Trabalhadores da transformaÇÃo de metais e de compÓsitos                                                                          ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
721220,Operador de usinagem convencional por abrasão,7212,721,72,7,Preparadores e operadores de máquinas-ferramenta convencionais,Trabalhadores de usinagem de metais e de compÓsitos                                                                               ,Trabalhadores da transformaÇÃo de metais e de compÓsitos                                                                          ,Trabalhadores da produÇÃo de bens e serviÇos industriais                                                                          
