CIIU ID S,CIIU ID D,CIIU ID CL,CIIU label CL
19,95,9511,Mantenimiento y reparación de computadores y de equipo periférico
19,95,9511,Mantenimiento y reparación de computadores y de equipo periférico
19,95,9512,Mantenimiento y reparación de equipos de comunicación
19,95,9512,Mantenimiento y reparación de equipos de comunicación
19,95,9521,Mantenimiento y reparación de aparatos electrónicos de consumo
19,95,9521,Mantenimiento y reparación de aparatos electrónicos de consumo
19,95,9522,Mantenimiento y reparación de aparatos y equipos domésticos y de jardinería 
19,95,9522,Mantenimiento y reparación de aparatos y equipos domésticos y de jardinería 
19,95,9523,Reparación de calzado y artículos de cuero
19,95,9523,Reparación de calzado y artículos de cuero
19,95,9524,Reparación de muebles y accesorios para el hogar
19,95,9524,Reparación de muebles y accesorios para el hogar
19,95,9529,Mantenimiento y reparación de otros efectos personales y enseres domésticos
19,95,9529,Mantenimiento y reparación de otros efectos personales y enseres domésticos
19,96,9601,"Lavado y limpieza, incluso la limpieza en seco, de productos textiles y de piel"
19,96,9602,Peluquería y otros tratamientos de belleza
19,96,9603,Pompas fúnebres y actividades relacionadas
19,96,9609,Otras actividades de servicios personales n.c.p.
20,97,9700,Actividades de los hogares individuales como empleadores de personal doméstico
20,98,9810,Actividades no diferenciadas de los hogares individuales como productores de bienes para uso propio
20,98,9820,Actividades no diferenciadas de los hogares individuales como productores de servicios para uso propio
21,99,9900,Actividades de organizaciones y entidades extraterritoriales
