CIIU ID CI4,CIIU label CI4,CIIU ID CI2,CIIU ID CI1,CIIU ID CI0
8552,Ensenanza deportiva y recreativa,85,16,0
8553,Ensenanza cultural,85,16,0
8559,Otros tipos de educacion n.c.p.,85,16,0
8560,Actividades de apoyo a la educacion,85,16,0
8610,"Actividades de hospitales y clinicas, con internacion",86,17,0
8621,"Actividades de la practica medica, sin internacion",86,17,0
8622,Actividades de la practica odontologica,86,17,0
8691,Actividades de apoyo diagnostico,86,17,0
8692,Actividades de apoyo terapeutico,86,17,0
8699,Otras actividades de atencion de la salud humana,86,17,0
8710,Actividades de atencion residencial medicalizada de tipo general,87,17,0
8720,"Actividades de atencion residencial, para el cuidado de pacientes con retardo mental, enfermedad mental y consumo de sustancias psicoactivas",87,17,0
8730,Actividades de atencion en instituciones para el cuidado de personas mayores y/o discapacitadas,87,17,0
8790,Otras actividades de atencion en instituciones con alojamiento,87,17,0
8810,Actividades de asistencia social sin alojamiento para personas mayores y discapacitadas,88,17,0
8890,Otras actividades de asistencia social sin alojamiento,88,17,0
9001,Creacion literaria,90,18,0
9002,Creacion musical,90,18,0
9003,Creacion teatral,90,18,0
9004,Creacion audiovisual,90,18,0
9005,Artes plasticas y visuales,90,18,0
9006,Actividades teatrales,90,18,0
9007,Actividades de espectaculos musicales en vivo,90,18,0
9008,Otras actividades de espectaculos en vivo,90,18,0
9101,Actividades de bibliotecas y archivos,91,18,0
9102,"Actividades y funcionamiento de museos, conservacion de edificios y sitios historicos",91,18,0
9103,"Actividades de jardines botanicos, zoologicos y reservas naturales",91,18,0
9200,Actividades de juegos de azar y apuestas,92,18,0
9311,Gestion de instalaciones deportivas,93,18,0
9312,Actividades de clubes deportivos,93,18,0
9319,Otras actividades deportivas,93,18,0
9321,Actividades de parques de atracciones y parques tematicos,93,18,0
9329,Otras actividades recreativas y de esparcimiento n.c.p.,93,18,0
9411,Actividades de asociaciones empresariales y de empleadores,94,19,0
9412,Actividades de asociaciones profesionales,94,19,0
9420,Actividades de sindicatos de empleados,94,19,0
9491,Actividades de asociaciones religiosas,94,19,0
9492,Actividades de asociaciones politicas,94,19,0
9499,Actividades de otras asociaciones n.c.p.,94,19,0
9511,Mantenimiento y reparacion de computadores y de equipo periferico,95,19,0
9511,Mantenimiento y reparacion de computadores y de equipo periferico,95,19,0
9512,Mantenimiento y reparacion de equipos de comunicacion,95,19,0
9512,Mantenimiento y reparacion de equipos de comunicacion,95,19,0
9521,Mantenimiento y reparacion de aparatos electronicos de consumo,95,19,0
9521,Mantenimiento y reparacion de aparatos electronicos de consumo,95,19,0
9522,Mantenimiento y reparacion de aparatos y equipos domesticos y de jardineria ,95,19,0
9522,Mantenimiento y reparacion de aparatos y equipos domesticos y de jardineria ,95,19,0
9523,Reparacion de calzado y articulos de cuero,95,19,0
9523,Reparacion de calzado y articulos de cuero,95,19,0
9524,Reparacion de muebles y accesorios para el hogar,95,19,0
9524,Reparacion de muebles y accesorios para el hogar,95,19,0
9529,Mantenimiento y reparacion de otros efectos personales y enseres domesticos,95,19,0
9529,Mantenimiento y reparacion de otros efectos personales y enseres domesticos,95,19,0
9601,"Lavado y limpieza, incluso la limpieza en seco, de productos textiles y de piel",96,19,0
9602,Peluqueria y otros tratamientos de belleza,96,19,0
9603,Pompas funebres y actividades relacionadas,96,19,0
9609,Otras actividades de servicios personales n.c.p.,96,19,0
9700,Actividades de los hogares individuales como empleadores de personal domestico,97,20,0
9810,Actividades no diferenciadas de los hogares individuales como productores de bienes para uso propio,98,20,0
9820,Actividades no diferenciadas de los hogares individuales como productores de servicios para uso propio,98,20,0
9900,Actividades de organizaciones y entidades extraterritoriales,99,21,0
