,CIIU ID CI4,CLAE 3,Descripción CLAE 3,Ramas,Descripción,CNAE ID CNG,CNAE label CNG,CIIU label CI4,labour
549,,612.0,Servicios De Telefonía Móvil,6420.0,Servicios de telecomunicaciones,612.0,Telecomunicacoes sem fio,,
724,6130.0,613.0,"Servicios De Telecomunicaciones Vía Satélite, Excepto Servicios De Transmisión De Televisión",6420.0,Servicios de telecomunicaciones,613.0,Telecomunicacoes por satelite,Actividades de telecomunicacion satelital,
550,,613.0,"Servicios De Telecomunicaciones Vía Satélite, Excepto Servicios De Transmisión De Televisión",6420.0,Servicios de telecomunicaciones,613.0,Telecomunicacoes por satelite,,
255,6190.0,619.0,Servicios De Telecomunicaciones Ncp,6420.0,Servicios de telecomunicaciones,619.0,Outras atividades de telecomunicacoes,Otras actividades de telecomunicaciones,0.73
551,,619.0,Servicios De Telecomunicaciones Ncp,6420.0,Servicios de telecomunicaciones,619.0,Outras atividades de telecomunicacoes,,
726,6311.0,631.0,"Procesamiento De Datos,  Hospedaje Y Actividades Conexas; Portales Web",7230.0,Procesamiento de datos ,631.0,"Tratamento de dados, hospedagem na internet e outras atividades relacionadas","Procesamiento de datos, alojamiento (hosting) y actividades relacionadas",
553,,631.0,"Procesamiento De Datos,  Hospedaje Y Actividades Conexas; Portales Web",7240.0,Servicios relacionados con bases de datos ,631.0,"Tratamento de dados, hospedagem na internet e outras atividades relacionadas",,
725,6209.0,631.0,"Procesamiento De Datos,  Hospedaje Y Actividades Conexas; Portales Web",6420.0,Servicios de telecomunicaciones,,,Otras actividades de tecnologias de informacion y actividades de servicios informaticos,
552,,631.0,"Procesamiento De Datos,  Hospedaje Y Actividades Conexas; Portales Web",6420.0,Servicios de telecomunicaciones,,,,
256,6201.0,631.0,"Procesamiento De Datos,  Hospedaje Y Actividades Conexas; Portales Web",7210.0,Servicios de consultores en equipo de informática ,,,"Actividades de desarrollo de sistemas informaticos (planificacion, analisis, diseno, programacion, pruebas)",0.13
257,6202.0,631.0,"Procesamiento De Datos,  Hospedaje Y Actividades Conexas; Portales Web",7220.0,Servicios de consultores en informática y suministros de programas de informática,,,Actividades de consultoria informatica y actividades de administracion de instalaciones informaticas,0.54
594,,639.0,Servicios De Agencias De Noticias Y Servicios De Información Ncp,9220.0,Servicios de agencias de noticias,,,,
259,6411.0,641.0,Intermediación Monetaria,7290.0,Actividades de informática n.c.p.,,,Banco central,0.0
730,6412.0,641.0,Intermediación Monetaria,7290.0,Actividades de informática n.c.p.,,,Bancos comerciales,
555,,641.0,Intermediación Monetaria,7290.0,Actividades de informática n.c.p.,,,,
556,,642.0,Servicios De Sociedades De Cartera,6521.0,Servicios de las entidades financieras bancarias,,,,
731,6421.0,642.0,Servicios De Sociedades De Cartera,6522.0,Servicios de las entidades financieras no bancarias,,,Actividades de las corporaciones financieras,
732,6422.0,642.0,Servicios De Sociedades De Cartera,6522.0,Servicios de las entidades financieras no bancarias,,,Actividades de las companias de financiamiento,
733,6423.0,642.0,Servicios De Sociedades De Cartera,6522.0,Servicios de las entidades financieras no bancarias,,,Banca de segundo piso,
734,6424.0,642.0,Servicios De Sociedades De Cartera,6522.0,Servicios de las entidades financieras no bancarias,,,Actividades de las cooperativas financieras,
557,,642.0,Servicios De Sociedades De Cartera,6522.0,Servicios de las entidades financieras no bancarias,,,,
735,6431.0,643.0,Fondos Y Sociedades De Inversión Y Entidades Financieras Similares,6522.0,Servicios de las entidades financieras no bancarias,,,"Fideicomisos, fondos y entidades financieras similares",
736,6432.0,643.0,Fondos Y Sociedades De Inversión Y Entidades Financieras Similares,6522.0,Servicios de las entidades financieras no bancarias,,,Fondos de cesantias,
558,,643.0,Fondos Y Sociedades De Inversión Y Entidades Financieras Similares,6522.0,Servicios de las entidades financieras no bancarias,,,,
262,6491.0,649.0,Servicios Financieros Excepto Los De La Banca Central Y Las Entidades Financieras,6590.0,Servicios financieros excepto los de la banca central y las entidades financieras,649.0,Atividades de servicos financeiros nao especificadas anteriormente,Leasing financiero (arrendamiento financiero),0.02
263,6492.0,649.0,Servicios Financieros Excepto Los De La Banca Central Y Las Entidades Financieras,6590.0,Servicios financieros excepto los de la banca central y las entidades financieras,649.0,Atividades de servicos financeiros nao especificadas anteriormente,Actividades financieras de fondos de empleados y otras formas asociativas del sector solidario,0.08
737,6493.0,649.0,Servicios Financieros Excepto Los De La Banca Central Y Las Entidades Financieras,6590.0,Servicios financieros excepto los de la banca central y las entidades financieras,649.0,Atividades de servicos financeiros nao especificadas anteriormente,Actividades de compra de cartera o factoring,
738,6494.0,649.0,Servicios Financieros Excepto Los De La Banca Central Y Las Entidades Financieras,6590.0,Servicios financieros excepto los de la banca central y las entidades financieras,649.0,Atividades de servicos financeiros nao especificadas anteriormente,Otras actividades de distribucion de fondos,
739,6495.0,649.0,Servicios Financieros Excepto Los De La Banca Central Y Las Entidades Financieras,6590.0,Servicios financieros excepto los de la banca central y las entidades financieras,649.0,Atividades de servicos financeiros nao especificadas anteriormente,Instituciones especiales oficiales,
264,6499.0,649.0,Servicios Financieros Excepto Los De La Banca Central Y Las Entidades Financieras,6590.0,Servicios financieros excepto los de la banca central y las entidades financieras,649.0,Atividades de servicos financeiros nao especificadas anteriormente,"Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.",0.02
265,6511.0,651.0,Servicios De Seguros,6610.0,Servicios de seguros ,651.0,Seguros de vida e nao-vida,Seguros generales ,0.19
267,6512.0,651.0,Servicios De Seguros,6610.0,Servicios de seguros ,651.0,Seguros de vida e nao-vida,Seguros de vida,0.61
740,6521.0,651.0,Servicios De Seguros,6610.0,Servicios de seguros ,651.0,Seguros de vida e nao-vida,Servicios de seguros sociales de salud,
266,6511.0,651.0,Servicios De Seguros,6610.0,Servicios de seguros ,652.0,Seguros-saude,Seguros generales ,0.19
268,6512.0,651.0,Servicios De Seguros,6610.0,Servicios de seguros ,652.0,Seguros-saude,Seguros de vida,0.61
741,6521.0,651.0,Servicios De Seguros,6610.0,Servicios de seguros ,652.0,Seguros-saude,Servicios de seguros sociales de salud,
744,6513.0,652.0,Reaseguros,6620.0,Administración de fondos de jubilaciones y pensiones (AFJP),,,Reaseguros,
745,6514.0,652.0,Reaseguros,6620.0,Administración de fondos de jubilaciones y pensiones (AFJP),,,Capitalizacion,
746,6522.0,652.0,Reaseguros,6620.0,Administración de fondos de jubilaciones y pensiones (AFJP),,,Servicios de seguros sociales de riesgos profesionales,
560,,652.0,Reaseguros,6620.0,Administración de fondos de jubilaciones y pensiones (AFJP),,,,
742,6531.0,653.0,Administración De Fondos De Pensiones,6620.0,Administración de fondos de jubilaciones y pensiones (AFJP),,,Regimen de prima media con prestacion definida (rpm),
743,6532.0,653.0,Administración De Fondos De Pensiones,6620.0,Administración de fondos de jubilaciones y pensiones (AFJP),,,Regimen de ahorro individual (rai),
559,,653.0,Administración De Fondos De Pensiones,6620.0,Administración de fondos de jubilaciones y pensiones (AFJP),,,,
270,6611.0,661.0,"Servicios Auxiliares A La Actividad Financiera, Excepto A Los Servicios De Seguros",6711.0,Servicios de administración de mercados financieros,661.0,Atividades auxiliares dos servicos financeiros,Administracion de mercados financieros,0.0
271,6612.0,661.0,"Servicios Auxiliares A La Actividad Financiera, Excepto A Los Servicios De Seguros",6712.0,Servicios bursátiles de mediación o por cuenta de terceros,661.0,Atividades auxiliares dos servicos financeiros,Corretaje de valores y de contratos de productos basicos,0.07
747,6613.0,661.0,"Servicios Auxiliares A La Actividad Financiera, Excepto A Los Servicios De Seguros",6712.0,Servicios bursátiles de mediación o por cuenta de terceros,661.0,Atividades auxiliares dos servicos financeiros,Otras actividades relacionadas con el mercado de valores,
748,6614.0,661.0,"Servicios Auxiliares A La Actividad Financiera, Excepto A Los Servicios De Seguros",6712.0,Servicios bursátiles de mediación o por cuenta de terceros,661.0,Atividades auxiliares dos servicos financeiros,Actividades de las casas de cambio,
749,6615.0,661.0,"Servicios Auxiliares A La Actividad Financiera, Excepto A Los Servicios De Seguros",6712.0,Servicios bursátiles de mediación o por cuenta de terceros,661.0,Atividades auxiliares dos servicos financeiros,Actividades de los profesionales de compra y venta de divisas,
272,6619.0,661.0,"Servicios Auxiliares A La Actividad Financiera, Excepto A Los Servicios De Seguros",6719.0,"Servicios auxiliares a la actividad financiera n.c.p., excepto a los servicios de seguros y de administración de fondos de jubilaciones y pensiones",661.0,Atividades auxiliares dos servicos financeiros,Otras actividades auxiliares de las actividades de servicios financieros n.c.p.,0.5
750,6621.0,662.0,Servicios Auxiliares A Los Servicios De Seguros,6721.0,Servicios auxiliares a los servicios de seguros ,662.0,"Atividades auxiliares dos seguros, da previdencia complementar e dos planos de saude",Actividades de agentes y corredores de seguros,
274,6629.0,662.0,Servicios Auxiliares A Los Servicios De Seguros,6722.0,Servicios auxiliares a la administración de fondos de jubilaciones y pensiones,662.0,"Atividades auxiliares dos seguros, da previdencia complementar e dos planos de saude","Evaluacion de riesgos y danos, y otras actividades de servicios auxiliares",0.0
561,,662.0,Servicios Auxiliares A Los Servicios De Seguros,6722.0,Servicios auxiliares a la administración de fondos de jubilaciones y pensiones,662.0,"Atividades auxiliares dos seguros, da previdencia complementar e dos planos de saude",,
275,6630.0,663.0,Servicios De Gestión De Fondos A Cambio De Una Retribución O Por Contrata,6722.0,Servicios auxiliares a la administración de fondos de jubilaciones y pensiones,662.0,"Atividades auxiliares dos seguros, da previdencia complementar e dos planos de saude",Actividades de administracion de fondos,0.13
276,6810.0,681.0,"Servicios Inmobiliarios Realizados Por Cuenta Propia, Con Bienes Propios O Arrendados",7010.0,"Servicios inmobiliarios realizados por cuenta propia, con bienes propios o arrendados",681.0,Atividades imobiliarias de imoveis proprios,Actividades inmobiliarias realizadas con bienes propios o arrendados,1.31
562,,681.0,"Servicios Inmobiliarios Realizados Por Cuenta Propia, Con Bienes Propios O Arrendados",7010.0,"Servicios inmobiliarios realizados por cuenta propia, con bienes propios o arrendados",681.0,Atividades imobiliarias de imoveis proprios,,
563,,682.0,Servicios Inmobiliarios Realizados A Cambio De Una Retribución O Por Contrata,7020.0,Servicios inmobiliarios realizados a cambio de un retribución o por contrata,682.0,Atividades imobiliarias por contrato ou comissao,,
277,6820.0,682.0,Servicios Inmobiliarios Realizados A Cambio De Una Retribución O Por Contrata,,,,,Actividades inmobiliarias realizadas a cambio de una retribucion o por contrata ,0.07
290,7710.0,682.0,Servicios Inmobiliarios Realizados A Cambio De Una Retribución O Por Contrata,,,,,Alquiler y arrendamiento de vehiculos automotores,0.19
278,6910.0,691.0,Servicios Jurídicos,7410.0,"Servicios jurídicos y de contabilidad, teneduría de libros y auditoría; asesoramiento en materia de impuestos; estudios de mercados y realización de encuestas de opinión pública; asesoramiento empresarial y en materia de gestión ",691.0,Atividades juridicas,Actividades juridicas,0.33
279,6920.0,692.0,"Servicios De Contabilidad, Auditoría Y Asesoría Fiscal",7410.0,"Servicios jurídicos y de contabilidad, teneduría de libros y auditoría; asesoramiento en materia de impuestos; estudios de mercados y realización de encuestas de opinión pública; asesoramiento empresarial y en materia de gestión ",692.0,"Atividades de contabilidade, consultoria e auditoria contabil e tributaria","Actividades de contabilidad, teneduria de libros, auditoria financiera y asesoria tributaria",0.34
568,,702.0,"Servicios De Asesoramiento, Dirección Y Gestión Empresarial",7430.0,Servicios de publicidad,731.0,Publicidade,,
280,7110.0,711.0,Servicios De Arquitectura E Ingeniería Y Servicios Técnicos Ncp,,,,,Actividades de arquitectura e ingenieria y otras actividades conexas de consultoria tecnica,0.62
281,7120.0,712.0,Ensayos Y Análisis Técnicos,7422.0,Ensayos y análisis técnicos,712.0,Testes e analises tecnicas,Ensayos y analisis tecnicos,0.04
282,7210.0,721.0,Investigación Y Desarrollo Experimental En El Campo De La Ingeniería Y De Las Ciencias Exactas Y Naturales,7300.0,Investigación y desarrollo,721.0,Pesquisa e desenvolvimento experimental em ciencias fisicas e naturais,Investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingenieria ,0.03
283,7220.0,722.0,Investigación  Y Desarrollo Experimental En El Campo De Las Ciencias Sociales Y Las Humanidades,7300.0,Investigación y desarrollo,722.0,Pesquisa e desenvolvimento experimental em ciencias sociais e humanas,Investigaciones y desarrollo experimental en el campo de las ciencias sociales y las humanidades,0.1
284,7310.0,731.0,Servicios De Publicidad,,,,,Publicidad,0.87
285,7320.0,732.0,"Estudio De Mercado, Realización De Encuestas De Opinión Pública",7410.0,"Servicios jurídicos y de contabilidad, teneduría de libros y auditoría; asesoramiento en materia de impuestos; estudios de mercados y realización de encuestas de opinión pública; asesoramiento empresarial y en materia de gestión ",732.0,Pesquisas de mercado e de opiniao publica,Estudios de mercado y realizacion de encuestas de opinion publica,0.16
286,7410.0,741.0,Servicios De Diseño Especializado,7493.0,Servicios de limpieza de edificios ,,,Actividades especializadas de diseno ,0.03
287,7420.0,742.0,Servicios De Fotografía,7494.0,Servicios de fotografía ,742.0,Atividades fotograficas e similares,Actividades de fotografia,0.02
288,7490.0,749.0,"Actividades Profesionales, Científicas Y Técnicas Ncp",7494.0,Servicios de fotografía ,,,"Otras actividades profesionales, cientificas y tecnicas n.c.p.",5.65
578,,750.0,Servicios Veterinarios,8520.0,Servicios veterinarios,750.0,Atividades veterinarias,,
582,,750.0,Servicios Veterinarios,8530.0,Servicios sociales,,,,
784,8730.0,750.0,Servicios Veterinarios,,,,,Actividades de atencion en instituciones para el cuidado de personas mayores y/o discapacitadas,
785,8810.0,750.0,Servicios Veterinarios,,,,,Actividades de asistencia social sin alojamiento para personas mayores y discapacitadas,
564,,771.0,Alquiler De Vehículos Automotores Y Equipo De Transporte Sin Conductor Ni Operarios,7111.0,"Alquiler de equipo de transporte para vía terrestre, sin operarios ",,,,
565,,771.0,Alquiler De Vehículos Automotores Y Equipo De Transporte Sin Conductor Ni Operarios,7112.0,"Alquiler de equipo de transporte para vía acuática, sin operarios ni tripulación ",,,,
566,,771.0,Alquiler De Vehículos Automotores Y Equipo De Transporte Sin Conductor Ni Operarios,7113.0,"Alquiler de equipo de transporte para vía aérea, sin operarios ni tripulación",,,,
291,7721.0,772.0,Alquiler De Efectos Personales Y Enseres Domésticos,7120.0,Alquiler de maquinaria y equipo n.c.p.,,,Alquiler y arrendamiento de equipo recreativo y deportivo,0.05
292,7722.0,772.0,Alquiler De Efectos Personales Y Enseres Domésticos,7120.0,Alquiler de maquinaria y equipo n.c.p.,,,Alquiler de videos y discos ,0.01
751,7729.0,772.0,Alquiler De Efectos Personales Y Enseres Domésticos,7120.0,Alquiler de maquinaria y equipo n.c.p.,,,Alquiler y arrendamiento de otros efectos personales y enseres domesticos n.c.p.,
293,7730.0,772.0,Alquiler De Efectos Personales Y Enseres Domésticos,7120.0,Alquiler de maquinaria y equipo n.c.p.,,,"Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.",0.3
752,7740.0,774.0,Arrendamiento Y Gestión De Bienes Intangibles No Financieros,7130.0,Alquiler de efectos personales y enseres domésticos n.c.p.,,,"Arrendamiento de propiedad intelectual y productos similares, excepto obras protegidas por derechos de autor",
294,7810.0,774.0,Arrendamiento Y Gestión De Bienes Intangibles No Financieros,7130.0,Alquiler de efectos personales y enseres domésticos n.c.p.,,,Actividades de agencias de empleo,0.27
295,7820.0,774.0,Arrendamiento Y Gestión De Bienes Intangibles No Financieros,7130.0,Alquiler de efectos personales y enseres domésticos n.c.p.,,,Actividades de agencias de empleo temporal,1.42
753,7830.0,774.0,Arrendamiento Y Gestión De Bienes Intangibles No Financieros,7130.0,Alquiler de efectos personales y enseres domésticos n.c.p.,,,Otras actividades de suministro de recurso humano,
567,,774.0,Arrendamiento Y Gestión De Bienes Intangibles No Financieros,7130.0,Alquiler de efectos personales y enseres domésticos n.c.p.,,,,
569,,780.0,Obtención Y Dotación De Personal,7491.0,Obtención y dotación de personal,781.0,Selecao e agenciamento de mao-de-obra,,
570,,780.0,Obtención Y Dotación De Personal,7491.0,Obtención y dotación de personal,783.0,Fornecimento e gestao de recursos humanos para terceiros,,
296,7911.0,791.0,Servicios De Agencias De Viaje Y Otras Actividades Complementarias De Apoyo Turístico,6340.0,Servicios de agencias de viaje y actividades complementarias de apoyo turístico,791.0,Agencias de viagens e operadores turisticos,Actividades de las agencias de viaje,0.13
721,7912.0,791.0,Servicios De Agencias De Viaje Y Otras Actividades Complementarias De Apoyo Turístico,6340.0,Servicios de agencias de viaje y actividades complementarias de apoyo turístico,791.0,Agencias de viagens e operadores turisticos,Actividades de operadores turisticos,
297,7990.0,791.0,Servicios De Agencias De Viaje Y Otras Actividades Complementarias De Apoyo Turístico,6340.0,Servicios de agencias de viaje y actividades complementarias de apoyo turístico,791.0,Agencias de viagens e operadores turisticos,Otros servicios de reserva y actividades relacionadas,0.0
537,,791.0,Servicios De Agencias De Viaje Y Otras Actividades Complementarias De Apoyo Turístico,6340.0,Servicios de agencias de viaje y actividades complementarias de apoyo turístico,791.0,Agencias de viagens e operadores turisticos,,
299,8020.0,801.0,Servicios De Seguridad E Investigación,7492.0,Servicios de investigación y seguridad,,,Actividades de servicios de sistemas de seguridad,0.72
300,8030.0,801.0,Servicios De Seguridad E Investigación,7492.0,Servicios de investigación y seguridad,,,Actividades de detectives e investigadores privados,0.04
756,8110.0,811.0,Servicios De Seguridad E Investigación,7492.0,Servicios de investigación y seguridad,,,Actividades combinadas de apoyo a instalaciones,
302,8129.0,812.0,Servicio Combinado De Apoyo A Edificios,7493.0,Servicios de limpieza de edificios ,811.0,Servicos combinados para apoio a edificios,Otras actividades de limpieza de edificios e instalaciones industriales,0.04
301,8121.0,812.0,Servicios De Limpieza De Edificios,7493.0,Servicios de limpieza de edificios ,812.0,Atividades de limpeza,Limpieza general interior de edificios,0.21
757,8130.0,813.0,Servicios De Jardinería Y Mantenimiento De Espacios Verdes,7493.0,Servicios de limpieza de edificios ,,,Actividades de paisajismo y servicios de mantenimiento conexos,
758,8211.0,821.0,Servicios De Apoyo A La Administración De Oficinas Y Empresas,7494.0,Servicios de fotografía ,,,Actividades combinadas de servicios administrativos de oficina,
303,8219.0,821.0,Servicios De Apoyo A La Administración De Oficinas Y Empresas,7496.0,"Servicios de impresión heliográfica, fotocopia y otras formas de reproducciones ",,,"Fotocopiado, preparacion de documentos y otras actividades especializadas de apoyo a oficina",0.05
304,8220.0,822.0,Servicios De Call Center,7496.0,"Servicios de impresión heliográfica, fotocopia y otras formas de reproducciones ",,,Actividades de centros de llamadas (call center),0.06
307,8292.0,823.0,"Servicios De Organización De Convenciones Y Exposiciones Comerciales, Excepto Culturales Y Deportivos",7495.0,Servicios de envase y empaque ,,,Actividades de envase y empaque,0.02
305,8230.0,823.0,"Servicios De Organización De Convenciones Y Exposiciones Comerciales, Excepto Culturales Y Deportivos",7496.0,"Servicios de impresión heliográfica, fotocopia y otras formas de reproducciones ",,,Organizacion de convenciones y eventos comerciales,0.01
306,8291.0,823.0,"Servicios De Organización De Convenciones Y Exposiciones Comerciales, Excepto Culturales Y Deportivos",7496.0,"Servicios de impresión heliográfica, fotocopia y otras formas de reproducciones ",,,Actividades de agencias de cobranza y oficinas de calificacion crediticia,0.07
308,8299.0,823.0,"Servicios De Organización De Convenciones Y Exposiciones Comerciales, Excepto Culturales Y Deportivos",7499.0,Servicios empresariales n.c.p.,,,Otras actividades de servicio de apoyo a las empresas n.c.p.,0.0
754,7010.0,829.0,Servicios Empresariales Ncp,7430.0,Servicios de publicidad,,,Actividades de administracion empresarial,
755,7020.0,829.0,Servicios Empresariales Ncp,7430.0,Servicios de publicidad,,,Actividades de consultaria de gestion,
298,8010.0,829.0,Servicios Empresariales Ncp,7430.0,Servicios de publicidad,,,Actividades de seguridad privada,0.03
309,8411.0,841.0,Servicios De La Administración Pública,7500.0,Agencias de empleo temporario,,,Actividades legislativas de la administracion publica,4.54
759,8412.0,841.0,Servicios De La Administración Pública,7500.0,Agencias de empleo temporario,,,Actividades ejecutivas de la administracion publica,
760,8413.0,841.0,Servicios De La Administración Pública,7500.0,Agencias de empleo temporario,,,"Regulacion de las actividades de organismos que prestan servicios de salud, educativos, culturales y otros servicios sociales, excepto servicios de seguridad social ",
761,8414.0,841.0,Servicios De La Administración Pública,7500.0,Agencias de empleo temporario,,,Actividades reguladoras y facilitadoras de la actividad economica,
762,8415.0,841.0,Servicios De La Administración Pública,7500.0,Agencias de empleo temporario,,,Actividades de los otros organos de control,
571,,841.0,Servicios De La Administración Pública,7500.0,Agencias de empleo temporario,,,,
310,8421.0,842.0,Prestación Pública De Servicios A La Comunidad En General,7500.0,Agencias de empleo temporario,,,Relaciones exteriores ,0.0
311,8422.0,842.0,Prestación Pública De Servicios A La Comunidad En General,7500.0,Agencias de empleo temporario,,,Actividades de defensa,0.0
312,8423.0,842.0,Prestación Pública De Servicios A La Comunidad En General,7500.0,Agencias de empleo temporario,,,Orden publico y actividades de seguridad,0.03
763,8424.0,842.0,Prestación Pública De Servicios A La Comunidad En General,7500.0,Agencias de empleo temporario,,,Administracion de justicia,
572,,842.0,Prestación Pública De Servicios A La Comunidad En General,7500.0,Agencias de empleo temporario,,,,
313,8430.0,843.0,"Servicios De La Seguridad Social Obligatoria, Excepto Obras Sociales",7500.0,Agencias de empleo temporario,,,Actividades de planes de seguridad social de afiliacion obligatoria,0.0
764,8511.0,851.0,Enseñanza Inicial Y Primaria,8000.0,Enseñanza,851.0,Educacao infantil e ensino fundamental,Educacion de la primera infancia,
765,8512.0,851.0,Enseñanza Inicial Y Primaria,8000.0,Enseñanza,851.0,Educacao infantil e ensino fundamental,Educacion preescolar,
766,8513.0,851.0,Enseñanza Inicial Y Primaria,8000.0,Enseñanza,851.0,Educacao infantil e ensino fundamental,Educacion basica primaria,
576,,851.0,Enseñanza Inicial Y Primaria,8000.0,Enseñanza,851.0,Educacao infantil e ensino fundamental,,
767,8521.0,852.0,Enseñanza Secundaria,8000.0,Enseñanza,852.0,Ensino medio,Educacion basica secundaria ,
768,8522.0,852.0,Enseñanza Secundaria,8000.0,Enseñanza,852.0,Ensino medio,Educacion media academica,
769,8523.0,852.0,Enseñanza Secundaria,8000.0,Enseñanza,852.0,Ensino medio,Educacion media tecnica y de formacion laboral,
770,8530.0,852.0,Enseñanza Secundaria,8000.0,Enseñanza,852.0,Ensino medio,Establecimientos que combinan diferentes niveles de educacion ,
577,,852.0,Enseñanza Secundaria,8000.0,Enseñanza,852.0,Ensino medio,,
317,8541.0,853.0,Enseñanza Superior Y Formación De Posgrado,8000.0,Enseñanza,853.0,Educacao superior,Educacion tecnica profesional,0.0
318,8542.0,853.0,Enseñanza Superior Y Formación De Posgrado,8000.0,Enseñanza,853.0,Educacao superior,Educacion tecnologica,0.0
771,8543.0,853.0,Enseñanza Superior Y Formación De Posgrado,8000.0,Enseñanza,853.0,Educacao superior,Educacion de instituciones universitarias o de escuelas tecnologicas,
772,8544.0,853.0,Enseñanza Superior Y Formación De Posgrado,8000.0,Enseñanza,853.0,Educacao superior,Educacion de universidades,
573,,853.0,Enseñanza Superior Y Formación De Posgrado,8000.0,Enseñanza,853.0,Educacao superior,,
774,8552.0,854.0,Servicios De Enseñanza Ncp,8000.0,Enseñanza,859.0,Outras atividades de ensino,Ensenanza deportiva y recreativa,
775,8553.0,854.0,Servicios De Enseñanza Ncp,8000.0,Enseñanza,859.0,Outras atividades de ensino,Ensenanza cultural,
776,8559.0,854.0,Servicios De Enseñanza Ncp,8000.0,Enseñanza,859.0,Outras atividades de ensino,Otros tipos de educacion n.c.p.,
574,,854.0,Servicios De Enseñanza Ncp,8000.0,Enseñanza,859.0,Outras atividades de ensino,,
773,8551.0,854.0,Servicios De Enseñanza Ncp,,,,,Formacion academica no formal ,
575,,855.0,Servicios De Apoyo A La Educación,8000.0,Enseñanza,855.0,Atividades de apoio a educacao,,
777,8621.0,861.0,Servicios De Hospitales,8510.0,Servicios relacionados con la salud humana,861.0,Atividades de atendimento hospitalar,"Actividades de la practica medica, sin internacion",
320,8610.0,861.0,Servicios De Hospitales,,,,,"Actividades de hospitales y clinicas, con internacion",1.57
778,8622.0,862.0,Servicios De Atención Ambulatoria Realizados Por Médicos Y Odontólogos,8510.0,Servicios relacionados con la salud humana,862.0,Servicos moveis de atendimento a urgencias e de remocao de pacientes,Actividades de la practica odontologica,
779,8691.0,862.0,Servicios De Atención Ambulatoria Realizados Por Médicos Y Odontólogos,8510.0,Servicios relacionados con la salud humana,862.0,Servicos moveis de atendimento a urgencias e de remocao de pacientes,Actividades de apoyo diagnostico,
780,8692.0,862.0,Servicios De Atención Ambulatoria Realizados Por Médicos Y Odontólogos,8510.0,Servicios relacionados con la salud humana,862.0,Servicos moveis de atendimento a urgencias e de remocao de pacientes,Actividades de apoyo terapeutico,
781,8699.0,863.0,"Servicios De Prácticas De Diagnóstico Y Tratamiento; Servicios Integrados De Consulta, Diagnóstico Y Tratamiento",8510.0,Servicios relacionados con la salud humana,864.0,Atividades de servicos de complementacao diagnostica e terapeutica,Otras actividades de atencion de la salud humana,
580,,863.0,"Servicios De Prácticas De Diagnóstico Y Tratamiento; Servicios Integrados De Consulta, Diagnóstico Y Tratamiento",8530.0,Servicios sociales,,,,
782,8710.0,864.0,Servicios De Emergencias Y Traslados,8510.0,Servicios relacionados con la salud humana,863.0,Atividades de atencao ambulatorial executadas por medicos e odontologos,Actividades de atencion residencial medicalizada de tipo general,
783,8720.0,869.0,Servicios Relacionados Con La Salud Humana Ncp,8510.0,Servicios relacionados con la salud humana,,,"Actividades de atencion residencial, para el cuidado de pacientes con retardo mental, enfermedad mental y consumo de sustancias psicoactivas",
581,,869.0,Servicios Relacionados Con La Salud Humana Ncp,8530.0,Servicios sociales,,,,
323,8790.0,870.0,Servicios Sociales Con Alojamiento,8530.0,Servicios sociales,,,Otras actividades de atencion en instituciones con alojamiento,0.24
786,8890.0,870.0,Servicios Sociales Con Alojamiento,8530.0,Servicios sociales,,,Otras actividades de asistencia social sin alojamiento,
289,7500.0,880.0,Servicios Sociales Sin Alojamiento,8530.0,Servicios sociales,880.0,Servicos de assistencia social sem alojamento,Actividades veterinarias,0.01
579,,880.0,Servicios Sociales Sin Alojamiento,8530.0,Servicios sociales,880.0,Servicos de assistencia social sem alojamento,,
250,5920.0,900.0,Servicios Artísticos Y De Espectáculos,9100.0,Servicios de asociaciones n.c.p.,,,Actividades de grabacion de sonido y edicion de musica,0.02
592,,900.0,Servicios Artísticos Y De Espectáculos,9214.0,Servicios teatrales y musicales y servicios artísticos n.c.p.,,,,
593,,900.0,Servicios Artísticos Y De Espectáculos,9219.0,Servicios de espectáculos artísticos y de diversión  n.c.p.,,,,
326,9102.0,910.0,"Servicios De Bibliotecas, Archivos Y Museos Y  Servicios Culturales Ncp",9230.0,"Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.",,,"Actividades y funcionamiento de museos, conservacion de edificios y sitios historicos",0.01
327,9103.0,910.0,"Servicios De Bibliotecas, Archivos Y Museos Y  Servicios Culturales Ncp",9230.0,"Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.",,,"Actividades de jardines botanicos, zoologicos y reservas naturales",0.0
325,9101.0,910.0,"Servicios De Bibliotecas, Archivos Y Museos Y  Servicios Culturales Ncp",,,,,Actividades de bibliotecas y archivos,0.03
331,9319.0,920.0,Servicios  Relacionados Con Juegos De Azar Y Apuestas,,,920.0,Atividades de exploracao de jogos de azar e apostas,Otras actividades deportivas,0.03
328,9200.0,920.0,Servicios  Relacionados Con Juegos De Azar Y Apuestas,9230.0,"Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.",,,Actividades de juegos de azar y apuestas,0.07
