CBO ID CB5,CBO label CB5,CBO ID CB4,CBO label CB4,CBO ID CB3,CBO label CB3,CBO ID CB2,CBO label CB2,CBO ID CB1,CBO label CB1,CBO ID CB0,CBO label CB0
010105,Oficial general da aeronautica,0101,Oficiais generais das forcas armadas,010,Membros das forcas armadas                                                                                                        ,01,Membros das forcas armadas                                                                                                        ,0,"Membros das forcas armadas, policiais e bombeiros militares                                                                       ",0,All occupations
010110,Oficial general do exercito,0101,Oficiais generais das forcas armadas,010,Membros das forcas armadas                                                                                                        ,01,Membros das forcas armadas                                                                                                        ,0,"Membros das forcas armadas, policiais e bombeiros militares                                                                       ",0,All occupations
010115,Oficial general da marinha,0101,Oficiais generais das forcas armadas,010,Membros das forcas armadas                                                                                                        ,01,Membros das forcas armadas                                                                                                        ,0,"Membros das forcas armadas, policiais e bombeiros militares                                                                       ",0,All occupations
010215,Oficial da marinha,0102,Oficiais das forcas armadas,010,Membros das forcas armadas                                                                                                        ,01,Membros das forcas armadas                                                                                                        ,0,"Membros das forcas armadas, policiais e bombeiros militares                                                                       ",0,All occupations
010210,Oficial do exercito,0102,Oficiais das forcas armadas,010,Membros das forcas armadas                                                                                                        ,01,Membros das forcas armadas                                                                                                        ,0,"Membros das forcas armadas, policiais e bombeiros militares                                                                       ",0,All occupations
010205,Oficial da aeronautica,0102,Oficiais das forcas armadas,010,Membros das forcas armadas                                                                                                        ,01,Membros das forcas armadas                                                                                                        ,0,"Membros das forcas armadas, policiais e bombeiros militares                                                                       ",0,All occupations
010310,Praca do exercito,0103,Pracas das forcas armadas,010,Membros das forcas armadas                                                                                                        ,01,Membros das forcas armadas                                                                                                        ,0,"Membros das forcas armadas, policiais e bombeiros militares                                                                       ",0,All occupations
010315,Praca da marinha,0103,Pracas das forcas armadas,010,Membros das forcas armadas                                                                                                        ,01,Membros das forcas armadas                                                                                                        ,0,"Membros das forcas armadas, policiais e bombeiros militares                                                                       ",0,All occupations
010305,Praca da aeronautica,0103,Pracas das forcas armadas,010,Membros das forcas armadas                                                                                                        ,01,Membros das forcas armadas                                                                                                        ,0,"Membros das forcas armadas, policiais e bombeiros militares                                                                       ",0,All occupations
020115,Major da policia militar,0201,Oficiais superiores da policia militar,020,Oficiais de policia militar                                                                                                       ,02,Policiais militares                                                                                                               ,0,"Membros das forcas armadas, policiais e bombeiros militares                                                                       ",0,All occupations
020105,Coronel da policia militar,0201,Oficiais superiores da policia militar,020,Oficiais de policia militar                                                                                                       ,02,Policiais militares                                                                                                               ,0,"Membros das forcas armadas, policiais e bombeiros militares                                                                       ",0,All occupations
020110,Tenente-coronel da policia militar,0201,Oficiais superiores da policia militar,020,Oficiais de policia militar                                                                                                       ,02,Policiais militares                                                                                                               ,0,"Membros das forcas armadas, policiais e bombeiros militares                                                                       ",0,All occupations
020205,Capitao da policia militar,0202,Capitaes da  policia militar,020,Oficiais de policia militar                                                                                                       ,02,Policiais militares                                                                                                               ,0,"Membros das forcas armadas, policiais e bombeiros militares                                                                       ",0,All occupations
020305,Primeiro tenente de policia militar,0203,Tenentes da policia militar,020,Oficiais de policia militar                                                                                                       ,02,Policiais militares                                                                                                               ,0,"Membros das forcas armadas, policiais e bombeiros militares                                                                       ",0,All occupations
020310,Segundo tenente de policia militar,0203,Tenentes da policia militar,020,Oficiais de policia militar                                                                                                       ,02,Policiais militares                                                                                                               ,0,"Membros das forcas armadas, policiais e bombeiros militares                                                                       ",0,All occupations
021105,Subtenente da policia militar,0211,Subtenentes e sargentos da policia militar,021,Pracas de policia militar                                                                                                         ,02,Policiais militares                                                                                                               ,0,"Membros das forcas armadas, policiais e bombeiros militares                                                                       ",0,All occupations
021110,Sargento da policia militar,0211,Subtenentes e sargentos da policia militar,021,Pracas de policia militar                                                                                                         ,02,Policiais militares                                                                                                               ,0,"Membros das forcas armadas, policiais e bombeiros militares                                                                       ",0,All occupations
021205,Cabo da policia militar,0212,Cabos e soldados da policia militar,021,Pracas de policia militar                                                                                                         ,02,Policiais militares                                                                                                               ,0,"Membros das forcas armadas, policiais e bombeiros militares                                                                       ",0,All occupations
021210,Soldado da policia militar,0212,Cabos e soldados da policia militar,021,Pracas de policia militar                                                                                                         ,02,Policiais militares                                                                                                               ,0,"Membros das forcas armadas, policiais e bombeiros militares                                                                       ",0,All occupations
030115,Tenente-coronel bombeiro militar,0301,Oficiais superiores do corpo de bombeiros militar,030,Oficiais de bombeiro militar                                                                                                      ,03,Bombeiros militares                                                                                                               ,0,"Membros das forcas armadas, policiais e bombeiros militares                                                                       ",0,All occupations
030105,Coronel bombeiro militar,0301,Oficiais superiores do corpo de bombeiros militar,030,Oficiais de bombeiro militar                                                                                                      ,03,Bombeiros militares                                                                                                               ,0,"Membros das forcas armadas, policiais e bombeiros militares                                                                       ",0,All occupations
030110,Major bombeiro militar,0301,Oficiais superiores do corpo de bombeiros militar,030,Oficiais de bombeiro militar                                                                                                      ,03,Bombeiros militares                                                                                                               ,0,"Membros das forcas armadas, policiais e bombeiros militares                                                                       ",0,All occupations
030205,Capitao bombeiro militar,0302,Oficiais intermediarios do corpo de bombeiros militar,030,Oficiais de bombeiro militar                                                                                                      ,03,Bombeiros militares                                                                                                               ,0,"Membros das forcas armadas, policiais e bombeiros militares                                                                       ",0,All occupations
030305,Tenente do corpo de bombeiros militar,0303,Tenentes do corpo de bombeiros militar,030,Oficiais de bombeiro militar                                                                                                      ,03,Bombeiros militares                                                                                                               ,0,"Membros das forcas armadas, policiais e bombeiros militares                                                                       ",0,All occupations
031105,Subtenente bombeiro militar,0311,Subtenentes e sargentos do corpo de bombeiros militar,031,Pracas de bombeiro militar                                                                                                        ,03,Bombeiros militares                                                                                                               ,0,"Membros das forcas armadas, policiais e bombeiros militares                                                                       ",0,All occupations
031110,Sargento bombeiro militar,0311,Subtenentes e sargentos do corpo de bombeiros militar,031,Pracas de bombeiro militar                                                                                                        ,03,Bombeiros militares                                                                                                               ,0,"Membros das forcas armadas, policiais e bombeiros militares                                                                       ",0,All occupations
031210,Soldado bombeiro militar,0312,Cabos e soldados do corpo de bombeiros militar,031,Pracas de bombeiro militar                                                                                                        ,03,Bombeiros militares                                                                                                               ,0,"Membros das forcas armadas, policiais e bombeiros militares                                                                       ",0,All occupations
031205,Cabo bombeiro militar,0312,Cabos e soldados do corpo de bombeiros militar,031,Pracas de bombeiro militar                                                                                                        ,03,Bombeiros militares                                                                                                               ,0,"Membros das forcas armadas, policiais e bombeiros militares                                                                       ",0,All occupations
111120,Vereador,1111,Legisladores,111,"Membros superiores do poder legislativo, executivo e judiciario                                                                   ",11,Membros superiores e dirigentes do poder publico                                                                                  ,1,"Membros superiores do poder publico, dirigentes de organizacoes de interesse publico e de empresas, gerentes                      ",0,All occupations
111105,Senador,1111,Legisladores,111,"Membros superiores do poder legislativo, executivo e judiciario                                                                   ",11,Membros superiores e dirigentes do poder publico                                                                                  ,1,"Membros superiores do poder publico, dirigentes de organizacoes de interesse publico e de empresas, gerentes                      ",0,All occupations
111115,Deputado estadual e distrital,1111,Legisladores,111,"Membros superiores do poder legislativo, executivo e judiciario                                                                   ",11,Membros superiores e dirigentes do poder publico                                                                                  ,1,"Membros superiores do poder publico, dirigentes de organizacoes de interesse publico e de empresas, gerentes                      ",0,All occupations
111110,Deputado federal,1111,Legisladores,111,"Membros superiores do poder legislativo, executivo e judiciario                                                                   ",11,Membros superiores e dirigentes do poder publico                                                                                  ,1,"Membros superiores do poder publico, dirigentes de organizacoes de interesse publico e de empresas, gerentes                      ",0,All occupations
111215,Ministro de estado,1112,Dirigentes gerais da administracao publica,111,"Membros superiores do poder legislativo, executivo e judiciario                                                                   ",11,Membros superiores e dirigentes do poder publico                                                                                  ,1,"Membros superiores do poder publico, dirigentes de organizacoes de interesse publico e de empresas, gerentes                      ",0,All occupations
111220,Secretario - executivo,1112,Dirigentes gerais da administracao publica,111,"Membros superiores do poder legislativo, executivo e judiciario                                                                   ",11,Membros superiores e dirigentes do poder publico                                                                                  ,1,"Membros superiores do poder publico, dirigentes de organizacoes de interesse publico e de empresas, gerentes                      ",0,All occupations
111225,Membro superior do poder executivo,1112,Dirigentes gerais da administracao publica,111,"Membros superiores do poder legislativo, executivo e judiciario                                                                   ",11,Membros superiores e dirigentes do poder publico                                                                                  ,1,"Membros superiores do poder publico, dirigentes de organizacoes de interesse publico e de empresas, gerentes                      ",0,All occupations
111230,Governador de estado,1112,Dirigentes gerais da administracao publica,111,"Membros superiores do poder legislativo, executivo e judiciario                                                                   ",11,Membros superiores e dirigentes do poder publico                                                                                  ,1,"Membros superiores do poder publico, dirigentes de organizacoes de interesse publico e de empresas, gerentes                      ",0,All occupations
111235,Governador do distrito federal,1112,Dirigentes gerais da administracao publica,111,"Membros superiores do poder legislativo, executivo e judiciario                                                                   ",11,Membros superiores e dirigentes do poder publico                                                                                  ,1,"Membros superiores do poder publico, dirigentes de organizacoes de interesse publico e de empresas, gerentes                      ",0,All occupations
111205,Presidente da republica,1112,Dirigentes gerais da administracao publica,111,"Membros superiores do poder legislativo, executivo e judiciario                                                                   ",11,Membros superiores e dirigentes do poder publico                                                                                  ,1,"Membros superiores do poder publico, dirigentes de organizacoes de interesse publico e de empresas, gerentes                      ",0,All occupations
111245,Vice-governador do distrito federal,1112,Dirigentes gerais da administracao publica,111,"Membros superiores do poder legislativo, executivo e judiciario                                                                   ",11,Membros superiores e dirigentes do poder publico                                                                                  ,1,"Membros superiores do poder publico, dirigentes de organizacoes de interesse publico e de empresas, gerentes                      ",0,All occupations
111250,Prefeito,1112,Dirigentes gerais da administracao publica,111,"Membros superiores do poder legislativo, executivo e judiciario                                                                   ",11,Membros superiores e dirigentes do poder publico                                                                                  ,1,"Membros superiores do poder publico, dirigentes de organizacoes de interesse publico e de empresas, gerentes                      ",0,All occupations
111255,Vice-prefeito,1112,Dirigentes gerais da administracao publica,111,"Membros superiores do poder legislativo, executivo e judiciario                                                                   ",11,Membros superiores e dirigentes do poder publico                                                                                  ,1,"Membros superiores do poder publico, dirigentes de organizacoes de interesse publico e de empresas, gerentes                      ",0,All occupations
111210,Vice-presidente da republica,1112,Dirigentes gerais da administracao publica,111,"Membros superiores do poder legislativo, executivo e judiciario                                                                   ",11,Membros superiores e dirigentes do poder publico                                                                                  ,1,"Membros superiores do poder publico, dirigentes de organizacoes de interesse publico e de empresas, gerentes                      ",0,All occupations
111240,Vice-governador de estado,1112,Dirigentes gerais da administracao publica,111,"Membros superiores do poder legislativo, executivo e judiciario                                                                   ",11,Membros superiores e dirigentes do poder publico                                                                                  ,1,"Membros superiores do poder publico, dirigentes de organizacoes de interesse publico e de empresas, gerentes                      ",0,All occupations
111345,Juiz do trabalho,1113,Magistrados,111,"Membros superiores do poder legislativo, executivo e judiciario                                                                   ",11,Membros superiores e dirigentes do poder publico                                                                                  ,1,"Membros superiores do poder publico, dirigentes de organizacoes de interesse publico e de empresas, gerentes                      ",0,All occupations
111305,Ministro do supremo tribunal federal,1113,Magistrados,111,"Membros superiores do poder legislativo, executivo e judiciario                                                                   ",11,Membros superiores e dirigentes do poder publico                                                                                  ,1,"Membros superiores do poder publico, dirigentes de organizacoes de interesse publico e de empresas, gerentes                      ",0,All occupations
111310,Ministro do superior tribunal de justica,1113,Magistrados,111,"Membros superiores do poder legislativo, executivo e judiciario                                                                   ",11,Membros superiores e dirigentes do poder publico                                                                                  ,1,"Membros superiores do poder publico, dirigentes de organizacoes de interesse publico e de empresas, gerentes                      ",0,All occupations
111340,Juiz auditor estadual - justica militar,1113,Magistrados,111,"Membros superiores do poder legislativo, executivo e judiciario                                                                   ",11,Membros superiores e dirigentes do poder publico                                                                                  ,1,"Membros superiores do poder publico, dirigentes de organizacoes de interesse publico e de empresas, gerentes                      ",0,All occupations
111335,Juiz auditor federal - justica militar,1113,Magistrados,111,"Membros superiores do poder legislativo, executivo e judiciario                                                                   ",11,Membros superiores e dirigentes do poder publico                                                                                  ,1,"Membros superiores do poder publico, dirigentes de organizacoes de interesse publico e de empresas, gerentes                      ",0,All occupations
111330,Juiz federal,1113,Magistrados,111,"Membros superiores do poder legislativo, executivo e judiciario                                                                   ",11,Membros superiores e dirigentes do poder publico                                                                                  ,1,"Membros superiores do poder publico, dirigentes de organizacoes de interesse publico e de empresas, gerentes                      ",0,All occupations
111325,Juiz de direito,1113,Magistrados,111,"Membros superiores do poder legislativo, executivo e judiciario                                                                   ",11,Membros superiores e dirigentes do poder publico                                                                                  ,1,"Membros superiores do poder publico, dirigentes de organizacoes de interesse publico e de empresas, gerentes                      ",0,All occupations
111320,Ministro do  superior tribunal do trabalho,1113,Magistrados,111,"Membros superiores do poder legislativo, executivo e judiciario                                                                   ",11,Membros superiores e dirigentes do poder publico                                                                                  ,1,"Membros superiores do poder publico, dirigentes de organizacoes de interesse publico e de empresas, gerentes                      ",0,All occupations
111315,Ministro do  superior tribunal militar,1113,Magistrados,111,"Membros superiores do poder legislativo, executivo e judiciario                                                                   ",11,Membros superiores e dirigentes do poder publico                                                                                  ,1,"Membros superiores do poder publico, dirigentes de organizacoes de interesse publico e de empresas, gerentes                      ",0,All occupations
111405,Dirigente do servico publico federal,1114,Dirigentes do servico publico,111,"Membros superiores do poder legislativo, executivo e judiciario                                                                   ",11,Membros superiores e dirigentes do poder publico                                                                                  ,1,"Membros superiores do poder publico, dirigentes de organizacoes de interesse publico e de empresas, gerentes                      ",0,All occupations
111410,Dirigente do servico publico estadual e distrital,1114,Dirigentes do servico publico,111,"Membros superiores do poder legislativo, executivo e judiciario                                                                   ",11,Membros superiores e dirigentes do poder publico                                                                                  ,1,"Membros superiores do poder publico, dirigentes de organizacoes de interesse publico e de empresas, gerentes                      ",0,All occupations
111415,Dirigente do servico publico municipal,1114,Dirigentes do servico publico,111,"Membros superiores do poder legislativo, executivo e judiciario                                                                   ",11,Membros superiores e dirigentes do poder publico                                                                                  ,1,"Membros superiores do poder publico, dirigentes de organizacoes de interesse publico e de empresas, gerentes                      ",0,All occupations
111505,Especialista de politicas publicas e gestao governamental - eppgg,1115,Gestores publicos,111,"Membros superiores do poder legislativo, executivo e judiciario                                                                   ",11,Membros superiores e dirigentes do poder publico                                                                                  ,1,"Membros superiores do poder publico, dirigentes de organizacoes de interesse publico e de empresas, gerentes                      ",0,All occupations
111510,Analista de planejamento e orcamento - apo,1115,Gestores publicos,111,"Membros superiores do poder legislativo, executivo e judiciario                                                                   ",11,Membros superiores e dirigentes do poder publico                                                                                  ,1,"Membros superiores do poder publico, dirigentes de organizacoes de interesse publico e de empresas, gerentes                      ",0,All occupations
113015,Membro de lideranca quilombola,1130,"Dirigentes de povos indigenas, de quilombolas e caicaras",113,Chefes de pequenas populacoes                                                                                                     ,11,Membros superiores e dirigentes do poder publico                                                                                  ,1,"Membros superiores do poder publico, dirigentes de organizacoes de interesse publico e de empresas, gerentes                      ",0,All occupations
113010,Lider de comunidade caicara,1130,"Dirigentes de povos indigenas, de quilombolas e caicaras",113,Chefes de pequenas populacoes                                                                                                     ,11,Membros superiores e dirigentes do poder publico                                                                                  ,1,"Membros superiores do poder publico, dirigentes de organizacoes de interesse publico e de empresas, gerentes                      ",0,All occupations
113005,Cacique,1130,"Dirigentes de povos indigenas, de quilombolas e caicaras",113,Chefes de pequenas populacoes                                                                                                     ,11,Membros superiores e dirigentes do poder publico                                                                                  ,1,"Membros superiores do poder publico, dirigentes de organizacoes de interesse publico e de empresas, gerentes                      ",0,All occupations
114105,Dirigente de partido politico,1141,Dirigentes de partidos politicos,114,Dirigentes e administradores de organizacao de interesse publico                                                                  ,11,Membros superiores e dirigentes do poder publico                                                                                  ,1,"Membros superiores do poder publico, dirigentes de organizacoes de interesse publico e de empresas, gerentes                      ",0,All occupations
114210,Dirigentes de entidades patronais,1142,Dirigentes e administradores de entidades patronais e dos trabalhadores e de outros interesses socioeconomicos,114,Dirigentes e administradores de organizacao de interesse publico                                                                  ,11,Membros superiores e dirigentes do poder publico                                                                                  ,1,"Membros superiores do poder publico, dirigentes de organizacoes de interesse publico e de empresas, gerentes                      ",0,All occupations
114205,Dirigentes de entidades de trabalhadores,1142,Dirigentes e administradores de entidades patronais e dos trabalhadores e de outros interesses socioeconomicos,114,Dirigentes e administradores de organizacao de interesse publico                                                                  ,11,Membros superiores e dirigentes do poder publico                                                                                  ,1,"Membros superiores do poder publico, dirigentes de organizacoes de interesse publico e de empresas, gerentes                      ",0,All occupations
114305,Dirigente e administrador de organizacao religiosa,1143,Dirigentes e administradores de entidades religiosas,114,Dirigentes e administradores de organizacao de interesse publico                                                                  ,11,Membros superiores e dirigentes do poder publico                                                                                  ,1,"Membros superiores do poder publico, dirigentes de organizacoes de interesse publico e de empresas, gerentes                      ",0,All occupations
114405,Dirigente e administrador de organizacao da sociedade civil sem fins lucrativos,1144,Dirigentes e administradores de organizacoes da sociedade civil sem fins lucrativos,114,Dirigentes e administradores de organizacao de interesse publico                                                                  ,11,Membros superiores e dirigentes do poder publico                                                                                  ,1,"Membros superiores do poder publico, dirigentes de organizacoes de interesse publico e de empresas, gerentes                      ",0,All occupations
121005,Diretor de planejamento estrategico,1210,Diretores gerais,121,Diretores gerais                                                                                                                  ,12,Dirigentes de empresas e organizacoes (exceto de interesse publico)                                                               ,1,"Membros superiores do poder publico, dirigentes de organizacoes de interesse publico e de empresas, gerentes                      ",0,All occupations
121010,Diretor geral de empresa e organizacoes (exceto de interesse publico),1210,Diretores gerais,121,Diretores gerais                                                                                                                  ,12,Dirigentes de empresas e organizacoes (exceto de interesse publico)                                                               ,1,"Membros superiores do poder publico, dirigentes de organizacoes de interesse publico e de empresas, gerentes                      ",0,All occupations
122120,Diretor de producao e operacoes em empresa pesqueira,1221,"Diretores de producao e operacoes em empresa agropecuaria, pesqueira , aquicola e florestal",122,Diretores de producao e operacoes                                                                                                 ,12,Dirigentes de empresas e organizacoes (exceto de interesse publico)                                                               ,1,"Membros superiores do poder publico, dirigentes de organizacoes de interesse publico e de empresas, gerentes                      ",0,All occupations
122105,Diretor de producao e operacoes em empresa agropecuaria,1221,"Diretores de producao e operacoes em empresa agropecuaria, pesqueira , aquicola e florestal",122,Diretores de producao e operacoes                                                                                                 ,12,Dirigentes de empresas e organizacoes (exceto de interesse publico)                                                               ,1,"Membros superiores do poder publico, dirigentes de organizacoes de interesse publico e de empresas, gerentes                      ",0,All occupations
122110,Diretor de producao e operacoes em empresa aquicola,1221,"Diretores de producao e operacoes em empresa agropecuaria, pesqueira , aquicola e florestal",122,Diretores de producao e operacoes                                                                                                 ,12,Dirigentes de empresas e organizacoes (exceto de interesse publico)                                                               ,1,"Membros superiores do poder publico, dirigentes de organizacoes de interesse publico e de empresas, gerentes                      ",0,All occupations
122115,Diretor de producao e operacoes em empresa florestal,1221,"Diretores de producao e operacoes em empresa agropecuaria, pesqueira , aquicola e florestal",122,Diretores de producao e operacoes                                                                                                 ,12,Dirigentes de empresas e organizacoes (exceto de interesse publico)                                                               ,1,"Membros superiores do poder publico, dirigentes de organizacoes de interesse publico e de empresas, gerentes                      ",0,All occupations
122205,"Diretor de producao e operacoes da industria de transformacao, extracao mineral e utilidades",1222,"Diretores de producao e operacoes em empresa da industria extrativa, transformacao e de servicos de utilidade publica",122,Diretores de producao e operacoes                                                                                                 ,12,Dirigentes de empresas e organizacoes (exceto de interesse publico)                                                               ,1,"Membros superiores do poder publico, dirigentes de organizacoes de interesse publico e de empresas, gerentes                      ",0,All occupations
122305,Diretor de operacoes de obras publica e civil,1223,Diretores de operacoes de obras em empresa de construcao,122,Diretores de producao e operacoes                                                                                                 ,12,Dirigentes de empresas e organizacoes (exceto de interesse publico)                                                               ,1,"Membros superiores do poder publico, dirigentes de organizacoes de interesse publico e de empresas, gerentes                      ",0,All occupations
122405,Diretor de operacoes comerciais (comercio atacadista e varejista),1224,Diretores de operacoes em empresa do comercio,122,Diretores de producao e operacoes                                                                                                 ,12,Dirigentes de empresas e organizacoes (exceto de interesse publico)                                                               ,1,"Membros superiores do poder publico, dirigentes de organizacoes de interesse publico e de empresas, gerentes                      ",0,All occupations
122515,Diretor de  producao e operacoes de turismo,1225,"Diretores de servicos de turismo, de alojamento e de alimentacao",122,Diretores de producao e operacoes                                                                                                 ,12,Dirigentes de empresas e organizacoes (exceto de interesse publico)                                                               ,1,"Membros superiores do poder publico, dirigentes de organizacoes de interesse publico e de empresas, gerentes                      ",0,All occupations
122520,Turismologo,1225,"Diretores de servicos de turismo, de alojamento e de alimentacao",122,Diretores de producao e operacoes                                                                                                 ,12,Dirigentes de empresas e organizacoes (exceto de interesse publico)                                                               ,1,"Membros superiores do poder publico, dirigentes de organizacoes de interesse publico e de empresas, gerentes                      ",0,All occupations
122510,Diretor de  producao e operacoes de hotel,1225,"Diretores de servicos de turismo, de alojamento e de alimentacao",122,Diretores de producao e operacoes                                                                                                 ,12,Dirigentes de empresas e organizacoes (exceto de interesse publico)                                                               ,1,"Membros superiores do poder publico, dirigentes de organizacoes de interesse publico e de empresas, gerentes                      ",0,All occupations
122505,Diretor de  producao e operacoes de alimentacao,1225,"Diretores de servicos de turismo, de alojamento e de alimentacao",122,Diretores de producao e operacoes                                                                                                 ,12,Dirigentes de empresas e organizacoes (exceto de interesse publico)                                                               ,1,"Membros superiores do poder publico, dirigentes de organizacoes de interesse publico e de empresas, gerentes                      ",0,All occupations
122620,Diretor de operacoes de servicos de transporte,1226,"Diretores de operacoes de servicos em empresa de armazenamento, de transporte e de telecomunicacao",122,Diretores de producao e operacoes                                                                                                 ,12,Dirigentes de empresas e organizacoes (exceto de interesse publico)                                                               ,1,"Membros superiores do poder publico, dirigentes de organizacoes de interesse publico e de empresas, gerentes                      ",0,All occupations
122605,Diretor de operacoes de correios,1226,"Diretores de operacoes de servicos em empresa de armazenamento, de transporte e de telecomunicacao",122,Diretores de producao e operacoes                                                                                                 ,12,Dirigentes de empresas e organizacoes (exceto de interesse publico)                                                               ,1,"Membros superiores do poder publico, dirigentes de organizacoes de interesse publico e de empresas, gerentes                      ",0,All occupations
122610,Diretor de operacoes de servicos de armazenamento,1226,"Diretores de operacoes de servicos em empresa de armazenamento, de transporte e de telecomunicacao",122,Diretores de producao e operacoes                                                                                                 ,12,Dirigentes de empresas e organizacoes (exceto de interesse publico)                                                               ,1,"Membros superiores do poder publico, dirigentes de organizacoes de interesse publico e de empresas, gerentes                      ",0,All occupations
122615,Diretor de operacoes de servicos de telecomunicacoes,1226,"Diretores de operacoes de servicos em empresa de armazenamento, de transporte e de telecomunicacao",122,Diretores de producao e operacoes                                                                                                 ,12,Dirigentes de empresas e organizacoes (exceto de interesse publico)                                                               ,1,"Membros superiores do poder publico, dirigentes de organizacoes de interesse publico e de empresas, gerentes                      ",0,All occupations
122710,Diretor de produtos bancarios,1227,Diretores de operacoes de servicos em instituicao de intermediacao financeira,122,Diretores de producao e operacoes                                                                                                 ,12,Dirigentes de empresas e organizacoes (exceto de interesse publico)                                                               ,1,"Membros superiores do poder publico, dirigentes de organizacoes de interesse publico e de empresas, gerentes                      ",0,All occupations
122755,Diretor de riscos de mercado,1227,Diretores de operacoes de servicos em instituicao de intermediacao financeira,122,Diretores de producao e operacoes                                                                                                 ,12,Dirigentes de empresas e organizacoes (exceto de interesse publico)                                                               ,1,"Membros superiores do poder publico, dirigentes de organizacoes de interesse publico e de empresas, gerentes                      ",0,All occupations
122750,Diretor de recuperacao de creditos em operacoes de intermediacao financeira,1227,Diretores de operacoes de servicos em instituicao de intermediacao financeira,122,Diretores de producao e operacoes                                                                                                 ,12,Dirigentes de empresas e organizacoes (exceto de interesse publico)                                                               ,1,"Membros superiores do poder publico, dirigentes de organizacoes de interesse publico e de empresas, gerentes                      ",0,All occupations
122745,Diretor de mercado de capitais,1227,Diretores de operacoes de servicos em instituicao de intermediacao financeira,122,Diretores de producao e operacoes                                                                                                 ,12,Dirigentes de empresas e organizacoes (exceto de interesse publico)                                                               ,1,"Membros superiores do poder publico, dirigentes de organizacoes de interesse publico e de empresas, gerentes                      ",0,All occupations
122740,Diretor de leasing,1227,Diretores de operacoes de servicos em instituicao de intermediacao financeira,122,Diretores de producao e operacoes                                                                                                 ,12,Dirigentes de empresas e organizacoes (exceto de interesse publico)                                                               ,1,"Membros superiores do poder publico, dirigentes de organizacoes de interesse publico e de empresas, gerentes                      ",0,All occupations
