,reg_id,reg_name,comuna_id,comuna_cus,comuna_tax,comuna_nam,prov_name,prov_id,area_name,area_id,LLMACode
294,13.0,Región Metropolitana Santiago,162.0,13119,14109.0,Maipú,Santiago,131.0,Maipú,13119.0,13101
295,13.0,Región Metropolitana Santiago,186.0,13120,15105.0,Ñuñoa,Santiago,131.0,Ñuñoa,13120.0,13101
296,13.0,Región Metropolitana Santiago,205.0,13121,16162.0,Pedro Aguirre Cerda,Santiago,131.0,Pedro Aguirre Cerda,13121.0,13101
297,13.0,Región Metropolitana Santiago,212.0,13122,15152.0,Peñalolén,Santiago,131.0,Peñalolén,13122.0,13101
298,13.0,Región Metropolitana Santiago,228.0,13123,15103.0,Providencia,Santiago,131.0,Providencia,13123.0,13101
299,13.0,Región Metropolitana Santiago,231.0,13124,14111.0,Pudahuel,Santiago,131.0,Pudahuel,13124.0,13101
300,13.0,Región Metropolitana Santiago,249.0,13125,14114.0,Quilicura,Santiago,131.0,Quilicura,13125.0,13101
301,13.0,Región Metropolitana Santiago,256.0,13126,14107.0,Quinta Normal,Santiago,131.0,Quinta Normal,13126.0,13101
302,13.0,Región Metropolitana Santiago,262.0,13127,13159.0,Recoleta,Santiago,131.0,Recoleta,13127.0,13101
303,13.0,Región Metropolitana Santiago,264.0,13128,14113.0,Renca,Santiago,131.0,Renca,13128.0,13101
304,13.0,Región Metropolitana Santiago,290.0,13129,16163.0,San Joaquín,Santiago,131.0,San Joaquín,13129.0,13101
305,13.0,Región Metropolitana Santiago,293.0,13130,16106.0,San Miguel,Santiago,131.0,San Miguel,13130.0,13101
306,13.0,Región Metropolitana Santiago,300.0,13131,16153.0,San Ramón,Santiago,131.0,San Ramón,13131.0,13101
307,13.0,Región Metropolitana Santiago,340.0,13132,15160.0,Vitacura,Santiago,131.0,Vitacura,13132.0,13101
308,13.0,Región Metropolitana Santiago,232.0,13201,16301.0,Puente Alto,Cordillera,132.0,Cordillera,132.0,13101
309,13.0,Región Metropolitana Santiago,221.0,13202,16302.0,Pirque,Cordillera,132.0,Cordillera,132.0,13101
310,13.0,Región Metropolitana Santiago,291.0,13203,16303.0,San José de Maipo,Cordillera,132.0,Cordillera,132.0,13101
311,13.0,Región Metropolitana Santiago,59.0,13301,14201.0,Colina,Chacabuco,133.0,Chacabuco,133.0,13101
312,13.0,Región Metropolitana Santiago,346.0,13302,14202.0,Lampa,Chacabuco,133.0,Chacabuco,133.0,13101
313,13.0,Región Metropolitana Santiago,318.0,13303,14203.0,Til-Til,Chacabuco,133.0,Chacabuco,133.0,13101
314,13.0,Región Metropolitana Santiago,280.0,13401,16401.0,San Bernardo,Maipo,134.0,Maipo,134.0,13101
315,13.0,Región Metropolitana Santiago,14.0,13402,16403.0,Buin,Maipo,134.0,Maipo,134.0,13101
316,13.0,Región Metropolitana Santiago,23.0,13403,16402.0,Calera de Tango,Maipo,134.0,Maipo,134.0,13101
317,13.0,Región Metropolitana Santiago,197.0,13404,16404.0,Paine,Maipo,134.0,Maipo,134.0,13101
318,13.0,Región Metropolitana Santiago,172.0,13501,14601.0,Melipilla,Melipilla,135.0,Melipilla,135.0,13501
319,13.0,Región Metropolitana Santiago,2.0,13502,14605.0,Alhué,Melipilla,135.0,Melipilla,135.0,13501
320,13.0,Región Metropolitana Santiago,74.0,13503,14603.0,Curacaví,Melipilla,135.0,Melipilla,135.0,13101
321,13.0,Región Metropolitana Santiago,166.0,13504,14602.0,María Pinto,Melipilla,135.0,Melipilla,135.0,13501
322,13.0,Región Metropolitana Santiago,296.0,13505,14604.0,San Pedro,Melipilla,135.0,Melipilla,135.0,13501
323,13.0,Región Metropolitana Santiago,310.0,13601,14501.0,Talagante,Talagante,136.0,Talagante,136.0,13101
324,13.0,Región Metropolitana Santiago,85.0,13602,14503.0,El Monte,Talagante,136.0,Talagante,136.0,13101
325,13.0,Región Metropolitana Santiago,114.0,13603,14502.0,Isla de Maipo,Talagante,136.0,Talagante,136.0,13101
326,13.0,Región Metropolitana Santiago,193.0,13604,14505.0,Padre Hurtado,Talagante,136.0,Talagante,136.0,13101
327,13.0,Región Metropolitana Santiago,211.0,13605,14504.0,Peñaflor,Talagante,136.0,Talagante,136.0,13101
328,14.0,Los Ríos,329.0,14101,10101.0,Valdivia,Valdivia,141.0,Valdivia,141.0,10501
329,14.0,Los Ríos,71.0,14102,10106.0,Corral,Valdivia,141.0,Valdivia,141.0,10501
330,14.0,Los Ríos,132.0,14103,10103.0,Lanco,Valdivia,141.0,Valdivia,141.0,10510
331,14.0,Los Ríos,153.0,14104,10104.0,Los Lagos,Valdivia,141.0,Valdivia,141.0,10501
332,14.0,Los Ríos,161.0,14105,10107.0,Máfil,Valdivia,141.0,Valdivia,141.0,10501
333,14.0,Los Ríos,167.0,14106,10102.0,Mariquina,Valdivia,141.0,Valdivia,141.0,10510
334,14.0,Los Ríos,196.0,14107,10110.0,Paillaco,Valdivia,141.0,Valdivia,141.0,10504
335,14.0,Los Ríos,200.0,14108,10108.0,Panguipulli,Valdivia,141.0,Valdivia,141.0,10510
336,14.0,Los Ríos,127.0,14201,10109.0,La Unión,Ranco,142.0,Ranco,142.0,10504
337,14.0,Los Ríos,97.0,14202,10105.0,Futrono,Ranco,142.0,Ranco,142.0,10504
338,14.0,Los Ríos,128.0,14203,10112.0,Lago Ranco,Ranco,142.0,Ranco,142.0,10504
339,14.0,Los Ríos,269.0,14204,10111.0,Río Bueno,Ranco,142.0,Ranco,142.0,10504
340,15.0,Arica y Parinacota,12.0,15101,1101.0,Arica,Arica,151.0,Arica,151.0,1201
341,15.0,Arica y Parinacota,25.0,15102,1106.0,Camarones,Arica,151.0,Arica,151.0,1201
342,15.0,Arica y Parinacota,243.0,15201,1301.0,Putre,Parinacota,152.0,Parinacota,152.0,1201
343,15.0,Arica y Parinacota,99.0,15202,1302.0,General Lagos,Parinacota,152.0,Parinacota,152.0,1201
