,0,1,2,3,4,5,6,7,8,9
02185,37.9166666667,26.35,1.2,39.4,18.75,0.0,0.0,12.8,0.0,0.0
02188,31.75,19.7,1.33333333333,52.55,10.05,0.0,0.0,1.2,0.0,3.0
02201,63.0666666667,11.3333333333,7.35,54.4666666667,10.5,0.6,0.0,0.0,7.8,5.6
02220,188.083333333,42.85,10.1,47.8333333333,15.5333333333,1.2,0.0,0.0,0.0,5.2
02232,93.1,13.3,4.33333333333,50.0,18.55,0.0,0.75,0.0,0.75,7.4
02240,89.0666666667,23.5833333333,7.6,54.6,16.9,0.0,1.6,1.4,0.6,1.8
02261,199.333333333,72.4,8.65,99.05,29.3,3.6,2.4,3.8,2.5,19.8
02270,28.2,9.13333333333,2.1,52.8,11.8,0.0,0.0,0.0,0.0,1.4
02280,119.3,26.0666666667,10.2,54.1333333333,13.05,0.6,0.0,0.0,0.666666666666,19.1833333333
02282,11.0333333333,4.03333333333,0.0,12.0,5.2,0.0,0.0,0.0,0.0,3.0
02290,51.3833333333,19.25,3.48333333333,107.883333333,19.8166666667,0.0,0.0,1.6,0.333333333333,3.86666666667
02999,76.1,264.383333333,6.68333333333,9.73333333333,25.4666666667,1.2,0.0,3.2,0.333333333333,5.65
04001,271.333333333,71.2833333333,20.3333333333,101.2,12.8,0.0,2.9,1.2,2.2,0.0
04003,1414.0,350.15,94.5333333333,165.6,49.0833333333,17.4,12.2,5.13333333333,0.0,2.66666666667
04005,2369.6,552.35,97.0333333333,150.1,88.6666666667,0.0,13.1333333333,0.6,2.6,9.3
04007,693.116666667,133.233333333,29.85,58.4,15.2833333333,0.0,4.8,1.2,1.1,3.06666666667
04009,299.283333333,44.5333333333,22.8166666667,51.35,12.2,1.2,2.2,0.0,0.0,1.0
04011,47.7833333333,9.4,3.75,19.85,0.5,0.0,0.6,0.0,0.0,0.6
04012,183.55,22.1,8.05,43.8,9.45,1.4,0.6,0.6,0.0,0.0
04013,46678.2,25677.2,2931.8,873.55,2783.0,40.2,393.8,15.2,3.2,40.6
04015,2699.6,536.716666667,110.4,138.4,64.4,0.0,16.4833333333,5.0,0.0,1.5
04017,1210.25,206.8,60.3833333333,140.8,30.5,0.0,4.2,1.4,6.0,3.9
04019,11830.0,4101.0,588.4,289.566666667,487.533333333,4.6,60.7333333333,10.4,3.4,11.8
04021,1451.4,297.6,88.55,164.95,57.7833333333,9.33333333333,13.0333333333,3.8,1.2,7.86666666667
04023,566.083333333,298.15,52.8833333333,48.4,28.6,0.6,4.4,1.0,0.0,1.2
04025,3575.8,868.2,181.183333333,200.6,122.566666667,1.8,20.2666666667,5.2,0.5,9.2
04027,1809.2,376.7,114.2,157.233333333,74.1333333333,61.5,11.8166666667,1.0,0.6,6.6
04999,827.916666667,2726.75,69.4833333333,26.4166666667,197.266666667,0.666666666667,18.5166666667,3.4,1.66666666667,9.46666666667
05001,369.633333333,58.1666666667,40.2,52.5333333333,24.1333333333,16.2,3.55,0.6,0.333333333333,2.0
05003,287.5,43.8,33.95,40.3333333333,11.6666666667,17.2,4.2,1.2,1.8,1.2
05005,840.0,151.1,41.7,54.55,19.15,0.6,4.2,1.0,0.8,0.0
05007,2639.0,1172.1,190.866666667,126.65,106.083333333,10.6,24.6666666667,1.0,1.4,5.5
05009,634.3,138.666666667,62.6333333333,63.7,25.0,1.25,7.15,1.0,0.8,0.6
05011,172.6,20.9,26.6,24.45,5.6,1.7,1.6,0.6,14.6,0.6
05013,35.9333333333,7.3,17.7333333333,15.3,0.0,0.6,0.5,0.75,0.6,0.0
05015,521.683333333,76.1,33.3,40.1,23.35,5.2,5.75,0.0,1.93333333333,1.2
05017,166.666666667,22.95,16.0,27.0,13.0,23.6,1.0,0.0,0.0,2.6
05019,352.433333333,57.9166666667,30.5333333333,40.45,12.0333333333,0.0,2.2,0.6,12.0,0.5
05021,198.933333333,28.2,24.0333333333,31.2666666667,22.8,39.4,1.0,0.0,0.6,1.6
05023,419.35,72.0166666667,32.6,46.1,11.2,2.75,2.2,0.6,3.0,0.6
05025,38.05,10.4666666667,9.4,18.4,2.4,2.6,0.0,0.0,1.6,0.0
05027,375.9,69.7,45.05,36.5,18.3,0.6,3.6,28.4,11.8,0.0
05029,266.7,43.5833333333,30.0,39.4,9.5,1.8,4.8,3.8,0.6,4.2
05031,1682.95,415.8,119.85,78.75,64.7,9.75,11.25,2.8,0.6,4.0
05033,684.3,186.683333333,58.35,61.95,28.9,0.8,7.6,6.0,0.6,0.0
05035,698.133333333,131.35,69.7,61.9,25.6333333333,22.0,13.8666666667,0.6,0.0,1.35
05037,273.0,33.35,28.0666666667,34.9333333333,14.4333333333,23.4,2.8,0.333333333333,0.0,2.8
05039,125.766666667,16.05,14.7666666667,23.2,3.66666666667,0.0,1.0,1.2,5.4,0.0
05041,243.2,30.5666666667,26.1333333333,33.2,9.9,11.55,0.75,0.0,0.0,1.4
05043,275.05,49.3666666667,26.9833333333,39.3333333333,8.0,3.33333333333,0.833333333333,0.6,7.8,0.0
05045,1457.4,403.016666667,106.033333333,65.6666666667,39.0833333333,0.8,8.68333333333,7.0,0.0,1.2
05047,161.566666667,30.8,18.3,35.4,8.96666666667,1.2,4.8,2.2,0.6,0.0
05049,117.15,18.2333333333,10.2666666667,21.8,3.05,0.0,2.0,0.0,0.6,0.6
05051,2085.8,499.55,108.2,83.95,85.3333333333,4.0,14.5333333333,1.7,11.4,2.2
05053,148.65,22.6333333333,17.65,18.8,3.45,0.666666666667,0.0,0.6,3.2,0.0
05055,556.0,96.1333333333,45.2333333333,47.2,22.0,17.95,4.65,4.5,0.5,1.2
05057,278.8,43.6166666667,30.6,42.5,9.1,2.4,2.4,1.6,1.8,0.0
05059,340.433333333,64.7333333333,38.8666666667,52.0666666667,9.43333333333,2.1,5.9,1.7,3.4,0.6
05061,191.75,32.3166666667,16.6,38.8,5.4,2.6,3.0,0.6,4.8,0.6
05063,584.95,102.433333333,54.3166666667,59.9,15.5,0.6,7.6,0.6,3.6,1.2
05065,145.533333333,22.85,9.15,26.8,2.0,0.6,2.13333333333,0.0,2.4,0.6
05067,278.133333333,38.3666666667,20.3,45.8,17.1666666667,29.4,4.93333333333,1.2,1.2,1.2
05069,1226.8,227.0,76.6,94.9333333333,35.65,12.4,12.4666666667,1.2,3.1,4.2
05071,245.6,45.9333333333,25.2333333333,35.15,7.13333333333,3.0,5.2,1.4,2.25,1.6
05073,65.4833333333,12.0,10.0,23.5,2.2,3.8,1.66666666667,8.4,0.0,0.0
05075,233.3,24.0666666667,24.2,41.3833333333,11.6666666667,16.4,3.0,0.6,0.333333333333,0.6
05077,109.733333333,11.0,11.3,23.9333333333,7.0,13.4,0.0,0.0,0.0,1.2
05079,107.983333333,12.7666666667,7.1,25.9,3.8,11.85,1.6,0.6,1.6,0.6
05081,125.533333333,19.2833333333,18.8333333333,28.4,8.31666666667,0.6,1.8,0.0,1.2,0.25
05083,258.383333333,43.6333333333,30.65,39.0,7.7,2.0,5.75,4.85,1.0,1.2
05085,665.2,166.983333333,62.5,48.4666666667,30.0666666667,38.0,3.4,0.6,0.0,0.75
05087,118.783333333,24.9666666667,14.5,22.2,4.73333333333,1.0,1.8,0.0,6.4,1.0
05089,153.783333333,21.0166666667,19.05,29.3333333333,7.3,1.8,1.8,1.0,4.0,0.6
05091,500.25,106.6,50.1,42.05,24.3666666667,2.4,3.3,3.9,2.25,0.0
05093,695.95,119.333333333,46.4666666667,79.25,34.8,23.2833333333,13.7333333333,0.0,1.0,2.4
05095,140.233333333,19.9333333333,19.2,31.5,13.3,17.4,0.6,1.0,1.0,0.6
05097,67.9166666667,14.1,12.2,18.55,4.83333333333,0.0,1.0,0.0,3.4,0.6
05099,85.7833333333,9.58333333333,11.8,25.2,5.8,0.75,0.6,0.333333333333,3.2,0.0
05101,51.7166666667,8.4,4.8,21.5333333333,3.8,0.0,0.0,0.0,7.4,1.95
05103,383.083333333,58.75,26.7333333333,40.6,13.3666666667,0.0,3.1,7.8,8.6,0.0
05105,69.7,13.3666666667,7.6,19.5,8.2,0.6,0.0,1.0,1.6,0.0
05107,397.45,43.9666666667,33.0,49.8,18.25,24.8,1.8,0.6,2.0,5.6
05109,116.733333333,18.3666666667,14.6,26.6,5.7,1.0,0.85,0.0,3.6,0.333333333333
05111,261.0,35.7666666667,28.3,51.3666666667,14.6,13.1333333333,3.25,0.0,0.0,0.6
05113,292.233333333,52.4333333333,34.8166666667,45.2,21.05,2.2,4.4,1.2,6.0,1.2
05115,1051.8,280.9,95.9,59.55,27.2166666667,1.6,11.0,3.2,6.2,1.5
05117,101.883333333,13.8833333333,17.05,25.0,10.6,11.8,0.0,0.0,1.2,0.6
05119,8396.8,3535.0,471.133333333,370.3,369.133333333,6.15,37.1,6.63333333333,7.0,3.2
05121,212.233333333,35.8,24.2,30.2,7.6,7.4,4.0,1.8,5.8,1.6
05123,393.2,58.5,33.45,44.6,15.5833333333,7.6,1.8,0.6,1.0,0.6
05125,1038.0,273.983333333,58.0166666667,54.9333333333,26.9833333333,0.0,10.5,0.6,2.13333333333,0.0
05127,91.9833333333,11.45,10.1666666667,15.5333333333,4.2,2.4,2.86666666667,0.0,2.0,0.0
05129,67.9333333333,8.35,11.9,18.6,9.4,0.0,2.0,1.0,4.6,0.6
05131,2281.4,686.0,197.75,90.1,83.2166666667,2.4,19.2,45.5,2.8,0.933333333333
05133,175.466666667,31.0333333333,17.5166666667,31.6,7.8,0.8,1.2,0.6,3.6,0.25
05135,235.083333333,31.6166666667,19.9,41.7,7.23333333333,1.0,1.6,0.0,3.4,0.6
05137,145.733333333,13.4666666667,12.9,25.05,4.86666666667,1.2,1.8,0.0,3.8,0.0
05139,821.6,193.1,66.75,54.9333333333,25.6,1.6,10.9,57.8,21.6,0.0
05141,212.983333333,31.7666666667,18.6,26.8,7.06666666667,0.0,2.2,1.0,0.0,0.0
05143,3305.0,1085.4,208.133333333,137.1,120.633333333,11.6,25.7333333333,2.0,1.4,7.4
05145,1021.0,210.283333333,75.05,81.4,29.8166666667,8.13333333333,9.95,5.8,2.4,3.3
05147,74.9833333333,5.0,17.0,20.2,7.2,8.6,0.8,0.5,0.0,2.4
05149,223.433333333,29.9333333333,19.45,43.4,4.73333333333,3.0,2.9,0.0,3.4,0.0
05999,808.116666667,2946.8,98.5666666667,14.2,160.416666667,1.33333333333,13.2333333333,28.8,6.3,1.0
06001,32749.8,9392.6,2073.2,1084.3,1657.2,27.2,218.2,5.26666666667,3.3,26.2
06003,25.0333333333,5.43333333333,1.2,11.0,0.6,0.0,0.0,0.0,1.0,0.0
06005,674.85,119.55,41.45,148.8,17.45,18.0,2.4,0.0,0.75,2.6
06007,5305.0,705.8,253.0,237.6,209.733333333,310.4,9.91666666667,2.6,3.2,2.4
06009,866.433333333,135.683333333,44.3,92.3333333333,16.6,6.6,4.2,0.0,1.85,5.5
06011,371.383333333,23.8333333333,28.6,55.0833333333,9.83333333333,208.0,2.1,0.5,0.0,3.2
06013,19255.8,5571.6,734.8,653.683333333,635.8,48.6,100.583333333,7.2,2.4,10.2833333333
06015,434.9,44.2333333333,15.9333333333,126.55,6.5,1.2,3.7,0.0,0.0,1.5
06017,3212.8,799.416666667,149.2,188.833333333,95.7166666667,41.9,12.8166666667,2.0,5.6,3.2
06019,18768.6,2685.2,806.75,999.8,540.7,1443.2,76.5,10.6,2.0,23.1333333333
06021,634.283333333,58.1833333333,32.3333333333,60.4,14.4,140.6,4.25,0.4,0.8,1.0
06023,3710.0,463.45,167.766666667,318.533333333,288.3,12.0,12.9,0.0,37.2,3.6
06025,3406.6,374.0,136.833333333,271.066666667,92.4333333333,73.2,12.15,0.25,0.0,0.733333333333
06027,449.016666667,56.2166666667,18.4333333333,86.7,19.8666666667,0.25,4.9,1.0,1.0,0.0
06029,11134.6,1892.8,545.7,721.166666667,459.7,211.2,81.3666666667,160.4,2.86666666667,10.9
06031,1754.2,183.833333333,92.4833333333,153.266666667,37.2,57.0,15.9333333333,0.6,0.0,3.05
06033,1747.68333333,129.866666667,42.4333333333,132.6,31.9,84.1,4.75,0.0,0.0,0.5
06035,442.983333333,44.9833333333,23.0833333333,144.333333333,14.2,2.6,2.53333333333,0.0,2.75,0.0
06037,255587.0,60467.0,11517.8,4255.25,22502.2,82.7,2427.2,90.0,15.4,265.8
06039,2014.6,252.85,96.7333333333,203.4,39.1833333333,260.2,11.5333333333,0.0,1.0,2.4
06041,7379.8,2855.2,265.866666667,338.133333333,477.3,35.15,25.1333333333,0.0,2.3,6.8
06043,364.216666667,48.5,13.2666666667,52.05,13.0166666667,1.0,0.6,0.333333333333,0.0,1.41666666667
06045,2901.0,316.216666667,140.6,230.933333333,93.7333333333,170.5,7.7,1.0,16.6,2.4
06047,3654.0,347.133333333,153.1,223.15,71.7333333333,327.4,24.0,0.0,0.6,5.4
06049,159.716666667,17.4333333333,10.7333333333,52.6,4.8,10.6,0.333333333333,0.0,1.4,2.4
06051,440.283333333,40.6833333333,7.63333333333,50.0,15.15,1.4,1.2,0.6,0.0,1.0
06053,8235.4,1545.8,349.683333333,569.2,361.516666667,268.4,18.3,2.4,0.5,3.1
06055,2875.6,685.25,172.016666667,352.433333333,110.533333333,245.366666667,97.15,1.0,0.333333333333,5.0
06057,2474.8,516.266666667,111.983333333,151.466666667,85.4,7.55,9.63333333333,1.0,5.8,0.6
06059,53623.0,24258.0,4306.2,1630.6,3789.4,59.6333333333,655.3,46.7333333333,5.6,49.9
06061,6468.8,1853.4,305.3,251.4,225.3,27.8,29.0166666667,3.6,0.6,2.1
06063,703.066666667,68.9166666667,28.5333333333,69.6,15.6,1.6,3.05,0.0,3.5,0.0
06065,27524.6,5617.0,1639.0,1285.38333333,862.0,172.2,203.0,9.6,1.8,10.4833333333
06067,31411.0,5945.0,1121.8,6128.4,1093.8,103.0,90.7666666667,11.6,1.6,6.63333333333
06069,898.366666667,143.883333333,56.3,58.9,30.7166666667,65.6,1.95,0.0,0.0,1.66666666667
06071,28044.2,5348.6,2099.4,1464.45,1026.7,77.8,387.0,11.6,9.8,15.9333333333
06073,57399.0,18356.2,2992.6,1574.33333333,3179.4,290.6,385.95,21.2,3.6,30.2333333333
06075,30421.4,8656.2,707.566666667,712.95,1888.4,12.4,90.3333333333,3.3,0.5,18.65
06077,10261.6,1662.6,690.35,700.9,237.65,631.6,52.2666666667,8.2,1.2,11.6
06079,5676.8,1293.0,308.4,418.016666667,312.266666667,178.0,85.4333333333,4.6,1.6,3.53333333333
06081,14738.2,5486.8,764.2,544.316666667,885.0,20.6,57.8,0.6,1.8,8.95
06083,8562.0,2291.8,458.35,397.1,440.0,281.6,52.7666666667,22.2,2.33333333333,4.0
06085,32504.2,12824.4,2586.4,1306.66666667,1986.8,96.5,269.633333333,6.8,1.6,4.1
06087,5635.2,1403.0,279.916666667,278.8,237.133333333,208.2,27.15,0.5,3.8,3.43333333333
06089,5047.8,726.966666667,242.366666667,344.6,94.7833333333,12.1333333333,15.1166666667,1.6,16.2,2.53333333333
06091,65.9333333333,6.55,6.63333333333,20.5333333333,4.2,0.0,1.0,0.0,1.4,1.6
06093,1096.08333333,117.766666667,61.2166666667,143.9,38.7666666667,12.6,2.0,0.0,8.7,3.05
06095,6736.4,1204.4,351.733333333,357.65,258.25,86.2,42.5666666667,9.0,0.0,6.7
06097,11619.8,2535.4,658.8,721.783333333,569.1,384.4,74.9,2.6,7.0,10.5
06099,9205.4,1419.2,469.2,406.3,257.633333333,494.8,51.1833333333,0.666666666667,1.2,17.6
06101,1560.81666667,220.433333333,76.3,94.2,41.8666666667,401.4,3.18333333333,3.0,0.6,2.5
06103,1015.63333333,132.9,66.6833333333,75.05,19.6833333333,102.35,5.23333333333,1.0,4.8,3.33333333333
06105,317.7,30.6166666667,11.15,34.0,4.65,0.8,1.4,0.0,1.4,0.0
06107,5224.0,871.4,404.85,399.2,147.766666667,472.3,39.9166666667,1.26666666667,2.4,13.95
06109,1094.6,172.083333333,84.2166666667,140.9,31.5,3.6,8.98333333333,2.0,3.2,5.95
06111,13032.2,4205.2,918.7,623.666666667,747.066666667,349.0,119.4,36.4666666667,1.0,6.5
06113,3322.6,699.933333333,176.416666667,198.833333333,136.9,170.8,18.2166666667,11.2,2.4,3.4
06115,1040.48333333,92.5,46.4666666667,88.9,25.7,90.4,12.0333333333,1.2,2.0,1.6
06999,20329.4,13398.6,785.4,199.15,2596.4,9.8,189.533333333,42.0666666667,10.65,27.95
08001,5389.0,2192.4,532.6,133.666666667,272.45,14.6,58.0833333333,23.55,1.8,3.75
08003,314.3,76.5333333333,34.6,39.6,17.5833333333,17.15,2.2,0.0,0.0,0.0
08005,10588.2,6860.2,443.6,128.65,687.15,8.4,42.6166666667,89.8333333333,0.0,4.66666666667
08007,352.8,73.7833333333,13.2833333333,16.3333333333,15.8333333333,0.0,0.6,2.4,2.5,2.0
08009,51.0333333333,6.63333333333,5.7,20.55,1.8,5.4,1.0,1.8,0.0,3.0
08011,37.1833333333,5.55,4.0,17.8,1.53333333333,0.0,0.0,0.0,0.0,0.0
08013,6369.4,4280.6,389.4,177.116666667,580.0,3.75,45.1,10.4,2.91666666667,6.65
08014,894.25,506.483333333,52.4833333333,14.4,51.15,0.5,7.26666666667,2.6,0.0,2.0
08015,584.483333333,117.566666667,30.0833333333,41.4666666667,17.1333333333,1.0,2.53333333333,1.6,1.2,1.2
08017,26.35,4.15,4.2,12.3,3.33333333333,1.4,1.35,6.8,0.0,1.0
08019,215.516666667,91.1,12.0166666667,24.35,13.2666666667,0.0,0.6,0.6,0.0,1.4
08021,62.8666666667,6.5,5.2,26.6,1.66666666667,3.4,2.2,0.0,0.0,0.6
08023,30.9333333333,5.46666666667,1.95,16.2,2.26666666667,3.4,0.0,0.0,0.0,0.6
08025,19.9166666667,4.45,1.7,13.2,3.6,1.0,0.0,0.0,0.0,0.0
08027,90.4166666667,20.2666666667,6.4,12.75,5.15,0.0,2.2,0.0,1.35,0.0
08029,505.433333333,119.383333333,32.4,48.0333333333,25.8666666667,14.2,7.45,3.0,2.8,2.0
08031,13355.0,8419.2,830.2,257.8,1118.8,1.86666666667,119.433333333,256.0,2.0,13.2
08033,27.95,7.33333333333,4.4,13.2,1.0,0.0,0.0,0.8,0.0,0.6
08035,3950.0,2980.5,123.633333333,69.7166666667,298.6,0.833333333333,13.5833333333,23.4,1.8,3.7
08037,2307.83333333,661.15,79.0166666667,40.3,75.55,1.2,6.7,0.6,1.0,3.0
08039,337.266666667,161.266666667,15.1833333333,29.6333333333,17.0833333333,0.333333333333,1.8,1.0,0.0,0.6
08041,10030.6,4550.8,563.0,189.25,535.8,0.6,52.6333333333,7.5,1.93333333333,4.15
08043,573.55,140.45,52.65,57.7,23.6833333333,0.0,8.9,1.4,1.5,1.2
08045,1624.6,419.9,83.9,73.2,54.6,1.0,8.5,38.2,0.833333333333,1.68333333333
08047,49.8833333333,36.3833333333,3.26666666667,34.8,5.75,0.0,0.5,0.0,0.0,0.666666666667
08049,630.85,100.083333333,20.2,46.0333333333,13.7833333333,0.6,2.6,0.0,3.86666666667,0.0
08051,682.533333333,131.416666667,20.0833333333,40.45,22.2833333333,0.0,3.2,1.4,2.45,1.85
