area_fips,industry_code,annual_avg_estabs,annual_avg_emplvl,total_annual_wages
C1038,5323,0.6,0.0,0.0
C1038,5324,2.8,1.6,16830.0
C1038,5331,1.0,0.0,0.0
C1038,5411,87.2,75.6,1087865.8
C1038,5412,40.8,46.0,449118.4
C1038,5413,33.4,189.8,3440105.8
C1038,5414,0.333333333333,0.0,0.0
C1038,5415,3.0,66.4,2301742.0
C1038,5416,6.6,25.0,818935.0
C1038,5417,0.6,0.0,0.0
C1038,5418,4.0,8.4,107750.4
C1038,5419,7.6,21.4,296265.0
C1038,5511,1.0,0.0,0.0
C1038,5611,2.6,13.2,330904.2
C1038,5613,4.2,548.4,7569564.2
C1038,5614,3.6,3.6,44895.4
C1038,5615,10.8,21.2,257194.6
C1038,5616,11.4,328.0,2207053.8
C1038,5617,22.8,169.4,1495117.8
C1038,5619,0.0,0.0,0.0
C1038,5621,0.75,0.0,0.0
C1038,5622,1.0,0.0,0.0
C1038,5629,1.6,3.4,39179.0
C1038,6111,20.6,350.0,3618557.6
C1038,6112,5.2,51.6,838526.0
C1038,6113,1.6,0.0,0.0
C1038,6114,2.0,0.0,0.0
C1038,6115,5.4,8.2,73266.0
C1038,6116,1.8,20.0,183521.6
C1038,6117,1.25,0.0,0.0
C1038,6211,222.8,514.8,6677750.6
C1038,6212,44.6,85.4,881845.8
C1038,6213,24.2,124.6,1741949.6
C1038,6214,10.8,223.0,3355041.2
C1038,6215,32.6,37.0,579524.8
C1038,6216,4.0,133.8,2977321.0
C1038,6219,9.8,33.8,438842.6
C1038,6221,4.0,1079.6,18120229.2
C1038,6232,3.2,17.4,168767.2
C1038,6233,34.8,273.8,2512154.2
C1038,6239,1.6,7.2,57645.0
C1038,6241,4.4,41.4,516664.6
C1038,6242,2.6,3.2,39904.0
C1038,6243,5.0,184.2,3319549.8
C1038,6244,22.6,106.2,853190.0
C1038,7111,2.33333333333,5.66666666667,36270.6666667
C1038,7113,1.0,0.0,0.0
C1038,7114,0.666666666667,0.0,0.0
C1038,7115,1.0,0.0,0.0
C1038,7121,1.5,0.0,0.0
C1038,7131,0.333333333333,0.0,0.0
C1038,7132,0.666666666667,0.0,0.0
C1038,7139,8.6,17.4,146245.2
C1038,7211,20.0,0.0,0.0
C1038,7212,0.5,0.0,0.0
C1038,7213,0.5,0.0,0.0
C1038,7221,61.2,316.0,2139101.8
C1038,7222,175.6,1538.0,12075604.4
C1038,7223,10.6,138.8,1524800.6
C1038,7224,10.8,16.8,98058.0
C1038,8111,82.0,147.4,1268893.0
C1038,8112,4.6,4.0,34438.0
C1038,8113,3.8,10.6,124418.8
C1038,8114,1.6,0.0,0.0
C1038,8121,20.4,54.4,491819.4
C1038,8122,13.4,50.4,547760.4
C1038,8123,14.2,16.2,100697.8
C1038,8129,1.5,0.0,0.0
C1038,8131,5.2,39.0,470052.2
C1038,8133,1.0,0.0,0.0
C1038,8139,7.0,4.2,44966.8
C1038,8141,18.2,4.8,32111.4
C1038,9999,11.6,0.0,0.0
C1042,1111,1.0,0.0,0.0
C1042,1112,2.4,0.0,0.0
C1042,1114,5.2,32.0,985112.6
C1042,1119,3.2,0.0,0.0
C1042,1121,2.4,7.8,132684.4
C1042,1125,0.6,0.0,0.0
C1042,1129,2.0,0.0,0.0
C1042,1133,0.5,0.0,0.0
C1042,1151,1.6,2.2,37561.0
C1042,1152,4.4,8.4,147069.0
C1042,2111,10.4,26.0,1039217.0
C1042,2123,20.2,89.6,3590012.8
C1042,2131,14.2,184.2,11769142.0
C1042,2211,12.2,0.0,0.0
C1042,2212,2.0,0.0,0.0
C1042,2213,2.6,0.0,0.0
C1042,2361,400.4,1678.0,58068571.0
C1042,2362,103.4,963.4,43559356.4
C1042,2371,42.4,747.0,33749614.4
C1042,2372,13.0,0.0,0.0
C1042,2373,22.8,517.0,29146811.0
C1042,2379,3.8,0.0,0.0
C1042,2381,303.8,2336.6,78648834.0
C1042,2382,362.8,3753.8,153050783.4
C1042,2383,300.8,1743.0,56772398.0
C1042,2389,206.6,1564.0,59069077.6
C1042,3111,0.6,0.0,0.0
C1042,3112,0.6,0.0,0.0
C1042,3113,7.0,42.0,511775.4
C1042,3114,2.8,88.0,3336939.2
C1042,3115,2.4,209.0,9494968.2
C1042,3116,0.6,0.0,0.0
C1042,3118,16.2,0.0,0.0
C1042,3119,1.8,0.0,0.0
C1042,3121,5.4,112.2,4494399.0
C1042,3131,1.0,0.0,0.0
C1042,3132,1.8,0.0,0.0
C1042,3133,5.6,0.0,0.0
C1042,3141,5.4,0.0,0.0
C1042,3149,4.8,0.0,0.0
C1042,3152,4.4,0.0,0.0
C1042,3159,0.6,0.0,0.0
C1042,3169,0.5,0.0,0.0
C1042,3211,0.6,0.0,0.0
C1042,3212,1.0,0.0,0.0
C1042,3219,14.4,190.6,6869802.8
C1042,3221,0.6,0.0,0.0
C1042,3222,14.0,0.0,0.0
C1042,3231,104.4,2527.2,89158808.0
C1042,3241,3.8,0.0,0.0
C1042,3251,8.0,182.8,9691873.8
C1042,3252,27.0,986.0,52566427.8
C1042,3253,1.2,0.0,0.0
C1042,3254,1.4,0.0,0.0
C1042,3255,10.4,0.0,0.0
C1042,3256,4.8,0.0,0.0
C1042,3259,22.0,745.0,38419765.6
C1042,3261,88.6,4964.6,189066721.6
C1042,3262,53.4,3244.2,149728350.6
C1042,3271,1.6,0.0,0.0
C1042,3272,3.2,0.0,0.0
C1042,3273,27.2,445.4,17453338.2
C1042,3274,1.0,0.0,0.0
C1042,3279,5.4,0.0,0.0
C1042,3311,3.2,181.0,8900884.2
C1042,3312,1.0,0.0,0.0
C1042,3313,1.6,28.0,1304824.8
C1042,3314,3.4,132.0,5871176.8
C1042,3315,20.8,592.0,22489651.4
C1042,3321,11.2,0.0,0.0
C1042,3322,6.6,0.0,0.0
C1042,3323,47.0,1739.2,82335779.0
C1042,3324,3.2,0.0,0.0
C1042,3325,1.6,0.0,0.0
C1042,3326,3.0,100.8,3455446.2
C1042,3327,154.2,2230.6,80027472.4
C1042,3328,45.4,807.6,32669770.6
C1042,3329,37.8,1557.0,84674315.8
C1042,3331,9.4,386.6,17415810.2
C1042,3332,36.0,697.2,34404614.8
C1042,3333,3.4,0.0,0.0
C1042,3334,4.0,59.2,2640024.0
C1042,3335,123.2,2618.2,113725974.2
C1042,3336,3.4,29.4,1325697.0
C1042,3339,28.4,1103.8,53124821.8
C1042,3341,2.6,0.0,0.0
C1042,3342,2.4,0.0,0.0
C1042,3344,10.2,85.8,2816073.4
C1042,3345,20.0,495.2,25767903.8
C1042,3346,0.5,0.0,0.0
C1042,3351,8.4,501.8,25938772.4
C1042,3352,1.8,0.0,0.0
C1042,3353,8.0,0.0,0.0
C1042,3359,4.8,0.0,0.0
C1042,3361,1.0,0.0,0.0
C1042,3362,2.2,0.0,0.0
C1042,3363,17.0,1593.2,106104350.0
C1042,3364,9.4,429.6,24057195.4
C1042,3365,0.6,0.0,0.0
C1042,3366,0.0,0.0,0.0
C1042,3369,1.0,0.0,0.0
C1042,3371,21.6,430.8,13113052.6
C1042,3372,7.0,0.0,0.0
C1042,3379,1.2,0.0,0.0
C1042,3391,36.2,609.4,23425100.6
C1042,3399,56.8,1443.2,55666287.8
C1042,4231,75.6,1049.4,42422920.4
C1042,4232,10.4,0.0,0.0
C1042,4233,51.6,261.2,11588910.4
C1042,4234,81.6,1042.2,66667795.2
C1042,4235,50.0,896.6,47845020.8
C1042,4236,87.8,1027.2,44566712.0
C1042,4237,59.8,780.2,35614042.2
C1042,4238,220.8,2969.8,141286385.2
C1042,4239,83.2,941.4,39425849.2
C1042,4241,19.8,0.0,0.0
C1042,4242,9.6,0.0,0.0
C1042,4243,7.8,20.8,861926.2
C1042,4244,58.0,1538.0,61691233.6
C1042,4245,0.6,0.0,0.0
C1042,4246,79.4,897.4,51117529.8
C1042,4247,19.4,190.2,8433345.6
C1042,4248,4.4,59.2,2832708.4
C1042,4249,45.0,250.0,13445921.8
C1042,4251,429.4,1644.0,96319809.8
C1042,4411,122.4,3229.0,121565289.2
C1042,4412,33.0,383.2,13219435.4
C1042,4413,136.8,2065.8,67626585.8
C1042,4421,45.6,559.0,15367919.2
C1042,4422,75.6,524.0,12414050.4
C1042,4431,134.8,1184.0,29687777.8
C1042,4441,144.2,2874.8,80951756.6
C1042,4442,40.0,309.4,6805727.4
C1042,4451,171.6,6914.2,132063969.2
C1042,4452,53.6,525.4,11071194.4
C1042,4453,54.6,200.6,2722585.6
C1042,4461,211.2,3410.8,97159682.4
C1042,4471,206.8,1811.0,28433428.8
C1042,4481,152.2,1837.0,22488920.6
C1042,4482,53.2,362.8,6014863.6
C1042,4483,58.2,797.0,18449665.2
C1042,4511,118.2,2736.0,98932165.4
C1042,4512,45.8,433.6,5620136.2
C1042,4521,19.0,897.2,16291347.0
C1042,4529,42.0,210.6,3370708.4
C1042,4531,55.6,284.0,3672312.6
C1042,4532,81.4,888.4,14501613.6
C1042,4533,26.4,219.8,4173687.2
C1042,4539,94.6,618.8,11569619.0
C1042,4541,15.4,0.0,0.0
C1042,4542,14.6,0.0,0.0
C1042,4543,17.2,111.2,2282301.8
C1042,4811,4.2,49.0,1097018.2
C1042,4812,4.2,64.8,3805453.8
C1042,4821,0.5,0.0,0.0
C1042,4831,1.4,0.0,0.0
C1042,4841,181.8,4984.8,231084595.0
C1042,4842,108.6,740.2,23374590.0
C1042,4853,7.0,21.4,294947.6
C1042,4854,3.0,0.0,0.0
C1042,4859,3.2,13.8,256283.6
C1042,4869,1.0,0.0,0.0
C1042,4871,0.6,0.0,0.0
C1042,4881,4.0,0.0,0.0
C1042,4882,0.75,0.0,0.0
C1042,4883,0.0,0.0,0.0
C1042,4884,32.8,88.0,1897796.6
C1042,4885,38.0,287.0,13470557.4
C1042,4889,4.4,5.4,99871.8
C1042,4911,0.0,0.0,0.0
C1042,4921,21.2,637.6,25159637.6
C1042,4922,7.6,11.8,245855.6
C1042,4931,20.0,740.6,29131014.0
C1042,5111,27.4,0.0,0.0
C1042,5112,17.8,112.0,6419642.6
C1042,5121,17.4,65.8,866401.4
C1042,5122,3.0,0.0,0.0
C1042,5151,9.4,140.2,5160343.6
C1042,5152,1.0,0.0,0.0
C1042,5161,4.4,0.0,0.0
C1042,5171,20.0,0.0,0.0
C1042,5172,15.0,0.0,0.0
C1042,5173,7.0,0.0,0.0
C1042,5174,1.0,0.0,0.0
C1042,5175,6.6,0.0,0.0
C1042,5179,0.0,0.0,0.0
C1042,5181,15.0,57.6,2705931.0
C1042,5182,17.4,136.6,6172340.2
C1042,5191,3.0,13.0,332828.0
C1042,5221,226.0,2988.8,105652059.4
C1042,5222,98.6,764.2,33794809.0
C1042,5223,91.2,464.4,16704913.4
C1042,5231,84.2,577.0,48769033.0
C1042,5232,1.0,0.0,0.0
C1042,5239,62.2,56.2,5018146.4
C1042,5241,109.2,2900.8,131016861.2
C1042,5242,350.2,1914.2,80543099.2
C1042,5251,1.6,0.0,0.0
C1042,5259,1.4,0.0,0.0
C1042,5311,187.0,1179.4,26820314.4
C1042,5312,123.6,406.0,10750684.8
C1042,5313,139.8,599.8,16963441.2
C1042,5321,17.0,0.0,0.0
C1042,5322,77.0,719.4,15537602.0
C1042,5323,9.0,0.0,0.0
C1042,5324,18.8,122.4,5495022.2
C1042,5331,9.4,58.6,3722986.4
C1042,5411,381.0,2162.4,120546988.8
C1042,5412,256.6,1860.0,86905187.2
C1042,5413,258.0,2265.6,116379917.2
C1042,5414,88.0,291.2,10054426.2
C1042,5415,289.2,1809.8,107882923.4
C1042,5416,358.8,1603.8,76618999.4
C1042,5417,36.6,487.8,30645900.4
C1042,5418,123.8,891.4,33726249.8
C1042,5419,134.6,1063.0,25458988.2
C1042,5511,107.4,12145.0,891468208.8
C1042,5611,75.4,907.2,46229540.4
C1042,5612,0.6,0.0,0.0
C1042,5613,125.8,8196.8,139936802.2
C1042,5614,94.0,2466.6,70681204.4
C1042,5615,29.8,87.4,2906074.8
C1042,5616,44.6,1215.4,24243942.6
C1042,5617,562.8,3872.2,72306438.8
C1042,5619,40.4,1271.6,43120815.8
C1042,5621,14.2,32.4,925085.6
C1042,5622,5.2,0.0,0.0
C1042,5629,11.0,55.8,2016487.8
