CHI ID REG,CHI label REG,CHI ID PRO,CHI label PRO,CHI ID ARE,CHI label ARE,CHI ID LLMA,CHI ID COM,CHI label COM
4.0,Coquimbo,43.0,Limarí,43.0,Limarí,4301,271.0,Río Hurtado
5.0,Valparaíso,51.0,Valparaíso,51.0,Valparaíso,5108,331.0,Valparaíso
5.0,Valparaíso,51.0,Valparaíso,51.0,Valparaíso,5108,31.0,Casablanca
5.0,Valparaíso,51.0,Valparaíso,51.0,Valparaíso,5108,63.0,Con Cón
5.0,Valparaíso,51.0,Valparaíso,51.0,Valparaíso,5108,229.0,Puchuncaví
5.0,Valparaíso,58.0,Marga Marga,58.0,Marga Marga,5108,253.0,Quilpué
5.0,Valparaíso,51.0,Valparaíso,51.0,Valparaíso,5108,257.0,Quintero
5.0,Valparaíso,58.0,Marga Marga,58.0,Marga Marga,5108,337.0,Villa Alemana
5.0,Valparaíso,51.0,Valparaíso,51.0,Valparaíso,5108,339.0,Viña del Mar
5.0,Valparaíso,53.0,Los Andes,53.0,Los Andes,5701,151.0,Los Andes
5.0,Valparaíso,53.0,Los Andes,53.0,Los Andes,5701,24.0,Calle Larga
5.0,Valparaíso,53.0,Los Andes,53.0,Los Andes,5701,268.0,Rinconada
5.0,Valparaíso,53.0,Los Andes,53.0,Los Andes,5701,283.0,San Esteban
5.0,Valparaíso,54.0,Petorca,54.0,Petorca,5401,123.0,La Ligua
5.0,Valparaíso,54.0,Petorca,54.0,Petorca,5402,16.0,Cabildo
5.0,Valparaíso,54.0,Petorca,54.0,Petorca,5401,202.0,Papudo
5.0,Valparaíso,54.0,Petorca,54.0,Petorca,5402,215.0,Petorca
5.0,Valparaíso,54.0,Petorca,54.0,Petorca,5401,344.0,Zapallar
5.0,Valparaíso,55.0,Quillota,55.0,Quillota,5501,252.0,Quillota
5.0,Valparaíso,55.0,Quillota,55.0,Quillota,5501,22.0,Calera
5.0,Valparaíso,55.0,Quillota,55.0,Quillota,5501,103.0,Hijuelas
5.0,Valparaíso,55.0,Quillota,55.0,Quillota,5501,118.0,La Cruz
5.0,Valparaíso,58.0,Marga Marga,58.0,Marga Marga,5108,138.0,Limache
5.0,Valparaíso,55.0,Quillota,55.0,Quillota,5501,183.0,Nogales
5.0,Valparaíso,58.0,Marga Marga,58.0,Marga Marga,5108,190.0,Olmué
5.0,Valparaíso,56.0,San Antonio,56.0,San Antonio,5601,279.0,San Antonio
5.0,Valparaíso,56.0,San Antonio,56.0,San Antonio,5601,1.0,Algarrobo
5.0,Valparaíso,56.0,San Antonio,56.0,San Antonio,5601,30.0,Cartagena
5.0,Valparaíso,56.0,San Antonio,56.0,San Antonio,5601,86.0,El Quisco
5.0,Valparaíso,56.0,San Antonio,56.0,San Antonio,5601,87.0,El Tabo
5.0,Valparaíso,56.0,San Antonio,56.0,San Antonio,5601,308.0,Santo Domingo
5.0,Valparaíso,57.0,San Felipe de Aconcagua,57.0,San Felipe de Aconcagua,5701,285.0,San Felipe
5.0,Valparaíso,57.0,San Felipe de Aconcagua,57.0,San Felipe de Aconcagua,5701,33.0,Catemu
5.0,Valparaíso,57.0,San Felipe de Aconcagua,57.0,San Felipe de Aconcagua,5701,142.0,Llay Llay
5.0,Valparaíso,57.0,San Felipe de Aconcagua,57.0,San Felipe de Aconcagua,5701,201.0,Panquehue
5.0,Valparaíso,57.0,San Felipe de Aconcagua,57.0,San Felipe de Aconcagua,5701,242.0,Putaendo
5.0,Valparaíso,57.0,San Felipe de Aconcagua,57.0,San Felipe de Aconcagua,5701,306.0,Santa María
6.0,O'Higgins,61.0,Cachapoal,61.0,Cachapoal,6101,259.0,Rancagua
6.0,O'Higgins,61.0,Cachapoal,61.0,Cachapoal,6101,52.0,Codegua
6.0,O'Higgins,61.0,Cachapoal,61.0,Cachapoal,6101,56.0,Coinco
6.0,O'Higgins,61.0,Cachapoal,61.0,Cachapoal,6101,61.0,Coltauco
6.0,O'Higgins,61.0,Cachapoal,61.0,Cachapoal,6101,82.0,Doñihue
6.0,O'Higgins,61.0,Cachapoal,61.0,Cachapoal,6101,101.0,Graneros
6.0,O'Higgins,61.0,Cachapoal,61.0,Cachapoal,6106,133.0,Las Cabras
6.0,O'Higgins,61.0,Cachapoal,61.0,Cachapoal,6101,159.0,Machalí
6.0,O'Higgins,61.0,Cachapoal,61.0,Cachapoal,6112,163.0,Malloa
6.0,O'Higgins,61.0,Cachapoal,61.0,Cachapoal,6101,175.0,San Francisco de Mostazal
6.0,O'Higgins,61.0,Cachapoal,61.0,Cachapoal,6101,188.0,Olivar
6.0,O'Higgins,61.0,Cachapoal,61.0,Cachapoal,6106,216.0,Peumo
6.0,O'Higgins,61.0,Cachapoal,61.0,Cachapoal,6112,218.0,Pichidegua
6.0,O'Higgins,61.0,Cachapoal,61.0,Cachapoal,6112,255.0,Quinta de Tilcoco
6.0,O'Higgins,61.0,Cachapoal,61.0,Cachapoal,6112,265.0,Rengo
6.0,O'Higgins,61.0,Cachapoal,61.0,Cachapoal,6112,266.0,Requínoa
6.0,O'Higgins,61.0,Cachapoal,61.0,Cachapoal,6112,302.0,San Vicente
6.0,O'Higgins,62.0,Cardenal Caro,62.0,Cardenal Caro,6201,219.0,Pichilemu
6.0,O'Higgins,62.0,Cardenal Caro,62.0,Cardenal Caro,6304,119.0,La Estrella
6.0,O'Higgins,62.0,Cardenal Caro,62.0,Cardenal Caro,6201,140.0,Litueche
6.0,O'Higgins,62.0,Cardenal Caro,62.0,Cardenal Caro,6304,164.0,Marchigüe
6.0,O'Higgins,62.0,Cardenal Caro,62.0,Cardenal Caro,6201,180.0,Navidad
6.0,O'Higgins,62.0,Cardenal Caro,62.0,Cardenal Caro,6201,203.0,Paredones
6.0,O'Higgins,63.0,Colchagua,63.0,Colchagua,6301,286.0,San Fernando
6.0,O'Higgins,63.0,Colchagua,63.0,Colchagua,6307,40.0,Chépica
6.0,O'Higgins,63.0,Colchagua,63.0,Colchagua,6301,45.0,Chimbarongo
6.0,O'Higgins,63.0,Colchagua,63.0,Colchagua,6307,146.0,Lolol
6.0,O'Higgins,63.0,Colchagua,63.0,Colchagua,6307,178.0,Nancagua
6.0,O'Higgins,63.0,Colchagua,63.0,Colchagua,6307,199.0,Palmilla
6.0,O'Higgins,63.0,Colchagua,63.0,Colchagua,6304,213.0,Peralillo
6.0,O'Higgins,63.0,Colchagua,63.0,Colchagua,6307,223.0,Placilla
6.0,O'Higgins,63.0,Colchagua,63.0,Colchagua,6304,236.0,Pumanque
6.0,O'Higgins,63.0,Colchagua,63.0,Colchagua,6307,304.0,Santa Cruz
7.0,Maule,71.0,Talca,71.0,Talca,7101,311.0,Talca
7.0,Maule,71.0,Talca,71.0,Talca,7102,66.0,Constitución
7.0,Maule,71.0,Talca,71.0,Talca,7103,78.0,Curepto
7.0,Maule,71.0,Talca,71.0,Talca,7102,88.0,Empedrado
7.0,Maule,71.0,Talca,71.0,Talca,7101,168.0,Maule
7.0,Maule,71.0,Talca,71.0,Talca,7101,206.0,Pelarco
7.0,Maule,71.0,Talca,71.0,Talca,7101,209.0,Pencahue
7.0,Maule,71.0,Talca,71.0,Talca,7301,270.0,Río Claro
7.0,Maule,71.0,Talca,71.0,Talca,7101,282.0,San Clemente
7.0,Maule,71.0,Talca,71.0,Talca,7101,299.0,San Rafael
7.0,Maule,72.0,Cauquenes,72.0,Cauquenes,7201,34.0,Cauquenes
7.0,Maule,72.0,Cauquenes,72.0,Cauquenes,7102,38.0,Chanco
7.0,Maule,72.0,Cauquenes,72.0,Cauquenes,7201,207.0,Pelluhue
7.0,Maule,73.0,Curicó,73.0,Curicó,7301,79.0,Curicó
7.0,Maule,73.0,Curicó,73.0,Curicó,7103,105.0,Hualañé
7.0,Maule,73.0,Curicó,73.0,Curicó,7103,137.0,Licantén
7.0,Maule,73.0,Curicó,73.0,Curicó,7301,173.0,Molina
7.0,Maule,73.0,Curicó,73.0,Curicó,7301,261.0,Rauco
7.0,Maule,73.0,Curicó,73.0,Curicó,7301,275.0,Romeral
7.0,Maule,73.0,Curicó,73.0,Curicó,7301,277.0,Sagrada Familia
7.0,Maule,73.0,Curicó,73.0,Curicó,7301,315.0,Teno
7.0,Maule,73.0,Curicó,73.0,Curicó,7103,332.0,Vichuquén
7.0,Maule,74.0,Linares,74.0,Linares,7401,139.0,Linares
7.0,Maule,74.0,Linares,74.0,Linares,7401,57.0,Colbún
7.0,Maule,74.0,Linares,74.0,Linares,7401,148.0,Longaví
7.0,Maule,74.0,Linares,74.0,Linares,7404,204.0,Parral
7.0,Maule,74.0,Linares,74.0,Linares,7404,267.0,Retiro
7.0,Maule,74.0,Linares,74.0,Linares,7406,289.0,San Javier
7.0,Maule,74.0,Linares,74.0,Linares,7406,336.0,Villa Alegre
7.0,Maule,74.0,Linares,74.0,Linares,7401,341.0,Yerbas Buenas
8.0,Bío Bío,81.0,Concepción,81.0,Concepción,8101,64.0,Concepción
8.0,Bío Bío,81.0,Concepción,81.0,Concepción,8101,70.0,Coronel
8.0,Bío Bío,81.0,Concepción,81.0,Concepción,8101,41.0,Chiguayante
8.0,Bío Bío,81.0,Concepción,81.0,Concepción,8101,91.0,Florida
8.0,Bío Bío,81.0,Concepción,81.0,Concepción,8101,107.0,Hualqui
8.0,Bío Bío,81.0,Concepción,81.0,Concepción,8101,157.0,Lota
8.0,Bío Bío,81.0,Concepción,81.0,Concepción,8101,210.0,Penco
8.0,Bío Bío,81.0,Concepción,81.0,Concepción,8101,298.0,San Pedro de la Paz
8.0,Bío Bío,81.0,Concepción,81.0,Concepción,8101,305.0,Santa Juana
8.0,Bío Bío,81.0,Concepción,81.0,Concepción,8101,312.0,Talcahuano
8.0,Bío Bío,81.0,Concepción,81.0,Concepción,8101,323.0,Tomé
8.0,Bío Bío,81.0,Concepción,81.0,Concepción,8101,106.0,Hualpén
8.0,Bío Bío,82.0,Arauco,82.0,Arauco,8202,136.0,Lebu
8.0,Bío Bío,82.0,Arauco,82.0,Arauco,8202,11.0,Arauco
8.0,Bío Bío,82.0,Arauco,82.0,Arauco,8203,28.0,Cañete
8.0,Bío Bío,82.0,Arauco,82.0,Arauco,8203,67.0,Contulmo
8.0,Bío Bío,82.0,Arauco,82.0,Arauco,8202,76.0,Curanilahue
8.0,Bío Bío,82.0,Arauco,82.0,Arauco,8202,150.0,Los Álamos
8.0,Bío Bío,82.0,Arauco,82.0,Arauco,8203,320.0,Tirúa
8.0,Bío Bío,83.0,Biobío,83.0,Biobío,8301,152.0,Los Ángeles
8.0,Bío Bío,83.0,Biobío,83.0,Biobío,8301,10.0,Antuco
8.0,Bío Bío,83.0,Biobío,83.0,Biobío,8401,18.0,Cabrero
8.0,Bío Bío,83.0,Biobío,83.0,Biobío,8301,131.0,Laja
8.0,Bío Bío,83.0,Biobío,83.0,Biobío,8301,176.0,Mulchén
8.0,Bío Bío,83.0,Biobío,83.0,Biobío,8301,177.0,Nacimiento
8.0,Bío Bío,83.0,Biobío,83.0,Biobío,8301,181.0,Negrete
8.0,Bío Bío,83.0,Biobío,83.0,Biobío,8301,248.0,Quilaco
8.0,Bío Bío,83.0,Biobío,83.0,Biobío,8301,250.0,Quilleco
8.0,Bío Bío,83.0,Biobío,83.0,Biobío,8301,301.0,San Rosendo
8.0,Bío Bío,83.0,Biobío,83.0,Biobío,8301,303.0,Santa Bárbara
8.0,Bío Bío,83.0,Biobío,83.0,Biobío,8416,328.0,Tucapel
8.0,Bío Bío,83.0,Biobío,83.0,Biobío,8401,342.0,Yumbel
8.0,Bío Bío,83.0,Biobío,83.0,Biobío,8301,3.0,Alto Bío Bío
8.0,Bío Bío,84.0,Ñuble,84.0,Ñuble,8401,43.0,Chillán
8.0,Bío Bío,84.0,Ñuble,84.0,Ñuble,8401,15.0,Bulnes
8.0,Bío Bío,84.0,Ñuble,84.0,Ñuble,8404,49.0,Cobquecura
8.0,Bío Bío,84.0,Ñuble,84.0,Ñuble,8404,53.0,Coelemu
8.0,Bío Bío,84.0,Ñuble,84.0,Ñuble,8401,55.0,Coihueco
8.0,Bío Bío,84.0,Ñuble,84.0,Ñuble,8401,44.0,Chillán Viejo
8.0,Bío Bío,84.0,Ñuble,84.0,Ñuble,8401,84.0,El Carmen
8.0,Bío Bío,84.0,Ñuble,84.0,Ñuble,8401,182.0,Ninhue
8.0,Bío Bío,84.0,Ñuble,84.0,Ñuble,8401,185.0,Ñiquén
8.0,Bío Bío,84.0,Ñuble,84.0,Ñuble,8401,208.0,Pemuco
8.0,Bío Bío,84.0,Ñuble,84.0,Ñuble,8401,220.0,Pinto
8.0,Bío Bío,84.0,Ñuble,84.0,Ñuble,8401,224.0,Portezuelo
8.0,Bío Bío,84.0,Ñuble,84.0,Ñuble,8401,251.0,Quillón
8.0,Bío Bío,84.0,Ñuble,84.0,Ñuble,8404,258.0,Quirihue
8.0,Bío Bío,84.0,Ñuble,84.0,Ñuble,8401,260.0,Ránquil
8.0,Bío Bío,84.0,Ñuble,84.0,Ñuble,8401,281.0,San Carlos
8.0,Bío Bío,84.0,Ñuble,84.0,Ñuble,7404,284.0,San Fabián
8.0,Bío Bío,84.0,Ñuble,84.0,Ñuble,8401,288.0,San Ignacio
8.0,Bío Bío,84.0,Ñuble,84.0,Ñuble,8401,294.0,San Nicolás
8.0,Bío Bío,84.0,Ñuble,84.0,Ñuble,8404,327.0,Trehuaco
8.0,Bío Bío,84.0,Ñuble,84.0,Ñuble,8416,343.0,Yungay
9.0,Araucanía,91.0,Cautín,91.0,Cautín,9101,314.0,Temuco
9.0,Araucanía,91.0,Cautín,91.0,Cautín,9102,29.0,Carahue
9.0,Araucanía,91.0,Cautín,91.0,Cautín,9101,72.0,Cunco
9.0,Araucanía,91.0,Cautín,91.0,Cautín,9117,77.0,Curarrehue
9.0,Araucanía,91.0,Cautín,91.0,Cautín,9101,92.0,Freire
9.0,Araucanía,91.0,Cautín,91.0,Cautín,9210,98.0,Galvarino
9.0,Araucanía,91.0,Cautín,91.0,Cautín,9101,100.0,Gorbea
9.0,Araucanía,91.0,Cautín,91.0,Cautín,9101,135.0,Lautaro
9.0,Araucanía,91.0,Cautín,91.0,Cautín,9117,147.0,Loncoche
9.0,Araucanía,91.0,Cautín,91.0,Cautín,9101,171.0,Melipeuco
9.0,Araucanía,91.0,Cautín,91.0,Cautín,9101,184.0,Nueva Imperial
9.0,Araucanía,91.0,Cautín,91.0,Cautín,9101,194.0,Padre Las Casas
9.0,Araucanía,91.0,Cautín,91.0,Cautín,9101,214.0,Perquenco
9.0,Araucanía,91.0,Cautín,91.0,Cautín,9101,222.0,Pitrufquén
9.0,Araucanía,91.0,Cautín,91.0,Cautín,9117,230.0,Pucón
9.0,Araucanía,91.0,Cautín,91.0,Cautín,9102,276.0,Saavedra
9.0,Araucanía,91.0,Cautín,91.0,Cautín,9101,316.0,Teodoro Schmidt
9.0,Araucanía,91.0,Cautín,91.0,Cautín,9101,322.0,Toltén
9.0,Araucanía,91.0,Cautín,91.0,Cautín,9101,335.0,Vilcún
9.0,Araucanía,91.0,Cautín,91.0,Cautín,9117,338.0,Villarrica
9.0,Araucanía,91.0,Cautín,91.0,Cautín,9101,46.0,Cholchol
9.0,Araucanía,92.0,Malleco,92.0,Malleco,9201,8.0,Angol
9.0,Araucanía,92.0,Malleco,92.0,Malleco,9201,60.0,Collipulli
9.0,Araucanía,92.0,Malleco,92.0,Malleco,9203,73.0,Curacautín
9.0,Araucanía,92.0,Malleco,92.0,Malleco,9211,89.0,Ercilla
9.0,Araucanía,92.0,Malleco,92.0,Malleco,9203,149.0,Lonquimay
9.0,Araucanía,92.0,Malleco,92.0,Malleco,9201,155.0,Los Sauces
9.0,Araucanía,92.0,Malleco,92.0,Malleco,9210,158.0,Lumaco
9.0,Araucanía,92.0,Malleco,92.0,Malleco,9210,240.0,Purén
9.0,Araucanía,92.0,Malleco,92.0,Malleco,9201,263.0,Renaico
9.0,Araucanía,92.0,Malleco,92.0,Malleco,9210,326.0,Traiguén
9.0,Araucanía,92.0,Malleco,92.0,Malleco,9211,333.0,Victoria
10.0,Los Lagos,101.0,Llanquihue,101.0,Llanquihue,10101,233.0,Puerto Montt
10.0,Los Lagos,101.0,Llanquihue,101.0,Llanquihue,10101,20.0,Calbuco
10.0,Los Lagos,101.0,Llanquihue,101.0,Llanquihue,10101,50.0,Cochamó
10.0,Los Lagos,101.0,Llanquihue,101.0,Llanquihue,10101,94.0,Fresia
10.0,Los Lagos,101.0,Llanquihue,101.0,Llanquihue,10303,95.0,Frutillar
10.0,Los Lagos,101.0,Llanquihue,101.0,Llanquihue,10101,154.0,Los Muermos
10.0,Los Lagos,101.0,Llanquihue,101.0,Llanquihue,10101,141.0,Llanquihue
10.0,Los Lagos,101.0,Llanquihue,101.0,Llanquihue,10101,169.0,Maullín
10.0,Los Lagos,101.0,Llanquihue,101.0,Llanquihue,10101,235.0,Puerto Varas
10.0,Los Lagos,102.0,Chiloé,102.0,Chiloé,10201,32.0,Castro
10.0,Los Lagos,102.0,Chiloé,102.0,Chiloé,10202,6.0,Ancud
10.0,Los Lagos,102.0,Chiloé,102.0,Chiloé,10201,47.0,Chonchi
10.0,Los Lagos,102.0,Chiloé,102.0,Chiloé,10205,75.0,Curaco de Vélez
10.0,Los Lagos,102.0,Chiloé,102.0,Chiloé,10205,80.0,Dalcahue
10.0,Los Lagos,102.0,Chiloé,102.0,Chiloé,10201,239.0,Puqueldón
10.0,Los Lagos,102.0,Chiloé,102.0,Chiloé,10201,245.0,Queilén
10.0,Los Lagos,102.0,Chiloé,102.0,Chiloé,10208,246.0,Quellón
10.0,Los Lagos,102.0,Chiloé,102.0,Chiloé,10205,247.0,Quemchi
10.0,Los Lagos,102.0,Chiloé,102.0,Chiloé,10205,254.0,Quinchao
10.0,Los Lagos,103.0,Osorno,103.0,Osorno,10301,191.0,Osorno
10.0,Los Lagos,103.0,Osorno,103.0,Osorno,10301,234.0,Puerto Octay
10.0,Los Lagos,103.0,Osorno,103.0,Osorno,10303,241.0,Purranque
10.0,Los Lagos,103.0,Osorno,103.0,Osorno,10301,244.0,Puyehue
10.0,Los Lagos,103.0,Osorno,103.0,Osorno,10301,273.0,Río Negro
10.0,Los Lagos,103.0,Osorno,103.0,Osorno,10301,292.0,San Juan de la Costa
10.0,Los Lagos,103.0,Osorno,103.0,Osorno,10301,295.0,San Pablo
10.0,Los Lagos,104.0,Palena,104.0,Palena,10401,37.0,Chaitén
10.0,Los Lagos,104.0,Palena,104.0,Palena,10401,96.0,Futaleufú
10.0,Los Lagos,104.0,Palena,104.0,Palena,10401,104.0,Hualaihué
10.0,Los Lagos,104.0,Palena,104.0,Palena,10401,198.0,Palena
11.0,Aysén,111.0,Coihaique,111.0,Coihaique,11101,54.0,Coihaique
11.0,Aysén,111.0,Coihaique,111.0,Coihaique,11101,129.0,Lago Verde
11.0,Aysén,112.0,Aisén,112.0,Aisén,11101,13.0,Aysén
11.0,Aysén,112.0,Aisén,112.0,Aisén,11101,48.0,Cisnes
11.0,Aysén,112.0,Aisén,112.0,Aisén,10208,102.0,Guaitecas
11.0,Aysén,113.0,Capitán Prat,113.0,Capitán Prat,11101,51.0,Cochrane
11.0,Aysén,113.0,Capitán Prat,113.0,Capitán Prat,12401,187.0,O'Higgins
11.0,Aysén,113.0,Capitán Prat,113.0,Capitán Prat,11101,325.0,Tortel
11.0,Aysén,114.0,General Carrera,114.0,General Carrera,11101,42.0,Chile Chico
11.0,Aysén,114.0,General Carrera,114.0,General Carrera,11101,272.0,Río Ibáñez
12.0,Magallanes,121.0,Magallanes,121.0,Magallanes,12101,238.0,Punta Arenas
12.0,Magallanes,121.0,Magallanes,121.0,Magallanes,12101,130.0,Laguna Blanca
12.0,Magallanes,121.0,Magallanes,121.0,Magallanes,12101,274.0,Río Verde
12.0,Magallanes,121.0,Magallanes,121.0,Magallanes,12101,287.0,San Gregorio
12.0,Magallanes,122.0,Antártica Chilena,122.0,Antártica Chilena,12101,17.0,Cabo de Hornos
12.0,Magallanes,123.0,Tierra del Fuego,123.0,Tierra del Fuego,12101,225.0,Porvenir
12.0,Magallanes,123.0,Tierra del Fuego,123.0,Tierra del Fuego,12101,227.0,Primavera
12.0,Magallanes,123.0,Tierra del Fuego,123.0,Tierra del Fuego,12101,319.0,Timaukel
12.0,Magallanes,124.0,Última Esperanza,124.0,Última Esperanza,12401,179.0,Natales
12.0,Magallanes,124.0,Última Esperanza,124.0,Última Esperanza,12401,324.0,Torres del Paine
13.0,Región Metropolitana Santiago,131.0,Santiago,13101.0,Santiago,13101,307.0,Santiago
13.0,Región Metropolitana Santiago,131.0,Santiago,13102.0,Cerrillos,13101,35.0,Cerrillos
13.0,Región Metropolitana Santiago,131.0,Santiago,13103.0,Cerro Navia,13101,36.0,Cerro Navia
13.0,Región Metropolitana Santiago,131.0,Santiago,13104.0,Conchalí,13101,65.0,Conchalí
13.0,Región Metropolitana Santiago,131.0,Santiago,13105.0,El Bosque,13101,83.0,El Bosque
13.0,Región Metropolitana Santiago,131.0,Santiago,13106.0,Estación Central,13101,90.0,Estación Central
13.0,Región Metropolitana Santiago,131.0,Santiago,13107.0,Huechuraba,13101,110.0,Huechuraba
13.0,Región Metropolitana Santiago,131.0,Santiago,13108.0,Independencia,13101,112.0,Independencia
13.0,Región Metropolitana Santiago,131.0,Santiago,13109.0,La Cisterna,13101,117.0,La Cisterna
13.0,Región Metropolitana Santiago,131.0,Santiago,13110.0,La Florida,13101,120.0,La Florida
13.0,Región Metropolitana Santiago,131.0,Santiago,13111.0,La Granja,13101,121.0,La Granja
13.0,Región Metropolitana Santiago,131.0,Santiago,13112.0,La Pintana,13101,124.0,La Pintana
13.0,Región Metropolitana Santiago,131.0,Santiago,13113.0,La Reina,13101,125.0,La Reina
13.0,Región Metropolitana Santiago,131.0,Santiago,13114.0,Las Condes,13101,134.0,Las Condes
13.0,Región Metropolitana Santiago,131.0,Santiago,13115.0,Lo Barnechea,13101,143.0,Lo Barnechea
13.0,Región Metropolitana Santiago,131.0,Santiago,13116.0,Lo Espejo,13101,144.0,Lo Espejo
13.0,Región Metropolitana Santiago,131.0,Santiago,13117.0,Lo Prado,13101,145.0,Lo Prado
13.0,Región Metropolitana Santiago,131.0,Santiago,13118.0,Macul,13101,160.0,Macul
13.0,Región Metropolitana Santiago,131.0,Santiago,13119.0,Maipú,13101,162.0,Maipú
13.0,Región Metropolitana Santiago,131.0,Santiago,13120.0,Ñuñoa,13101,186.0,Ñuñoa
13.0,Región Metropolitana Santiago,131.0,Santiago,13121.0,Pedro Aguirre Cerda,13101,205.0,Pedro Aguirre Cerda
13.0,Región Metropolitana Santiago,131.0,Santiago,13122.0,Peñalolén,13101,212.0,Peñalolén
13.0,Región Metropolitana Santiago,131.0,Santiago,13123.0,Providencia,13101,228.0,Providencia
13.0,Región Metropolitana Santiago,131.0,Santiago,13124.0,Pudahuel,13101,231.0,Pudahuel
13.0,Región Metropolitana Santiago,131.0,Santiago,13125.0,Quilicura,13101,249.0,Quilicura
13.0,Región Metropolitana Santiago,131.0,Santiago,13126.0,Quinta Normal,13101,256.0,Quinta Normal
13.0,Región Metropolitana Santiago,131.0,Santiago,13127.0,Recoleta,13101,262.0,Recoleta
13.0,Región Metropolitana Santiago,131.0,Santiago,13128.0,Renca,13101,264.0,Renca
13.0,Región Metropolitana Santiago,131.0,Santiago,13129.0,San Joaquín,13101,290.0,San Joaquín
13.0,Región Metropolitana Santiago,131.0,Santiago,13130.0,San Miguel,13101,293.0,San Miguel
13.0,Región Metropolitana Santiago,131.0,Santiago,13131.0,San Ramón,13101,300.0,San Ramón
13.0,Región Metropolitana Santiago,131.0,Santiago,13132.0,Vitacura,13101,340.0,Vitacura
13.0,Región Metropolitana Santiago,132.0,Cordillera,132.0,Cordillera,13101,232.0,Puente Alto
13.0,Región Metropolitana Santiago,132.0,Cordillera,132.0,Cordillera,13101,221.0,Pirque
13.0,Región Metropolitana Santiago,132.0,Cordillera,132.0,Cordillera,13101,291.0,San José de Maipo
13.0,Región Metropolitana Santiago,133.0,Chacabuco,133.0,Chacabuco,13101,59.0,Colina
13.0,Región Metropolitana Santiago,133.0,Chacabuco,133.0,Chacabuco,13101,346.0,Lampa
