1,custom_id3,CLAE 3,Descripción CLAE 3,CLAE ID 2,Ramas,Descripción,letra,clanae,sector,dpe,dígitos,sector.1,CIIU ID CI4,CIIU label CI4,CIIU ID CI2,CIIU ID CI1,CIIU ID CI0
711.0,469.0,466.0,Venta Al Por Mayor Especializada,51.0,,,G,,,519,3,Venta al por mayor de mercancías n.c.p.,,,,,
712.0,469.0,466.0,Venta Al Por Mayor Especializada,51.0,5190.0,Venta al por mayor de mercancías n.c.p.,G,,,5190,4,Venta al por mayor de mercancías n.c.p.,4669.0,Comercio al por mayor de otros productos n.c.p.,46.0,7.0,0.0
713.0,469.0,466.0,Venta Al Por Mayor Especializada,51.0,5190.0,Venta al por mayor de mercancías n.c.p.,G,,,51901,5,Venta al por mayor de insumos agropecuarios diversos,,,,,
714.0,469.0,466.0,Venta Al Por Mayor Especializada,51.0,5190.0,Venta al por mayor de mercancías n.c.p.,G,,,51909,5,Venta al por mayor de mercancías n.c.p.,,,,,
715.0,,,,52.0,,,G,,,52,2,"Comercio al por Menor, Excepto el Comercio de Vehículos Automotores y Motocicletas; Reparación de Efectos Personales y Enseres Domésticos",,,,,
716.0,471.0,471.0,Venta Al Por Menor En Comercios No Especializados,52.0,,,G,,,521,3,Venta al por menor excepto la especializada,,,,,
717.0,471.0,471.0,Venta Al Por Menor En Comercios No Especializados,52.0,5211.0,Venta al por menor en comercios no especializados con predominio de productos alimenticios y bebidas ,G,,,5211,4,Venta al por menor en comercios no especializados con predominio de productos alimenticios y bebidas,4711.0,"Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas o tabaco",47.0,7.0,0.0
718.0,471.0,471.0,Venta Al Por Menor En Comercios No Especializados,52.0,5211.0,Venta al por menor en comercios no especializados con predominio de productos alimenticios y bebidas ,G,,,52112,5,Venta al por menor en supermercados con predominio productos de alimenticios y bebidas,,,,,
719.0,471.0,471.0,Venta Al Por Menor En Comercios No Especializados,52.0,5211.0,Venta al por menor en comercios no especializados con predominio de productos alimenticios y bebidas ,G,,,52119,5,"Venta al por menor en kioscos, polirrubros y comercios no especializados n.c.p.",,,,,
720.0,471.0,471.0,Venta Al Por Menor En Comercios No Especializados,52.0,5212.0,"Venta al por menor excepto la especializada, sin predominio de productos alimenticios y bebidas",G,,,52120,5,"Venta al por menor excepto la especializada, sin predominio de productos alimenticios y bebidas",4719.0,"Comercio al por menor en establecimientos no especializados, con surtido compuesto principalmente por productos diferentes de alimentos (viveres en general), bebidas y tabaco",47.0,7.0,0.0
721.0,472.0,472.0,"Venta Al Por Menor De Productos Alimenticios, Bebidas Y Tabaco En Comercios Especializados",52.0,,,G,,,522,3,"Venta al por menor de productos alimenticios, bebidas y tabaco en comercios especializados",,,,,
722.0,472.0,472.0,"Venta Al Por Menor De Productos Alimenticios, Bebidas Y Tabaco En Comercios Especializados",52.0,5221.0,"Venta al por menor de productos de almacén, fiambrería y dietética",G,,,5221,4,"Venta al por menor de productos de almacén, fiambrera y dietética",4722.0,"Comercio al por menor de leche, productos lacteos y huevos, en establecimientos especializados",47.0,7.0,0.0
723.0,472.0,472.0,"Venta Al Por Menor De Productos Alimenticios, Bebidas Y Tabaco En Comercios Especializados",52.0,5221.0,"Venta al por menor de productos de almacén, fiambrería y dietética",G,,,52211,5,"Venta al por menor principalmente de fiambres, quesos y productos lácteos",,,,,
724.0,472.0,472.0,"Venta Al Por Menor De Productos Alimenticios, Bebidas Y Tabaco En Comercios Especializados",52.0,5221.0,"Venta al por menor de productos de almacén, fiambrería y dietética",G,,,52212,5,Venta al por menor de productos de almacén y dietética,,,,,
725.0,472.0,472.0,"Venta Al Por Menor De Productos Alimenticios, Bebidas Y Tabaco En Comercios Especializados",52.0,5222.0,Venta al por menor de carnes rojas y productos de granja y de la caza,G,,,5222,4,Venta al por menor de carnes rojas y productos de granja y de la caza,4723.0,"Comercio al por menor de carnes (incluye aves de corral), productos carnicos, pescados y productos de mar, en establecimientos especializados",47.0,7.0,0.0
726.0,472.0,472.0,"Venta Al Por Menor De Productos Alimenticios, Bebidas Y Tabaco En Comercios Especializados",52.0,5222.0,Venta al por menor de carnes rojas y productos de granja y de la caza,G,,,52221,5,"Venta al por menor de carnes rojas, menudencias y chacinados frescos",,,,,
727.0,472.0,472.0,"Venta Al Por Menor De Productos Alimenticios, Bebidas Y Tabaco En Comercios Especializados",52.0,5222.0,Venta al por menor de carnes rojas y productos de granja y de la caza,G,,,52222,5,"Venta al por menor de huevos, carne de aves y  productos de granja y de la caza n.c.p.",4729.0,"Comercio al por menor de otros productos alimenticios n.c.p., en establecimientos especializados",47.0,7.0,0.0
728.0,472.0,472.0,"Venta Al Por Menor De Productos Alimenticios, Bebidas Y Tabaco En Comercios Especializados",52.0,5223.0,"Venta al por menor de frutas, legumbres y hortalizas frescas",G,,,5223,4,"Venta al por menor de frutas, legumbres y hortalizas frescas",4721.0,Comercio al por menor de productos agricolas para el consumo en establecimientos especializados,47.0,7.0,0.0
729.0,472.0,472.0,"Venta Al Por Menor De Productos Alimenticios, Bebidas Y Tabaco En Comercios Especializados",52.0,5223.0,"Venta al por menor de frutas, legumbres y hortalizas frescas",G,,,52230,5,"Venta al por menor de frutas, legumbres y hortalizas frescas",,,,,
730.0,472.0,472.0,"Venta Al Por Menor De Productos Alimenticios, Bebidas Y Tabaco En Comercios Especializados",52.0,5224.0,Venta al por menor de pan y productos de panadería y confitería,G,,,5224,4,Venta al por menor de pan y productos de panadería y confitería,,,,,
731.0,472.0,472.0,"Venta Al Por Menor De Productos Alimenticios, Bebidas Y Tabaco En Comercios Especializados",52.0,5224.0,Venta al por menor de pan y productos de panadería y confitería,G,,,52240,5,Venta al por menor de pan y productos de panadería y confitería,,,,,
732.0,472.0,472.0,"Venta Al Por Menor De Productos Alimenticios, Bebidas Y Tabaco En Comercios Especializados",52.0,5225.0,Venta al por menor de bebidas,G,,,5225,4,Venta al por menor de bebidas,,,,,
733.0,472.0,472.0,"Venta Al Por Menor De Productos Alimenticios, Bebidas Y Tabaco En Comercios Especializados",52.0,5225.0,Venta al por menor de bebidas,G,,,52250,5,Venta al por menor de bebidas,,,,,
734.0,472.0,472.0,"Venta Al Por Menor De Productos Alimenticios, Bebidas Y Tabaco En Comercios Especializados",52.0,5229.0,"Venta al por menor de productos  alimenticios n.c.p. y tabaco, en comercios especializados",G,,,5229,4,"Venta al por menor de productos  alimenticios n.c.p. y tabaco, en comercios especializados",4724.0,"Comercio al por menor de bebidas y productos del tabaco, en establecimientos especializados",47.0,7.0,0.0
735.0,472.0,472.0,"Venta Al Por Menor De Productos Alimenticios, Bebidas Y Tabaco En Comercios Especializados",52.0,5229.0,"Venta al por menor de productos  alimenticios n.c.p. y tabaco, en comercios especializados",G,,,52291,5,Venta al por menor de pescados y productos de la pesca,,,,,
736.0,472.0,472.0,"Venta Al Por Menor De Productos Alimenticios, Bebidas Y Tabaco En Comercios Especializados",52.0,5229.0,"Venta al por menor de productos  alimenticios n.c.p. y tabaco, en comercios especializados",G,,,52299,5,"Venta al por menor de productos alimenticios n.c.p. y tabaco, en comercios especializados",,,,,
737.0,473.0,472.0,"Venta Al Por Menor De Productos Alimenticios, Bebidas Y Tabaco En Comercios Especializados",52.0,,,G,,,523,3,"Venta al por menor de productos n.c.p. excepto los usados, en comercios especializados",,,,,
738.0,473.0,474.0,"Venta Al Por Menor De Equipos, Periféricos,  Accesorios Y Programas Informáticos;  Equipos De Telecomunicaciones En Comercios Especializados",52.0,5229.0,"Venta al por menor de productos  alimenticios n.c.p. y tabaco, en comercios especializados",,,,,,,4741.0,"Comercio al por menor de computadores, equipos perifericos, programas de informatica y equipos de telecomunicaciones en establecimientos especializados",47.0,7.0,0.0
739.0,473.0,474.0,"Venta Al Por Menor De Equipos, Periféricos,  Accesorios Y Programas Informáticos;  Equipos De Telecomunicaciones En Comercios Especializados",52.0,5229.0,"Venta al por menor de productos  alimenticios n.c.p. y tabaco, en comercios especializados",,,,,,,4742.0,"Comercio al por menor de equipos y aparatos de sonido y de video, en establecimientos especializados",47.0,7.0,0.0
740.0,473.0,474.0,"Venta Al Por Menor De Equipos, Periféricos,  Accesorios Y Programas Informáticos;  Equipos De Telecomunicaciones En Comercios Especializados",52.0,5231.0,"Venta al por menor de productos farmacéuticos, cosméticos, de perfumería, instrumental médico y odontológico y artículos ortopédicos",G,,,5231,4,"Venta al por menor de productos farmacéuticos, cosméticos, de perfumería, instrumental medico y odontológico y artículos ortopédicos",,,,,
741.0,473.0,474.0,"Venta Al Por Menor De Equipos, Periféricos,  Accesorios Y Programas Informáticos;  Equipos De Telecomunicaciones En Comercios Especializados",52.0,5231.0,"Venta al por menor de productos farmacéuticos, cosméticos, de perfumería, instrumental médico y odontológico y artículos ortopédicos",G,,,52311,5,Venta al por menor de productos farmacéuticos y de herboristería,,,,,
742.0,473.0,474.0,"Venta Al Por Menor De Equipos, Periféricos,  Accesorios Y Programas Informáticos;  Equipos De Telecomunicaciones En Comercios Especializados",52.0,5231.0,"Venta al por menor de productos farmacéuticos, cosméticos, de perfumería, instrumental médico y odontológico y artículos ortopédicos",G,,,52312,5,"Venta al por menor de productos cosméticos, de tocador y de perfumería",,,,,
743.0,473.0,474.0,"Venta Al Por Menor De Equipos, Periféricos,  Accesorios Y Programas Informáticos;  Equipos De Telecomunicaciones En Comercios Especializados",52.0,5231.0,"Venta al por menor de productos farmacéuticos, cosméticos, de perfumería, instrumental médico y odontológico y artículos ortopédicos",G,,,52313,5,Venta al por menor de instrumental medico y odontológico y artículos ortopédicos,,,,,
744.0,473.0,474.0,"Venta Al Por Menor De Equipos, Periféricos,  Accesorios Y Programas Informáticos;  Equipos De Telecomunicaciones En Comercios Especializados",52.0,5232.0,"Venta al por menor de productos textiles, excepto prendas de vestir",G,,,5232,4,"Venta al por menor de productos textiles, excepto prendas de vestir",4751.0,Comercio al por menor de productos textiles en establecimientos especializados,47.0,7.0,0.0
745.0,473.0,474.0,"Venta Al Por Menor De Equipos, Periféricos,  Accesorios Y Programas Informáticos;  Equipos De Telecomunicaciones En Comercios Especializados",52.0,5232.0,"Venta al por menor de productos textiles, excepto prendas de vestir",G,,,52321,5,"Venta al por menor de hilados, tejidos y artículos de mercería",,,,,
746.0,473.0,474.0,"Venta Al Por Menor De Equipos, Periféricos,  Accesorios Y Programas Informáticos;  Equipos De Telecomunicaciones En Comercios Especializados",52.0,5232.0,"Venta al por menor de productos textiles, excepto prendas de vestir",G,,,52322,5,Venta al por menor de confecciones para el hogar,,,,,
747.0,473.0,474.0,"Venta Al Por Menor De Equipos, Periféricos,  Accesorios Y Programas Informáticos;  Equipos De Telecomunicaciones En Comercios Especializados",52.0,5232.0,"Venta al por menor de productos textiles, excepto prendas de vestir",G,,,52329,5,Venta al por menor de artículos textiles n.c.p. excepto prendas de vestir,,,,,
748.0,473.0,474.0,"Venta Al Por Menor De Equipos, Periféricos,  Accesorios Y Programas Informáticos;  Equipos De Telecomunicaciones En Comercios Especializados",52.0,5233.0,"Venta al por menor de prendas y accesorios de vestir excepto calzado, artículos de marroquinería, paraguas y similares",G,,,5233,4,"Venta al por menor de prendas y accesorios de vestir excepto calzado, artículos de marroquinería, paraguas y similares",,,,,
749.0,473.0,474.0,"Venta Al Por Menor De Equipos, Periféricos,  Accesorios Y Programas Informáticos;  Equipos De Telecomunicaciones En Comercios Especializados",52.0,5233.0,"Venta al por menor de prendas y accesorios de vestir excepto calzado, artículos de marroquinería, paraguas y similares",G,,,52330,5,"Venta al por menor de prendas y accesorios de vestir excepto calzado, artículos de marroquinería, paraguas y similares",,,,,
750.0,473.0,474.0,"Venta Al Por Menor De Equipos, Periféricos,  Accesorios Y Programas Informáticos;  Equipos De Telecomunicaciones En Comercios Especializados",52.0,5234.0,"Venta al por menor de calzado excepto el ortopédico, artículos de marroquinería, paraguas y similares",G,,,5234,4,"Venta al por menor de calzado excepto el ortopédico, artículos de marroquinería, paraguas y similares",,,,,
751.0,473.0,474.0,"Venta Al Por Menor De Equipos, Periféricos,  Accesorios Y Programas Informáticos;  Equipos De Telecomunicaciones En Comercios Especializados",52.0,5234.0,"Venta al por menor de calzado excepto el ortopédico, artículos de marroquinería, paraguas y similares",G,,,52341,5,Venta al por menor de artículos de talabartería,,,,,
752.0,473.0,474.0,"Venta Al Por Menor De Equipos, Periféricos,  Accesorios Y Programas Informáticos;  Equipos De Telecomunicaciones En Comercios Especializados",52.0,5234.0,"Venta al por menor de calzado excepto el ortopédico, artículos de marroquinería, paraguas y similares",G,,,52342,5,Venta al por menor de calzado excepto el ortopédico,,,,,
753.0,473.0,474.0,"Venta Al Por Menor De Equipos, Periféricos,  Accesorios Y Programas Informáticos;  Equipos De Telecomunicaciones En Comercios Especializados",52.0,5234.0,"Venta al por menor de calzado excepto el ortopédico, artículos de marroquinería, paraguas y similares",G,,,52343,5,Venta al por menor de calzado deportivo,,,,,
754.0,473.0,474.0,"Venta Al Por Menor De Equipos, Periféricos,  Accesorios Y Programas Informáticos;  Equipos De Telecomunicaciones En Comercios Especializados",52.0,5234.0,"Venta al por menor de calzado excepto el ortopédico, artículos de marroquinería, paraguas y similares",G,,,52349,5,"Venta al por menor de artículos de marroquinería, paraguas y similares n.c.p.",,,,,
755.0,473.0,474.0,"Venta Al Por Menor De Equipos, Periféricos,  Accesorios Y Programas Informáticos;  Equipos De Telecomunicaciones En Comercios Especializados",52.0,5235.0,"Venta al  por menor de muebles, artículos de mimbre y corcho, colchones y somieres, artículos de  iluminación y artefactos para el hogar",G,,,5235,4,"Venta al  por menor de muebles, artículos de mimbre y corcho, colchones y somieres, artículos de  iluminación y artefactos para el hogar",,,,,
756.0,473.0,474.0,"Venta Al Por Menor De Equipos, Periféricos,  Accesorios Y Programas Informáticos;  Equipos De Telecomunicaciones En Comercios Especializados",52.0,5235.0,"Venta al  por menor de muebles, artículos de mimbre y corcho, colchones y somieres, artículos de  iluminación y artefactos para el hogar",G,,,52351,5,"Venta al por menor de muebles excepto para la oficina, la industria, el comercio y los servicios; artículos de mimbre y corcho",,,,,
757.0,473.0,474.0,"Venta Al Por Menor De Equipos, Periféricos,  Accesorios Y Programas Informáticos;  Equipos De Telecomunicaciones En Comercios Especializados",52.0,5235.0,"Venta al  por menor de muebles, artículos de mimbre y corcho, colchones y somieres, artículos de  iluminación y artefactos para el hogar",G,,,52352,5,Venta al por menor de colchones y somieres,,,,,
758.0,473.0,474.0,"Venta Al Por Menor De Equipos, Periféricos,  Accesorios Y Programas Informáticos;  Equipos De Telecomunicaciones En Comercios Especializados",52.0,5235.0,"Venta al  por menor de muebles, artículos de mimbre y corcho, colchones y somieres, artículos de  iluminación y artefactos para el hogar",G,,,52353,5,Venta al por menor de artículos de iluminación,,,,,
759.0,473.0,474.0,"Venta Al Por Menor De Equipos, Periféricos,  Accesorios Y Programas Informáticos;  Equipos De Telecomunicaciones En Comercios Especializados",52.0,5235.0,"Venta al  por menor de muebles, artículos de mimbre y corcho, colchones y somieres, artículos de  iluminación y artefactos para el hogar",G,,,52354,5,Venta al por menor de artículos de bazar y menaje,,,,,
760.0,473.0,474.0,"Venta Al Por Menor De Equipos, Periféricos,  Accesorios Y Programas Informáticos;  Equipos De Telecomunicaciones En Comercios Especializados",52.0,5235.0,"Venta al  por menor de muebles, artículos de mimbre y corcho, colchones y somieres, artículos de  iluminación y artefactos para el hogar",G,,,52355,5,"Venta al por menor de artefactos  para el hogar, eléctricos, a gas, a kerosén u otros combustibles",,,,,
761.0,473.0,474.0,"Venta Al Por Menor De Equipos, Periféricos,  Accesorios Y Programas Informáticos;  Equipos De Telecomunicaciones En Comercios Especializados",52.0,5235.0,"Venta al  por menor de muebles, artículos de mimbre y corcho, colchones y somieres, artículos de  iluminación y artefactos para el hogar",G,,,52356,5,"Venta al por menor de instrumentos musicales, equipos de sonido, casetes de audio y video, discos de audio y video",,,,,
762.0,473.0,474.0,"Venta Al Por Menor De Equipos, Periféricos,  Accesorios Y Programas Informáticos;  Equipos De Telecomunicaciones En Comercios Especializados",52.0,5235.0,"Venta al  por menor de muebles, artículos de mimbre y corcho, colchones y somieres, artículos de  iluminación y artefactos para el hogar",G,,,52357,5,Venta al por menor de aparatos de telefonía y comunicación de uso personal,,,,,
763.0,473.0,474.0,"Venta Al Por Menor De Equipos, Periféricos,  Accesorios Y Programas Informáticos;  Equipos De Telecomunicaciones En Comercios Especializados",52.0,5235.0,"Venta al  por menor de muebles, artículos de mimbre y corcho, colchones y somieres, artículos de  iluminación y artefactos para el hogar",G,,,52359,5,Venta al por menor de artículos para el hogar n.c.p.,,,,,
764.0,473.0,474.0,"Venta Al Por Menor De Equipos, Periféricos,  Accesorios Y Programas Informáticos;  Equipos De Telecomunicaciones En Comercios Especializados",52.0,5236.0,"Venta al por menor de materiales de construcción, artículos de ferretería, pinturas, cristales y espejos, y artículos para la decoración",G,,,5236,4,"Venta al por menor de materiales de Construcción, artículos de ferretería, pinturas, cristales y espejos, y artículos para la decoración",,,,,
765.0,473.0,474.0,"Venta Al Por Menor De Equipos, Periféricos,  Accesorios Y Programas Informáticos;  Equipos De Telecomunicaciones En Comercios Especializados",52.0,5236.0,"Venta al por menor de materiales de construcción, artículos de ferretería, pinturas, cristales y espejos, y artículos para la decoración",G,,,52361,5,Venta al por menor de aberturas,,,,,
766.0,473.0,474.0,"Venta Al Por Menor De Equipos, Periféricos,  Accesorios Y Programas Informáticos;  Equipos De Telecomunicaciones En Comercios Especializados",52.0,5236.0,"Venta al por menor de materiales de construcción, artículos de ferretería, pinturas, cristales y espejos, y artículos para la decoración",G,,,52362,5,Venta al por menor de maderas y artículos de madera  y corcho excepto muebles,,,,,
767.0,473.0,474.0,"Venta Al Por Menor De Equipos, Periféricos,  Accesorios Y Programas Informáticos;  Equipos De Telecomunicaciones En Comercios Especializados",52.0,5236.0,"Venta al por menor de materiales de construcción, artículos de ferretería, pinturas, cristales y espejos, y artículos para la decoración",G,,,52363,5,Venta al por menor de artículos de ferretería y materiales eléctricos,4752.0,"Comercio al por menor de articulos de ferreteria, pinturas y productos de vidrio en establecimientos especializados",47.0,7.0,0.0
768.0,473.0,474.0,"Venta Al Por Menor De Equipos, Periféricos,  Accesorios Y Programas Informáticos;  Equipos De Telecomunicaciones En Comercios Especializados",52.0,5236.0,"Venta al por menor de materiales de construcción, artículos de ferretería, pinturas, cristales y espejos, y artículos para la decoración",G,,,52364,5,Venta al por menor de pinturas y productos conexos,4753.0,"Comercio al por menor de tapices, alfombras y cubrimientos para paredes y pisos en establecimientos especializados",47.0,7.0,0.0
769.0,473.0,474.0,"Venta Al Por Menor De Equipos, Periféricos,  Accesorios Y Programas Informáticos;  Equipos De Telecomunicaciones En Comercios Especializados",52.0,5236.0,"Venta al por menor de materiales de construcción, artículos de ferretería, pinturas, cristales y espejos, y artículos para la decoración",G,,,52365,5,Venta al por menor de artículos para plomería e instalación de gas,4754.0,"Comercio al por menor de electrodomesticos y gasodomesticos de uso domestico, muebles y equipos de iluminacion",47.0,7.0,0.0
770.0,473.0,474.0,"Venta Al Por Menor De Equipos, Periféricos,  Accesorios Y Programas Informáticos;  Equipos De Telecomunicaciones En Comercios Especializados",52.0,5236.0,"Venta al por menor de materiales de construcción, artículos de ferretería, pinturas, cristales y espejos, y artículos para la decoración",G,,,52366,5,"Venta al por menor de cristales, espejos, mamparas y cerramientos",4755.0,Comercio al por menor de articulos y utensilios de uso domestico,47.0,7.0,0.0
771.0,473.0,474.0,"Venta Al Por Menor De Equipos, Periféricos,  Accesorios Y Programas Informáticos;  Equipos De Telecomunicaciones En Comercios Especializados",52.0,5236.0,"Venta al por menor de materiales de construcción, artículos de ferretería, pinturas, cristales y espejos, y artículos para la decoración",G,,,52367,5,"Venta al por menor de papeles para pared, revestimientos para pisos y artículos similares para la decoración: casas de decoración",4759.0,Comercio al por menor de otros articulos domesticos en establecimientos especializados,47.0,7.0,0.0
772.0,473.0,474.0,"Venta Al Por Menor De Equipos, Periféricos,  Accesorios Y Programas Informáticos;  Equipos De Telecomunicaciones En Comercios Especializados",52.0,5236.0,"Venta al por menor de materiales de construcción, artículos de ferretería, pinturas, cristales y espejos, y artículos para la decoración",G,,,52369,5,Venta al por menor de materiales de Construcción n.c.p.,,,,,
773.0,473.0,474.0,"Venta Al Por Menor De Equipos, Periféricos,  Accesorios Y Programas Informáticos;  Equipos De Telecomunicaciones En Comercios Especializados",52.0,5237.0,"Venta al por menor de artículos de óptica, fotografía, relojería, joyería y fantasía",G,,,5237,4,"Venta al por menor de artículos de óptica, fotografía, relojería, joyería y fantasía",,,,,
774.0,473.0,474.0,"Venta Al Por Menor De Equipos, Periféricos,  Accesorios Y Programas Informáticos;  Equipos De Telecomunicaciones En Comercios Especializados",52.0,5237.0,"Venta al por menor de artículos de óptica, fotografía, relojería, joyería y fantasía",G,,,52371,5,Venta al por menor de artículos de óptica y fotografía,,,,,
775.0,473.0,474.0,"Venta Al Por Menor De Equipos, Periféricos,  Accesorios Y Programas Informáticos;  Equipos De Telecomunicaciones En Comercios Especializados",52.0,5237.0,"Venta al por menor de artículos de óptica, fotografía, relojería, joyería y fantasía",G,,,52372,5,Venta al por menor de artículos de relojería y joyería,,,,,
776.0,473.0,474.0,"Venta Al Por Menor De Equipos, Periféricos,  Accesorios Y Programas Informáticos;  Equipos De Telecomunicaciones En Comercios Especializados",52.0,5237.0,"Venta al por menor de artículos de óptica, fotografía, relojería, joyería y fantasía",G,,,52373,5,Venta al por menor de bijouterie y fantasía,,,,,
777.0,473.0,474.0,"Venta Al Por Menor De Equipos, Periféricos,  Accesorios Y Programas Informáticos;  Equipos De Telecomunicaciones En Comercios Especializados",52.0,5238.0,"Venta al por menor de libros, revistas, diarios, papel, cartón, materiales de embalaje y artículos de librería",G,,,5238,4,"Venta al por menor de libros, revistas, diarios, papel, cartón, materiales de embalaje y artículos de librería",4761.0,"Comercio al por menor de libros, periodicos, materiales y articulos de papeleria y escritorio, en establecimientos especializados",47.0,7.0,0.0
778.0,473.0,474.0,"Venta Al Por Menor De Equipos, Periféricos,  Accesorios Y Programas Informáticos;  Equipos De Telecomunicaciones En Comercios Especializados",52.0,5238.0,"Venta al por menor de libros, revistas, diarios, papel, cartón, materiales de embalaje y artículos de librería",G,,,52381,5,Venta al por menor de libros y publicaciones,4762.0,"Comercio al por menor de articulos deportivos, en establecimientos especializados ",47.0,7.0,0.0
779.0,473.0,476.0,Venta Al Por Menor De Bienes Culturales Y Recreativos En Comercios Especializados,52.0,5238.0,"Venta al por menor de libros, revistas, diarios, papel, cartón, materiales de embalaje y artículos de librería",G,,,52382,5,Venta al por menor de diarios y revistas,4769.0,Comercio al por menor de otros articulos culturales y de entretenimiento n.c.p. en establecimientos especializados,47.0,7.0,0.0
780.0,473.0,476.0,Venta Al Por Menor De Bienes Culturales Y Recreativos En Comercios Especializados,52.0,5238.0,"Venta al por menor de libros, revistas, diarios, papel, cartón, materiales de embalaje y artículos de librería",G,,,52383,5,"Venta al por menor de papel, cartón, materiales de embalaje y artículos de librería",4771.0,Comercio al por menor de prendas de vestir y sus accesorios (incluye articulos de piel) en establecimientos especializados,47.0,7.0,0.0
781.0,473.0,477.0,"Venta Al Por Menor De Productos Ncp, En Comercios Especializados",52.0,5239.0,Venta al por menor en comercios especializados n.c.p.,G,,,5239,4,Venta al por menor en comercios especializados n.c.p.,4772.0,Comercio al por menor de todo tipo de calzado y articulos de cuero y sucedaneos del cuero en establecimientos especializados.,47.0,7.0,0.0
782.0,473.0,477.0,"Venta Al Por Menor De Productos Ncp, En Comercios Especializados",52.0,5239.0,Venta al por menor en comercios especializados n.c.p.,G,,,52391,5,"Venta al por menor de flores, plantas, semillas, abonos, fertilizantes y otros productos de vivero",4773.0,"Comercio al por menor de productos farmaceuticos y medicinales, cosmeticos y articulos de tocador en establecimientos especializados",47.0,7.0,0.0
783.0,473.0,477.0,"Venta Al Por Menor De Productos Ncp, En Comercios Especializados",52.0,5239.0,Venta al por menor en comercios especializados n.c.p.,G,,,52392,5,Venta al por menor de materiales y productos de limpieza,4774.0,Comercio al por menor de otros productos nuevos en establecimientos especializados,47.0,7.0,0.0
784.0,473.0,477.0,"Venta Al Por Menor De Productos Ncp, En Comercios Especializados",52.0,5239.0,Venta al por menor en comercios especializados n.c.p.,G,,,52393,5,Venta al por menor de juguetes; artículos de cotillon y juegos de mesa,4775.0,Comercio al por menor de articulos de segunda mano,47.0,7.0,0.0
785.0,473.0,477.0,"Venta Al Por Menor De Productos Ncp, En Comercios Especializados",52.0,5239.0,Venta al por menor en comercios especializados n.c.p.,G,,,52394,5,Venta al por menor de artículos de deportes y esparcimiento,4781.0,"Comercio al por menor de alimentos, bebidas y tabaco, en puestos de venta moviles",47.0,7.0,0.0
786.0,473.0,477.0,"Venta Al Por Menor De Productos Ncp, En Comercios Especializados",52.0,5239.0,Venta al por menor en comercios especializados n.c.p.,G,,,52395,5,Venta al por menor de maquinas y equipos para oficina y sus componentes y repuestos de uso personal o domestico,4782.0,"Comercio al por menor de productos textiles, prendas de vestir y calzado, en puestos de venta moviles",47.0,7.0,0.0
787.0,473.0,477.0,"Venta Al Por Menor De Productos Ncp, En Comercios Especializados",52.0,5239.0,Venta al por menor en comercios especializados n.c.p.,G,,,52396,5,"Venta al por menor de fuel oil, gas en garrafas, carbón y leña",4789.0,Comercio al por menor de otros productos en puestos de venta moviles,47.0,7.0,0.0
788.0,473.0,477.0,"Venta Al Por Menor De Productos Ncp, En Comercios Especializados",52.0,5239.0,Venta al por menor en comercios especializados n.c.p.,G,,,52397,5,"Venta al por menor de productos veterinarios, animales domésticos y alimento balanceado para mascota",4791.0,Comercio al por menor realizado a traves de internet,47.0,7.0,0.0
789.0,473.0,477.0,"Venta Al Por Menor De Productos Ncp, En Comercios Especializados",52.0,5239.0,Venta al por menor en comercios especializados n.c.p.,G,,,52399,5,Venta al por menor de artículos nuevos n.c.p.,4792.0,Comercio al por menor realizado a traves de casas de venta o por correo,47.0,7.0,0.0
790.0,474.0,477.0,"Venta Al Por Menor De Productos Ncp, En Comercios Especializados",52.0,,,G,,,524,3,Venta al por menor de artículos usados excluidos automotores y motocicletas,4799.0,"Otros tipos de comercio al por menor no realizado en establecimientos, puestos de venta o mercados.",47.0,7.0,0.0
791.0,473.0,477.0,"Venta Al Por Menor De Productos Ncp, En Comercios Especializados",52.0,5242.0,"Venta al por menor de libros, revistas y similares usados",G,,,5240,4,Venta al por menor de artículos usados excluidos automotores y motocicletas,,,,,
792.0,473.0,478.0,Venta Al Por Menor En Puestos Móviles Y Mercados,52.0,5249.0,Venta al por menor de artículos usados n.c.p.,G,,,52400,5,Venta al por menor de artículos usados excluidos automotores y motocicletas,,,,,
793.0,475.0,479.0,"Venta Al Por Menor No Realizada En Comercios, Puestos O Mercados",52.0,,,G,,,525,3,Venta al por menor no realizada en establecimientos,,,,,
794.0,475.0,479.0,"Venta Al Por Menor No Realizada En Comercios, Puestos O Mercados",52.0,5259.0,Venta al por menor no realizada en establecimientos  n.c.p.,G,,,5259,4,Venta al por menor no realizada en establecimientos  n.c.p.,,,,,
795.0,475.0,479.0,"Venta Al Por Menor No Realizada En Comercios, Puestos O Mercados",52.0,5251.0,"Venta al por menor  por correo, televisión, internet y otros medios de comunicación",G,,,52590,5,Venta al por menor no realizada en establecimientos  n.c.p.,,,,,
796.0,476.0,952.0,Reparación De Efectos Personales Y Enseres Domésticos,52.0,,,G,,,526,3,Reparación de efectos personales y enseres domésticos,9523.0,Reparacion de calzado y articulos de cuero,95.0,19.0,0.0
