1,custom_id3,CLAE 3,Descripción CLAE 3,CLAE ID 2,Ramas,Descripción,letra,clanae,sector,dpe,dígitos,sector.1,CIIU ID CI4,CIIU label CI4,CIIU ID CI2,CIIU ID CI1,CIIU ID CI0
316.0,201.0,201.0,Fabricación De Sustancias Químicas Básicas,24.0,2411.0,"Fabricación de sustancias químicas básicas, excepto abonos y compuestos de nitrógeno",D,,,24111,5,Fabricación de gases comprimidos y licuados.,,,,,
317.0,201.0,201.0,Fabricación De Sustancias Químicas Básicas,24.0,2411.0,"Fabricación de sustancias químicas básicas, excepto abonos y compuestos de nitrógeno",D,,,24119,5,"Fabricación de materias químicas básicas, n.c.p.",,,,,
318.0,201.0,201.0,Fabricación De Sustancias Químicas Básicas,24.0,2412.0,Fabricación de abonos y compuestos de nitrógeno,D,,,2412,4,Fabricación de abonos y compuestos de nitrógeno,2012.0,Fabricacion de abonos y compuestos inorganicos nitrogenados,20.0,3.0,0.0
319.0,201.0,201.0,Fabricación De Sustancias Químicas Básicas,24.0,2412.0,Fabricación de abonos y compuestos de nitrógeno,D,,,24120,5,Fabricación de abonos y compuestos de nitrógeno,,,,,
320.0,201.0,201.0,Fabricación De Sustancias Químicas Básicas,24.0,2413.0,Fabricación de plásticos en formas primarias y de caucho sintético,D,,,2413,4,Fabricación de plásticos en formas primarias y de caucho sintético,2013.0,Fabricacion de plasticos en formas primarias,20.0,3.0,0.0
321.0,201.0,201.0,Fabricación De Sustancias Químicas Básicas,24.0,2413.0,Fabricación de plásticos en formas primarias y de caucho sintético,D,,,24130,5,Fabricación de plásticos en formas primarias y de caucho sintético,2014.0,Fabricacion de caucho sintetico en formas primarias,20.0,3.0,0.0
322.0,202.0,202.0,Fabricación De Productos Químicos Ncp,24.0,,,D,,,242,3,Fabricación de productos químicos n.c.p.,,,,,
323.0,202.0,202.0,Fabricación De Productos Químicos Ncp,24.0,2421.0,Fabricación de plaguicidas y  productos químicos de uso agropecuario ,D,,,2421,4,Fabricación de plaguicidas y  productos químicos de uso agropecuario,2021.0,Fabricacion de plaguicidas y otros productos quimicos de uso agropecuario,20.0,3.0,0.0
324.0,202.0,202.0,Fabricación De Productos Químicos Ncp,24.0,2421.0,Fabricación de plaguicidas y  productos químicos de uso agropecuario ,D,,,24210,5,Fabricación de plaguicidas y  productos químicos de uso agropecuario,,,,,
325.0,202.0,202.0,Fabricación De Productos Químicos Ncp,24.0,2422.0,Fabricación de pinturas; barnices y productos de revestimiento similares; tintas de imprenta y masillas,D,,,2422,4,Fabricación de pinturas; barnices y productos de revestimiento similares; tintas de imprenta y masillas,2022.0,"Fabricacion de pinturas, barnices y revestimientos similares, tintas para impresion y masillas",20.0,3.0,0.0
326.0,202.0,202.0,Fabricación De Productos Químicos Ncp,24.0,2422.0,Fabricación de pinturas; barnices y productos de revestimiento similares; tintas de imprenta y masillas,D,,,24220,5,Fabricación de pinturas; barnices y productos de revestimiento similares; tintas de imprenta y masillas,,,,,
327.0,210.0,210.0,"Fabricación De Productos Farmaceúticos, Sustancias Químicas Medicinales Y Productos Botánicos De Uso Farmaceútico",24.0,2423.0,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos",D,,,2423,4,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos",2100.0,"Fabricacion de productos farmaceuticos, sustancias quimicas medicinales y productos botanicos de uso farmaceutico",21.0,3.0,0.0
328.0,210.0,210.0,"Fabricación De Productos Farmaceúticos, Sustancias Químicas Medicinales Y Productos Botánicos De Uso Farmaceútico",24.0,2423.0,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos",D,,,24231,5,Fabricación de medicamentos de uso humano y productos farmacéuticos,,,,,
329.0,210.0,210.0,"Fabricación De Productos Farmaceúticos, Sustancias Químicas Medicinales Y Productos Botánicos De Uso Farmaceútico",24.0,2423.0,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos",D,,,24232,5,Fabricación de medicamentos de uso veterinario,,,,,
330.0,210.0,210.0,"Fabricación De Productos Farmaceúticos, Sustancias Químicas Medicinales Y Productos Botánicos De Uso Farmaceútico",24.0,2423.0,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos",D,,,24233,5,Fabricación de sustancias químicas para la elaboración de medicamentos,,,,,
331.0,210.0,210.0,"Fabricación De Productos Farmaceúticos, Sustancias Químicas Medicinales Y Productos Botánicos De Uso Farmaceútico",24.0,2423.0,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos",D,,,24239,5,Fabricación de productos de laboratorio y productos botánicos n.c.p.,,,,,
332.0,202.0,210.0,"Fabricación De Productos Farmaceúticos, Sustancias Químicas Medicinales Y Productos Botánicos De Uso Farmaceútico",24.0,2424.0,"Fabricación de jabones y detergentes, preparados para limpiar y pulir, perfumes y preparados de tocador",D,,,2424,4,"Fabricación de jabones y detergentes, preparados para limpiar y pulir, perfumes y preparados de tocador",2023.0,"Fabricacion de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",20.0,3.0,0.0
333.0,202.0,210.0,"Fabricación De Productos Farmaceúticos, Sustancias Químicas Medicinales Y Productos Botánicos De Uso Farmaceútico",24.0,2424.0,"Fabricación de jabones y detergentes, preparados para limpiar y pulir, perfumes y preparados de tocador",D,,,24241,5,Fabricación de jabones y preparados de limpieza,,,,,
334.0,202.0,210.0,"Fabricación De Productos Farmaceúticos, Sustancias Químicas Medicinales Y Productos Botánicos De Uso Farmaceútico",24.0,2424.0,"Fabricación de jabones y detergentes, preparados para limpiar y pulir, perfumes y preparados de tocador",D,,,24249,5,"Fabricación de cosméticos, perfumes y  productos de higiene y tocador",,,,,
335.0,202.0,210.0,"Fabricación De Productos Farmaceúticos, Sustancias Químicas Medicinales Y Productos Botánicos De Uso Farmaceútico",24.0,2429.0,Fabricación de productos químicos n.c.p.,D,,,2429,4,Fabricación de productos químicos n.c.p.,2029.0,Fabricacion de otros productos quimicos n.c.p.,20.0,3.0,0.0
336.0,202.0,210.0,"Fabricación De Productos Farmaceúticos, Sustancias Químicas Medicinales Y Productos Botánicos De Uso Farmaceútico",24.0,2429.0,Fabricación de productos químicos n.c.p.,D,,,24290,5,Fabricación de productos químicos n.c.p.,,,,,
337.0,203.0,203.0,Fabricación De Fibras Manufacturadas,24.0,2430.0,Fabricación de fibras manufacturadas,D,,,2430,4,Fabricación de fibras manufacturadas,2030.0,Fabricacion de fibras sinteticas y artificiales,20.0,3.0,0.0
338.0,,,,25.0,,,D,,,25,2,Fabricación De Productos De Caucho Y Plástico,,,,,
339.0,221.0,221.0,Fabricación De Productos De Caucho,25.0,,,D,,,251,3,Fabricación de productos de caucho,,,,,
340.0,221.0,221.0,Fabricación De Productos De Caucho,25.0,2511.0,Fabricación de cubiertas y cámaras de caucho; recauchutado y renovación de cubiertas de caucho,D,,,2511,4,Fabricación de cubiertas y cámaras de caucho; recauchutado y renovación de cubiertas de caucho,2211.0,Fabricacion de llantas y neumaticos de caucho,22.0,3.0,0.0
341.0,221.0,221.0,Fabricación De Productos De Caucho,25.0,2511.0,Fabricación de cubiertas y cámaras de caucho; recauchutado y renovación de cubiertas de caucho,D,,,25110,5,Fabricación de cubiertas y cámaras de caucho; recauchutado y renovación de cubiertas de caucho,2212.0,Reencauche de llantas usadas,22.0,3.0,0.0
342.0,221.0,221.0,Fabricación De Productos De Caucho,25.0,2519.0,Fabricación de productos de caucho n.c.p.,D,,,2519,4,Fabricación de productos de caucho n.c.p.,2219.0,Fabricacion de formas basicas de caucho y otros productos de caucho n.c.p.,22.0,3.0,0.0
343.0,221.0,221.0,Fabricación De Productos De Caucho,25.0,2519.0,Fabricación de productos de caucho n.c.p.,D,,,25190,5,Fabricación de  productos de caucho n.c.p.,,,,,
344.0,222.0,222.0,Fabricación De Productos De Plástico,25.0,,,D,,,252,3,Fabricación de productos de plástico,,,,,
345.0,222.0,222.0,Fabricación De Productos De Plástico,25.0,2520.0,Fabricación de productos de plástico,D,,,2520,4,Fabricación de productos de plástico,2221.0,Fabricacion de formas basicas de plastico,22.0,3.0,0.0
346.0,222.0,222.0,Fabricación De Productos De Plástico,25.0,2520.0,Fabricación de productos de plástico,D,,,25201,5,Fabricación de envases plásticos,,,,,
347.0,222.0,222.0,Fabricación De Productos De Plástico,25.0,2520.0,Fabricación de productos de plástico,D,,,25209,5,"Fabricación de productos plásticos en formas básicas y artículos de plástico n.c.p., excepto muebles",2229.0,Fabricacion de articulos de plastico n.c.p.,22.0,3.0,0.0
348.0,,,,26.0,,,D,,,26,2,Fabricación De Productos Minerales No Metálicos,,,,,
349.0,231.0,231.0,Fabricación De Vidrio Y Productos De Vidrio,26.0,,,D,,,261,3,Fabricación de vidrio y productos de vidrio,,,,,
350.0,231.0,231.0,Fabricación De Vidrio Y Productos De Vidrio,26.0,2610.0,Fabricación de vidrio y productos de vidrio,D,,,2610,4,Fabricación de vidrio y productos de vidrio,2310.0,Fabricacion de vidrio y productos de vidrio,23.0,3.0,0.0
351.0,231.0,231.0,Fabricación De Vidrio Y Productos De Vidrio,26.0,2610.0,Fabricación de vidrio y productos de vidrio,D,,,26101,5,Fabricación de envases de vidrio,,,,,
352.0,231.0,231.0,Fabricación De Vidrio Y Productos De Vidrio,26.0,2610.0,Fabricación de vidrio y productos de vidrio,D,,,26102,5,Fabricación y elaboración de vidrio plano,,,,,
353.0,231.0,231.0,Fabricación De Vidrio Y Productos De Vidrio,26.0,2610.0,Fabricación de vidrio y productos de vidrio,D,,,26109,5,Fabricación de productos de vidrio n.c.p.,,,,,
354.0,239.0,239.0,Fabricación De Productos Minerales No Metálicos Ncp,26.0,,,D,,,269,3,Fabricación de productos minerales no metálicos n.c.p.,,,,,
355.0,239.0,239.0,Fabricación De Productos Minerales No Metálicos Ncp,26.0,2691.0,Fabricación de productos de cerámica no refractaria para uso no estructural,D,,,2691,4,Fabricación de productos de cerámica no refractaria para uso no estructural,2393.0,Fabricacion de otros productos de ceramica y porcelana,23.0,3.0,0.0
356.0,239.0,239.0,Fabricación De Productos Minerales No Metálicos Ncp,26.0,2691.0,Fabricación de productos de cerámica no refractaria para uso no estructural,D,,,26910,5,Fabricación de productos de cerámica no refractaria para uso no estructural,,,,,
357.0,239.0,239.0,Fabricación De Productos Minerales No Metálicos Ncp,26.0,2692.0,Fabricación de productos de cerámica refractaria,D,,,2692,4,Fabricación de productos de cerámica refractaria,2391.0,Fabricacion de productos refractarios,23.0,3.0,0.0
358.0,239.0,239.0,Fabricación De Productos Minerales No Metálicos Ncp,26.0,2692.0,Fabricación de productos de cerámica refractaria,D,,,26920,5,Fabricación de productos de cerámica refractaria,,,,,
359.0,239.0,239.0,Fabricación De Productos Minerales No Metálicos Ncp,26.0,2693.0,Fabricación de productos de arcilla y cerámica no refractaria para uso estructural,D,,,2693,4,Fabricación de productos de arcilla y cerámica no refractaria para uso estructural,2392.0,Fabricacion de materiales de arcilla para la construccion,23.0,3.0,0.0
360.0,239.0,239.0,Fabricación De Productos Minerales No Metálicos Ncp,26.0,2693.0,Fabricación de productos de arcilla y cerámica no refractaria para uso estructural,D,,,26930,5,Fabricación de productos de arcilla y cerámica no refractaria para uso estructural,,,,,
361.0,239.0,239.0,Fabricación De Productos Minerales No Metálicos Ncp,26.0,2694.0,"Elaboración de cemento, cal y yeso",D,,,2694,4,"Elaboración de cemento, cal y yeso",2394.0,"Fabricacion de cemento, cal y yeso",23.0,3.0,0.0
362.0,239.0,239.0,Fabricación De Productos Minerales No Metálicos Ncp,26.0,2694.0,"Elaboración de cemento, cal y yeso",D,,,26941,5,Elaboración de cemento,,,,,
363.0,239.0,239.0,Fabricación De Productos Minerales No Metálicos Ncp,26.0,2694.0,"Elaboración de cemento, cal y yeso",D,,,26942,5,Elaboración de cal y yeso,,,,,
364.0,239.0,239.0,Fabricación De Productos Minerales No Metálicos Ncp,26.0,2695.0,"Fabricación de artículos de hormigón, cemento y yeso",D,,,2695,4,"Fabricación de artículos de hormigón, cemento y yeso",2395.0,"Fabricacion de articulos de hormigon, cemento y yeso",23.0,3.0,0.0
365.0,239.0,239.0,Fabricación De Productos Minerales No Metálicos Ncp,26.0,2695.0,"Fabricación de artículos de hormigón, cemento y yeso",D,,,26951,5,Fabricación de mosaicos,,,,,
366.0,239.0,239.0,Fabricación De Productos Minerales No Metálicos Ncp,26.0,2695.0,"Fabricación de artículos de hormigón, cemento y yeso",D,,,26959,5,"Fabricación de artículos de cemento, fibrocemento y yeso excepto mosaicos",,,,,
367.0,239.0,239.0,Fabricación De Productos Minerales No Metálicos Ncp,26.0,2696.0,"Corte, tallado y acabado de la piedra",D,,,2696,4,"Corte, tallado y acabado de la piedra",2396.0,"Corte, tallado y acabado de la piedra",23.0,3.0,0.0
368.0,239.0,239.0,Fabricación De Productos Minerales No Metálicos Ncp,26.0,2696.0,"Corte, tallado y acabado de la piedra",D,,,26960,5,"Corte, tallado y acabado de la piedra",,,,,
369.0,239.0,239.0,Fabricación De Productos Minerales No Metálicos Ncp,26.0,2699.0,Fabricación de productos minerales no metálicos n.c.p.,D,,,2699,4,Fabricación de productos minerales no metálicos n.c.p.,2399.0,Fabricacion de otros productos minerales no metalicos n.c.p.,23.0,3.0,0.0
370.0,239.0,239.0,Fabricación De Productos Minerales No Metálicos Ncp,26.0,2699.0,Fabricación de productos minerales no metálicos n.c.p.,D,,,26990,5,Fabricación de productos minerales no metálicos n.c.p.,,,,,
371.0,,,,27.0,,,D,,,27,2,Fabricación De Metales Comunes,,,,,
372.0,241.0,241.0,Industrias Básicas De Hierro Y Acero,27.0,,,D,,,271,3,Industrias básicas de hierro y acero,,,,,
373.0,241.0,241.0,Industrias Básicas De Hierro Y Acero,27.0,2710.0,Industrias básicas de hierro y acero,D,,,2710,4,Industrias básicas de hierro y acero,2410.0,Industrias basicas de hierro y de acero,24.0,3.0,0.0
374.0,241.0,241.0,Industrias Básicas De Hierro Y Acero,27.0,2710.0,Industrias básicas de hierro y acero,D,,,27100,5,Industrias básicas de hierro y acero,,,,,
375.0,242.0,242.0,Fabricación De Productos Primarios De Metales Preciosos Y Metales No Ferrosos,27.0,,,D,,,272,3,Fabricación de productos primarios de metales preciosos y metales no ferrosos,2429.0,Industrias basicas de otros metales no ferrosos,24.0,3.0,0.0
376.0,242.0,242.0,Fabricación De Productos Primarios De Metales Preciosos Y Metales No Ferrosos,27.0,2720.0,Fabricación de productos primarios de metales preciosos y metales no ferrosos,D,,,2720,4,Fabricación de productos primarios de metales preciosos y metales no ferrosos,2421.0,Industrias basicas de metales preciosos,24.0,3.0,0.0
377.0,242.0,242.0,Fabricación De Productos Primarios De Metales Preciosos Y Metales No Ferrosos,27.0,2720.0,Fabricación de productos primarios de metales preciosos y metales no ferrosos,D,,,27201,5,Elaboración de aluminio primario y semielaborados de aluminio,,,,,
378.0,242.0,242.0,Fabricación De Productos Primarios De Metales Preciosos Y Metales No Ferrosos,27.0,2720.0,Fabricación de productos primarios de metales preciosos y metales no ferrosos,D,,,27209,5,Producción de metales no ferrosos n.c.p. y sus semielaborados,,,,,
379.0,243.0,243.0,Fundición De Metales,27.0,,,D,,,273,3,Fundición de metales,,,,,
380.0,243.0,243.0,Fundición De Metales,27.0,2731.0,Fundición de hierro y acero,D,,,2731,4,Fundición de hierro y acero,2431.0,Fundicion de hierro y de acero,24.0,3.0,0.0
381.0,243.0,243.0,Fundición De Metales,27.0,2731.0,Fundición de hierro y acero,D,,,27310,5,Fundición de hierro y acero,,,,,
382.0,243.0,243.0,Fundición De Metales,27.0,2732.0,Fundición de metales no ferrosos,D,,,2732,4,Fundición de metales no ferrosos,2432.0,Fundicion de metales no ferrosos ,24.0,3.0,0.0
383.0,243.0,243.0,Fundición De Metales,27.0,2732.0,Fundición de metales no ferrosos,D,,,27320,5,Fundición de metales no ferrosos,,,,,
384.0,,,,28.0,,,D,,,28,2,"Fabricación De Productos Elaborados De Metal, Excepto Maquinaria Y Equipo",,,,,
385.0,251.0,251.0,"Fabricación De Productos Metálicos Para Uso Estructural, Tanques, Depósitos Y Generadores De Vapor",28.0,,,D,,,281,3,"Fabricación de productos metálicos para uso estructural, tanques, depósitos y generadores de vapor",,,,,
386.0,251.0,251.0,"Fabricación De Productos Metálicos Para Uso Estructural, Tanques, Depósitos Y Generadores De Vapor",28.0,2811.0,Fabricación de productos metálicos para uso estructural y montaje estructural,D,,,2811,4,Fabricación de productos metálicos para uso estructural y montaje estructural,2511.0,Fabricacion de productos metalicos para uso estructural,25.0,3.0,0.0
387.0,251.0,251.0,"Fabricación De Productos Metálicos Para Uso Estructural, Tanques, Depósitos Y Generadores De Vapor",28.0,2811.0,Fabricación de productos metálicos para uso estructural y montaje estructural,D,,,28110,5,Fabricación de productos metálicos para uso estructural y montaje estructural,,,,,
388.0,251.0,251.0,"Fabricación De Productos Metálicos Para Uso Estructural, Tanques, Depósitos Y Generadores De Vapor",28.0,2812.0,"Fabricación de tanques, depósitos y recipientes de metal",D,,,2812,4,"Fabricación de tanques, depósitos y recipientes de metal",2512.0,"Fabricacion de tanques, depositos y recipientes de metal, excepto los utilizados para el envase o transporte de mercancias",25.0,3.0,0.0
389.0,251.0,251.0,"Fabricación De Productos Metálicos Para Uso Estructural, Tanques, Depósitos Y Generadores De Vapor",28.0,2812.0,"Fabricación de tanques, depósitos y recipientes de metal",D,,,28120,5,"Fabricación de tanques, depósitos y recipientes de metal",,,,,
390.0,251.0,251.0,"Fabricación De Productos Metálicos Para Uso Estructural, Tanques, Depósitos Y Generadores De Vapor",28.0,2813.0,Fabricación de generadores de vapor,D,,,2813,4,Fabricación de generadores de vapor,2513.0,"Fabricacion de generadores de vapor, excepto calderas de agua caliente para calefaccion central",25.0,3.0,0.0
391.0,251.0,251.0,"Fabricación De Productos Metálicos Para Uso Estructural, Tanques, Depósitos Y Generadores De Vapor",28.0,2813.0,Fabricación de generadores de vapor,D,,,28130,5,Fabricación de generadores de vapor,,,,,
392.0,259.0,259.0,Fabricación De Productos Elaborados De Metal Ncp; Servicios De Trabajo De Metales,28.0,,,D,,,289,3,Fabricación de productos elaborados de metal n.c.p.; servicios de trabajo de metales,,,,,
393.0,259.0,259.0,Fabricación De Productos Elaborados De Metal Ncp; Servicios De Trabajo De Metales,28.0,2891.0,"Forjado, prensado, estampado y laminado de metales; pulvimetalurgia",D,,,2891,4,"Forjado, prensado, estampado y laminado de metales; pulvimetalurgia",2591.0,"Forja, prensado, estampado y laminado de metal; pulvimetalurgia",25.0,3.0,0.0
394.0,259.0,259.0,Fabricación De Productos Elaborados De Metal Ncp; Servicios De Trabajo De Metales,28.0,2891.0,"Forjado, prensado, estampado y laminado de metales; pulvimetalurgia",D,,,28910,5,"Forjado, prensado, estampado y laminado de metales; pulvimetalurgia",,,,,
395.0,259.0,259.0,Fabricación De Productos Elaborados De Metal Ncp; Servicios De Trabajo De Metales,28.0,2892.0,Tratamiento y revestimiento de metales; obras de ingeniería mecánica en general realizadas a cambio de una retribución o por contrata,D,,,2892,4,Tratamiento y revestimiento de metales; obras de ingeniería mecánica en general realizadas a cambio de una retribución o por contrata,2592.0,Tratamiento y revestimiento de metales; mecanizado,25.0,3.0,0.0
396.0,259.0,259.0,Fabricación De Productos Elaborados De Metal Ncp; Servicios De Trabajo De Metales,28.0,2892.0,Tratamiento y revestimiento de metales; obras de ingeniería mecánica en general realizadas a cambio de una retribución o por contrata,D,,,28920,5,Tratamiento y revestimiento de metales; obras de ingeniería mecánica en general realizadas a cambio de una retribución o por contrata,,,,,
397.0,259.0,259.0,Fabricación De Productos Elaborados De Metal Ncp; Servicios De Trabajo De Metales,28.0,2893.0,"Fabricación de artículos de cuchillería, herramientas de mano y artículos de ferretería",D,,,2893,4,"Fabricación de artículos de cuchillería, herramientas de mano y artículos de ferretería",2593.0,"Fabricacion de articulos de cuchilleria, herramientas de mano y articulos de ferreteria",25.0,3.0,0.0
398.0,259.0,259.0,Fabricación De Productos Elaborados De Metal Ncp; Servicios De Trabajo De Metales,28.0,2893.0,"Fabricación de artículos de cuchillería, herramientas de mano y artículos de ferretería",D,,,28930,5,"Fabricación de artículos de cuchillería, herramientas de mano y artículos de ferretería",,,,,
399.0,259.0,259.0,Fabricación De Productos Elaborados De Metal Ncp; Servicios De Trabajo De Metales,28.0,2899.0,Fabricación de productos elaborados de metal  n.c.p.,D,,,2899,4,Fabricación de productos elaborados de metal  n.c.p.,2599.0,Fabricacion de otros productos elaborados de metal n.c.p.,25.0,3.0,0.0
400.0,259.0,259.0,Fabricación De Productos Elaborados De Metal Ncp; Servicios De Trabajo De Metales,28.0,2899.0,Fabricación de productos elaborados de metal  n.c.p.,D,,,28991,5,Fabricación de envases metálicos,,,,,
401.0,259.0,259.0,Fabricación De Productos Elaborados De Metal Ncp; Servicios De Trabajo De Metales,28.0,2899.0,Fabricación de productos elaborados de metal  n.c.p.,D,,,28999,5,Fabricación de productos metálicos n.c.p.,,,,,
402.0,,,,29.0,,,D,,,29,2,Fabricación De Maquinaria Y Equipo N.C.P.,,,,,
403.0,281.0,259.0,Fabricación De Productos Elaborados De Metal Ncp; Servicios De Trabajo De Metales,29.0,,,D,,,291,3,Fabricación de maquinaria de uso general,,,,,
404.0,281.0,259.0,Fabricación De Productos Elaborados De Metal Ncp; Servicios De Trabajo De Metales,29.0,2911.0,"Fabricación de motores y turbinas, excepto motores para aeronaves, vehículos automotores y motocicletas",D,,,2911,4,"Fabricación de motores y turbinas, excepto motores para aeronaves, vehículos automotores y motocicletas",2811.0,"Fabricacion de motores, turbinas, y partes para motores de combustion interna",28.0,3.0,0.0
405.0,281.0,259.0,Fabricación De Productos Elaborados De Metal Ncp; Servicios De Trabajo De Metales,29.0,2911.0,"Fabricación de motores y turbinas, excepto motores para aeronaves, vehículos automotores y motocicletas",D,,,29110,5,"Fabricación de motores y turbinas, excepto motores para aeronaves, vehículos automotores y motocicletas",,,,,
406.0,281.0,259.0,Fabricación De Productos Elaborados De Metal Ncp; Servicios De Trabajo De Metales,29.0,2912.0,Fabricación de bombas; compresores; grifos y válvulas,D,,,2912,4,Fabricación de bombas; compresores; grifos y válvulas,2813.0,"Fabricacion de otras bombas, compresores, grifos y valvulas",28.0,3.0,0.0
407.0,281.0,259.0,Fabricación De Productos Elaborados De Metal Ncp; Servicios De Trabajo De Metales,29.0,2912.0,Fabricación de bombas; compresores; grifos y válvulas,,,,,,,2812.0,Fabricacion de equipos de potencia hidraulica y neumatica,28.0,3.0,0.0
408.0,281.0,259.0,Fabricación De Productos Elaborados De Metal Ncp; Servicios De Trabajo De Metales,29.0,2912.0,Fabricación de bombas; compresores; grifos y válvulas,D,,,29121,5,Fabricación de bombas,,,,,
409.0,281.0,259.0,Fabricación De Productos Elaborados De Metal Ncp; Servicios De Trabajo De Metales,29.0,2912.0,Fabricación de bombas; compresores; grifos y válvulas,D,,,29122,5,Fabricación de compresores; grifos y válvulas,,,,,
410.0,281.0,259.0,Fabricación De Productos Elaborados De Metal Ncp; Servicios De Trabajo De Metales,29.0,2913.0,Fabricación de cojinetes; engranajes; trenes de engranaje y piezas de transmisión,D,,,2913,4,Fabricación de cojinetes; engranajes; trenes de engranaje y piezas de transmisión,2814.0,"Fabricacion de cojinetes, engranajes, trenes de engranajes y piezas de transmision",28.0,3.0,0.0
411.0,281.0,259.0,Fabricación De Productos Elaborados De Metal Ncp; Servicios De Trabajo De Metales,29.0,2913.0,Fabricación de cojinetes; engranajes; trenes de engranaje y piezas de transmisión,D,,,29130,5,Fabricación de cojinetes; engranajes; trenes de engranaje y piezas de transmisión,,,,,
412.0,281.0,259.0,Fabricación De Productos Elaborados De Metal Ncp; Servicios De Trabajo De Metales,29.0,2914.0,Fabricación de hornos; hogares y quemadores,D,,,2914,4,Fabricación de hornos; hogares y quemadores,2815.0,"Fabricacion de hornos, hogares y quemadores industriales",28.0,3.0,0.0
413.0,281.0,259.0,Fabricación De Productos Elaborados De Metal Ncp; Servicios De Trabajo De Metales,29.0,2914.0,Fabricación de hornos; hogares y quemadores,D,,,29140,5,Fabricación de hornos; hogares y quemadores,,,,,
414.0,281.0,259.0,Fabricación De Productos Elaborados De Metal Ncp; Servicios De Trabajo De Metales,29.0,2915.0,Fabricación de equipo de elevación y manipulación,D,,,2915,4,Fabricación de equipo de elevación y manipulación,2816.0,Fabricacion de equipo de elevacion y manipulacion,28.0,3.0,0.0
415.0,281.0,259.0,Fabricación De Productos Elaborados De Metal Ncp; Servicios De Trabajo De Metales,29.0,2915.0,Fabricación de equipo de elevación y manipulación,D,,,29150,5,Fabricación de equipo de elevación y manipulación,,,,,
416.0,281.0,259.0,Fabricación De Productos Elaborados De Metal Ncp; Servicios De Trabajo De Metales,29.0,2919.0,Fabricación de  maquinaria de uso general n.c.p.,D,,,2919,4,Fabricación de  maquinaria de uso general n.c.p.,2819.0,Fabricacion de otros tipos de maquinaria y equipo de uso general n.c.p.,28.0,3.0,0.0
417.0,281.0,259.0,Fabricación De Productos Elaborados De Metal Ncp; Servicios De Trabajo De Metales,29.0,2919.0,Fabricación de  maquinaria de uso general n.c.p.,D,,,29190,5,Fabricación de maquinaria y equipo de uso general n.c.p.,,,,,
418.0,282.0,259.0,Fabricación De Productos Elaborados De Metal Ncp; Servicios De Trabajo De Metales,29.0,,,D,,,292,3,Fabricación de maquinaria de uso especial,,,,,
419.0,282.0,259.0,Fabricación De Productos Elaborados De Metal Ncp; Servicios De Trabajo De Metales,29.0,2921.0,Fabricación de maquinaria agropecuaria,D,,,2921,4,Fabricación de maquinaria agropecuaria,2821.0,Fabricacion de maquinaria agropecuaria y forestal,28.0,3.0,0.0
420.0,282.0,259.0,Fabricación De Productos Elaborados De Metal Ncp; Servicios De Trabajo De Metales,29.0,2921.0,Fabricación de maquinaria agropecuaria,D,,,29211,5,Fabricación de tractores,,,,,
421.0,282.0,259.0,Fabricación De Productos Elaborados De Metal Ncp; Servicios De Trabajo De Metales,29.0,2921.0,Fabricación de maquinaria agropecuaria,D,,,29212,5,Fabricación de maquinaria agrícola,,,,,
422.0,282.0,259.0,Fabricación De Productos Elaborados De Metal Ncp; Servicios De Trabajo De Metales,29.0,2921.0,Fabricación de maquinaria agropecuaria,D,,,29213,5,Fabricación de implementos agrícolas,,,,,
423.0,282.0,259.0,Fabricación De Productos Elaborados De Metal Ncp; Servicios De Trabajo De Metales,29.0,2922.0,Fabricación de máquinas herramienta,D,,,2922,4,Fabricación de máquinas herramienta,2822.0,Fabricacion de maquinas formadoras de metal y de maquinas herramienta,28.0,3.0,0.0
424.0,282.0,259.0,Fabricación De Productos Elaborados De Metal Ncp; Servicios De Trabajo De Metales,29.0,2923.0,Fabricación de maquinaria metalúrgica,D,,,2923,4,Fabricación de maquinaria metalúrgica,2823.0,Fabricacion de maquinaria para la metalurgia,28.0,3.0,0.0
425.0,282.0,259.0,Fabricación De Productos Elaborados De Metal Ncp; Servicios De Trabajo De Metales,29.0,2924.0,Fabricación de maquinaria para la explotación de minas y canteras y para obras de construcción,D,,,2924,4,Fabricación de maquinaria para la explotación de minas y canteras y para obras de construcción,2824.0,Fabricacion de maquinaria para explotacion de minas y canteras y para obras de construccion,28.0,3.0,0.0
426.0,282.0,259.0,Fabricación De Productos Elaborados De Metal Ncp; Servicios De Trabajo De Metales,29.0,2925.0,"Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco",D,,,2925,4,"Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco",2825.0,"Fabricacion de maquinaria para la elaboracion de alimentos, bebidas y tabaco",28.0,3.0,0.0
