c25322,Producao de artefatos estampados de metal; metalurgia do po,,
c25390,"Servicos de usinagem, solda, tratamento e revestimento em metais",,
c25411,Fabricacao de artigos de cutelaria,,
c25420,"Fabricacao de artigos de serralheria, exceto esquadrias",,
c25438,Fabricacao de ferramentas,,
c25501,"Fabricacao de equipamento belico pesado, armas de fogo e municoes",,
c25918,Fabricacao de embalagens metalicas,,
c25926,Fabricacao de produtos de trefilados de metal,,
c25934,Fabricacao de artigos de metal para uso domestico e pessoal,,
c25993,Fabricacao de produtos de metal nao especificados anteriormente,,
c26108,Fabricacao de componentes eletronicos,,
c26213,Fabricacao de equipamentos de informatica,,
c26221,Fabricacao de perifericos para equipamentos de informatica,,
c26311,Fabricacao de equipamentos transmissores de comunicacao,,
c26329,Fabricacao de aparelhos telefonicos e de outros equipamentos de comunicacao,,
c26400,"Fabricacao de aparelhos de recepcao, reproducao, gravacao e amplificacao de audio e video",,
c26515,"Fabricacao de aparelhos e equipamentos de medida, teste e controle",,
c26523,Fabricacao de cronometros e relogios,,
c26604,Fabricacao de aparelhos eletromedicos e eletroterapeuticos e equipamentos de irradiacao,,
c26701,"Fabricacao de equipamentos e instrumentos opticos, fotograficos e cinematograficos",,
c26809,"Fabricacao de midias virgens, magneticas e opticas",,
c27104,"Fabricacao de geradores, transformadores e motores eletricos",,
c27210,"Fabricacao de pilhas, baterias e acumuladores eletricos, exceto para veiculos automotores",,
c27228,Fabricacao de baterias e acumuladores para veiculos automotores,,
c27317,Fabricacao de aparelhos e equipamentos para distribuicao e controle de energia eletrica,,
c27325,Fabricacao de material eletrico para instalacoes em circuito de consumo,,
c27333,"Fabricacao de fios, cabos e condutores eletricos isolados",,
c27406,Fabricacao de lampadas e outros equipamentos de iluminacao,,
c27511,"Fabricacao de fogoes, refrigeradores e maquinas de lavar e secar para uso domestico",,
c27597,Fabricacao de aparelhos eletrodomesticos nao especificados anteriormente,,
c27902,Fabricacao de equipamentos e aparelhos eletricos nao especificados anteriormente,,
c28119,"Fabricacao de motores e turbinas, exceto para avioes e veiculos rodoviarios",,
c28127,"Fabricacao de equipamentos hidraulicos e pneumaticos, exceto valvulas",,
c28135,"Fabricacao de valvulas, registros e dispositivos semelhantes",,
c28143,Fabricacao de compressores,,
c28151,Fabricacao de equipamentos de transmissao para fins industriais,,
c28216,Fabricacao de aparelhos e equipamentos para instalacoes termicas,,
c28224,"Fabricacao de maquinas, equipamentos e aparelhos para transporte e elevacao de cargas e pessoas",,
c28232,Fabricacao de maquinas e aparelhos de refrigeracao e ventilacao para uso industrial e comercial,,
c28241,Fabricacao de aparelhos e equipamentos de ar condicionado,,
c28259,Fabricacao de maquinas e equipamentos para saneamento basico e ambiental,,
c28291,Fabricacao de maquinas e equipamentos de uso geral nao especificados anteriormente,,
c28313,Fabricacao de tratores agricolas,,
c28321,Fabricacao de equipamentos para irrigacao agricola,,
c28330,"Fabricacao de maquinas e equipamentos para a agricultura e pecuaria, exceto para irrigacao",,
c28402,Fabricacao de maquinas-ferramenta,,
c28518,Fabricacao de maquinas e equipamentos para a prospeccao e extracao de petroleo,,
c28526,"Fabricacao de outras maquinas e equipamentos para uso na extracao mineral, exceto na extracao de petroleo",,
c28534,"Fabricacao de tratores, exceto agricolas",,
c28542,"Fabricacao de maquinas e equipamentos para terraplenagem, pavimentacao e construcao, exceto tratores",,
c28615,"Fabricacao de maquinas para a industria metalurgica, exceto maquinas-ferramenta",,
c28623,"Fabricacao de maquinas e equipamentos para as industrias de alimentos, bebidas e fumo",,
c28631,Fabricacao de maquinas e equipamentos para a industria textil,,
c28640,"Fabricacao de maquinas e equipamentos para as industrias do vestuario, do couro e de calcados",,
c28658,"Fabricacao de maquinas e equipamentos para as industrias de celulose, papel e papelao e artefatos",,
c28666,Fabricacao de maquinas e equipamentos para a industria do plastico,,
c28691,Fabricacao de maquinas e equipamentos para uso industrial especifico nao especificados anteriormente,,
c29107,"Fabricacao de automoveis, camionetas e utilitarios",,
c29204,Fabricacao de caminhoes e onibus,,
c29301,"Fabricacao de cabines, carrocerias e reboques para veiculos automotores",,
c29417,Fabricacao de pecas e acessorios para o sistema motor de veiculos automotores,,
c29425,Fabricacao de pecas e acessorios para os sistemas de marcha e transmissao de veiculos automotores,,
c29433,Fabricacao de pecas e acessorios para o sistema de freios de veiculos automotores,,
c29441,Fabricacao de pecas e acessorios para o sistema de direcao e suspensao de veiculos automotores,,
c29450,"Fabricacao de material eletrico e eletronico para veiculos automotores, exceto baterias",,
c29492,Fabricacao de pecas e acessorios para veiculos automotores nao especificados anteriormente,,
c29506,Recondicionamento e recuperacao de motores para veiculos automotores,,
c30113,Construcao de embarcacoes e estruturas flutuantes,,
c30121,Construcao de embarcacoes para esporte e lazer,,
c30318,"Fabricacao de locomotivas, vagoes e outros materiais rodantes",,
c30326,Fabricacao de pecas e acessorios para veiculos ferroviarios,,
c30415,Fabricacao de aeronaves,,
c30423,"Fabricacao de turbinas, motores e outros componentes e pecas para aeronaves",,
c30504,Fabricacao de veiculos militares de combate,,
c30911,Fabricacao de motocicletas,,
c30920,Fabricacao de bicicletas e triciclos nao-motorizados,,
c30997,Fabricacao de equipamentos de transporte nao especificados anteriormente,,
c31012,Fabricacao de moveis com predominancia de madeira,,
c31021,Fabricacao de moveis com predominancia de metal,,
c31039,"Fabricacao de moveis de outros materiais, exceto madeira e metal",,
c31047,Fabricacao de colchoes,,
c32116,Lapidacao de gemas e fabricacao de artefatos de ourivesaria e joalheria,,
c32124,Fabricacao de bijuterias e artefatos semelhantes,,
c32205,Fabricacao de instrumentos musicais,,
c32302,Fabricacao de artefatos para pesca e esporte,,
c32400,Fabricacao de brinquedos e jogos recreativos,,
c32507,Fabricacao de instrumentos e materiais para uso medico e odontologico e de artigos opticos,,
c32914,"Fabricacao de escovas, pinceis e vassouras",,
c32922,Fabricacao de equipamentos e acessorios para seguranca e protecao pessoal e profissional,,
c32990,Fabricacao de produtos diversos nao especificados anteriormente,,
c33112,"Manutencao e reparacao de tanques, reservatorios metalicos e caldeiras, exceto para veiculos",,
c33121,Manutencao e reparacao de equipamentos eletronicos e opticos,,
c33139,Manutencao e reparacao de maquinas e equipamentos eletricos,,
c33147,Manutencao e reparacao de maquinas e equipamentos da industria mecanica,,
c33155,Manutencao e reparacao de veiculos ferroviarios,,
c33163,Manutencao e reparacao de aeronaves,,
c33171,Manutencao e reparacao de embarcacoes,,
c33198,Manutencao e reparacao de equipamentos e produtos nao especificados anteriormente,,
c33210,Instalacao de maquinas e equipamentos industriais,,
c33295,Instalacao de equipamentos nao especificados anteriormente,,
d35115,Geracao de energia eletrica,,
d35123,Transmissao de energia eletrica,,
d35131,Comercio atacadista de energia eletrica,,
d35140,Distribuicao de energia eletrica,,
d35204,Producao de gas; processamento de gas natural; distribuicao de combustiveis gasosos por redes urbanas,,
d35301,"Producao e distribuicao de vapor, agua quente e ar condicionado",,
e36006,"Captacao, tratamento e distribuicao de agua",,
e37011,Gestao de redes de esgoto,,
e37029,"Atividades relacionadas a esgoto, exceto a gestao de redes",,
e38114,Coleta de residuos nao-perigosos,,
e38122,Coleta de residuos perigosos,,
e38211,Tratamento e disposicao de residuos nao-perigosos,,
e38220,Tratamento e disposicao de residuos perigosos,,
e38319,Recuperacao de materiais metalicos,,
e38327,Recuperacao de materiais plasticos,,
e38394,Recuperacao de materiais nao especificados anteriormente,,
e39005,Descontaminacao e outros servicos de gestao de residuos,,
f41107,Incorporacao de empreendimentos imobiliarios,,
f41204,Construcao de edificios,,
f42111,Construcao de rodovias e ferrovias,,
f42120,Construcao de obras-de-arte especiais,,
f42138,"Obras de urbanizacao - ruas, pracas e calcadas",,
f42219,Obras para geracao e distribuicao de energia eletrica e para telecomunicacoes,,
f42227,"Construcao de redes de abastecimento de agua, coleta de esgoto e construcoes correlatas",,
f42235,"Construcao de redes de transportes por dutos, exceto para agua e esgoto",,
f42910,"Obras portuarias, maritimas e fluviais",,
f42928,Montagem de instalacoes industriais e de estruturas metalicas,,
f42995,Obras de engenharia civil nao especificadas anteriormente,,
f43118,Demolicao e preparacao de canteiros de obras,,
f43126,Perfuracoes e sondagens,,
f43134,Obras de terraplenagem,,
f43193,Servicos de preparacao do terreno nao especificados anteriormente,,
f43215,Instalacoes eletricas,,
f43223,"Instalacoes hidraulicas, de sistemas de ventilacao e refrigeracao",,
f43291,Obras de instalacoes em construcoes nao especificadas anteriormente,,
f43304,Obras de acabamento,,
f43916,Obras de fundacoes,,
f43991,Servicos especializados para construcao nao especificados anteriormente,,
g45111,Comercio a varejo e por atacado de veiculos automotores,,
g45129,Representantes comerciais e agentes do comercio de veiculos automotores,,
g45200,Manutencao e reparacao de veiculos automotores,,
g45307,Comercio de pecas e acessorios para veiculos automotores,,
g45412,"Comercio por atacado e a varejo de motocicletas, pecas e acessorios",,
g45421,"Representantes comerciais e agentes do comercio de motocicletas, pecas e acessorios",,
g45439,Manutencao e reparacao de motocicletas,,
g46117,Representantes comerciais e agentes do comercio de materias-primas agricolas e animais vivos,,
g46125,"Representantes comerciais e agentes do comercio de combustiveis, minerais, produtos siderurgicos e quimicos",,
g46133,"Representantes comerciais e agentes do comercio de madeira, material de construcao e ferragens",,
g46141,"Representantes comerciais e agentes do comercio de maquinas, equipamentos, embarcacoes e aeronaves",,
g46150,"Representantes comerciais e agentes do comercio de eletrodomesticos, moveis e artigos de uso domestico",,
g46168,"Representantes comerciais e agentes do comercio de texteis, vestuario, calcados e artigos de viagem",,
g46176,"Representantes comerciais e agentes do comercio de produtos alimenticios, bebidas e fumo",,
g46184,Representantes comerciais e agentes do comercio especializado em produtos nao especificados anteriormente,,
g46192,Representantes comerciais e agentes do comercio de mercadorias em geral nao especializado,,
g46214,Comercio atacadista de cafe em grao,,
g46222,Comercio atacadista de soja,,
g46231,"Comercio atacadista de animais vivos, alimentos para animais e materias-primas agricolas, exceto cafe e soja",,
g46311,Comercio atacadista de leite e laticinios,,
g46320,"Comercio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e feculas",,
g46338,Comercio atacadista de hortifrutigranjeiros,,
g46346,"Comercio atacadista de carnes, produtos da carne e pescado",,
g46354,Comercio atacadista de bebidas,,
g46362,Comercio atacadista de produtos do fumo,,
g46371,Comercio atacadista especializado em produtos alimenticios nao especificados anteriormente,,
g46397,Comercio atacadista de produtos alimenticios em geral,,
g46419,"Comercio atacadista de tecidos, artefatos de tecidos e de armarinho",,
g46427,Comercio atacadista de artigos do vestuario e acessorios,,
g46435,Comercio atacadista de calcados e artigos de viagem,,
g46443,Comercio atacadista de produtos farmaceuticos para uso humano e veterinario,,
g46451,"Comercio atacadista de instrumentos e materiais para uso medico, cirurgico, ortopedico e odontologico",,
g46460,"Comercio atacadista de cosmeticos, produtos de perfumaria e de higiene pessoal",,
g46478,"Comercio atacadista de artigos de escritorio e de papelaria; livros, jornais e outras publicacoes",,
g46494,Comercio atacadista de equipamentos e artigos de uso pessoal e domestico nao especificados anteriormente,,
g46516,"Comercio atacadista de computadores, perifericos e suprimentos de informatica",,
g46524,Comercio atacadista de componentes eletronicos e equipamentos de telefonia e comunicacao,,
g46613,"Comercio atacadista de maquinas, aparelhos e equipamentos para uso agropecuario; partes e pecas",,
g46621,"Comercio atacadista de maquinas, equipamentos para terraplenagem, mineracao e construcao; partes e pecas",,
g46630,Comercio atacadista de maquinas e equipamentos para uso industrial; partes e pecas,,
g46648,"Comercio atacadista de maquinas, aparelhos e equipamentos para uso odonto-medico-hospitalar; partes e pecas",,
g46656,Comercio atacadista de maquinas e equipamentos para uso comercial; partes e pecas,,
g46699,"Comercio atacadista de maquinas, aparelhos e equipamentos nao especificados anteriormente; partes e pecas",,
g46711,Comercio atacadista de madeira e produtos derivados,,
g46729,Comercio atacadista de ferragens e ferramentas,,
g46737,Comercio atacadista de material eletrico,,
g46745,Comercio atacadista de cimento,,
g46796,Comercio atacadista especializado de materiais de construcao nao especificados anteriormente e de materiais de construcao em geral,,
g46818,"Comercio atacadista de combustiveis solidos, liquidos e gasosos, exceto gas natural e glp",,
g46826,Comercio atacadista de gas liquefeito de petroleo (glp),,
g46834,"Comercio atacadista de defensivos agricolas, adubos, fertilizantes e corretivos do solo",,
g46842,"Comercio atacadista de produtos quimicos e petroquimicos, exceto agroquimicos",,
g46851,"Comercio atacadista de produtos siderurgicos e metalurgicos, exceto para construcao",,
g46869,Comercio atacadista de papel e papelao em bruto e de embalagens,,
g46877,Comercio atacadista de residuos e sucatas,,
g46893,Comercio atacadista especializado de outros produtos intermediarios nao especificados anteriormente,,
g46915,"Comercio atacadista de mercadorias em geral, com predominancia de produtos alimenticios",,
g46923,"Comercio atacadista de mercadorias em geral, com predominancia de insumos agropecuarios",,
g46931,"Comercio atacadista de mercadorias em geral, sem predominancia de alimentos ou de insumos agropecuarios",,
g47113,"Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - hipermercados e supermercados",,
g47121,"Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - minimercados, mercearias e armazens",,
g47130,"Comercio varejista de mercadorias em geral, sem predominancia de produtos alimenticios",,
g47211,"Comercio varejista de produtos de padaria, laticinio, doces, balas e semelhantes",,
g47229,Comercio varejista de carnes e pescados - acougues e peixarias,,
g47237,Comercio varejista de bebidas,,
g47245,Comercio varejista de hortifrutigranjeiros,,
g47296,Comercio varejista de produtos alimenticios em geral ou especializado em produtos alimenticios nao especificados anteriormente; produtos do fumo,,
g47318,Comercio varejista de combustiveis para veiculos automotores,,
g47326,Comercio varejista de lubrificantes,,
g47415,Comercio varejista de tintas e materiais para pintura,,
g47423,Comercio varejista de material eletrico,,
g47431,Comercio varejista de vidros,,
g47440,"Comercio varejista de ferragens, madeira e materiais de construcao",,
g47512,Comercio varejista especializado de equipamentos e suprimentos de informatica,,
g47521,Comercio varejista especializado de equipamentos de telefonia e comunicacao,,
g47539,Comercio varejista especializado de eletrodomesticos e equipamentos de audio e video,,
g47547,"Comercio varejista especializado de moveis, colchoaria e artigos de iluminacao",,
g47555,"Comercio varejista especializado de tecidos e artigos de cama, mesa e banho",,
g47563,Comercio varejista especializado de instrumentos musicais e acessorios,,
g47571,"Comercio varejista especializado de pecas e acessorios para aparelhos eletroeletronicos para uso domestico, exceto informatica e comunicacao",,
g47598,Comercio varejista de artigos de uso domestico nao especificados anteriormente,,
g47610,"Comercio varejista de livros, jornais, revistas e papelaria",,
