Year,Month,BRA ID,Exports,Imports,Export Weight,Import Weight,Product Diversity,Effective Product Diversity,Export Destination Diversity,Effective Export Destination Diversity,Nominal Export Growth (1 year),Nominal Import Growth (1 year),Nominal Export Growth (5 year),Nominal Import Growth (5 year),Economic Complexity,Year,Month,BRA ID,Exports,Imports,Export Weight,Import Weight,Product Diversity,Effective Product Diversity,Export Destination Diversity,Effective Export Destination Diversity,Nominal Export Growth (1 year),Nominal Import Growth (1 year),Nominal Export Growth (5 year),Nominal Import Growth (5 year),Economic Complexity
2016,0,2pe0002,,940629.000,,4801000.000,0,,0,,,,,,,2016,0,2pe0002,,940629.000,,4801000.000,0,,0,,,,,,
2016,0,2pe0003,1387847.000,65364.000,4860389.000,3850.000,2,1.406,4,1.875,,,,,,2016,0,2pe0003,1387847.000,65364.000,4860389.000,3850.000,2,1.406,4,1.875,,,,,
2016,0,2pe0004,62104.000,,2500.000,,2,1.965,3,2.713,,,,,,2016,0,2pe0004,62104.000,,2500.000,,2,1.965,3,2.713,,,,,
2016,0,2pe0005,9324811.000,31157514.000,3550694.000,11896010.000,8,1.124,8,1.562,,,,,,2016,0,2pe0005,9324811.000,31157514.000,3550694.000,11896010.000,8,1.124,8,1.562,,,,,
2016,0,2pe0100,11586528.000,599796.000,28852170.000,685371.000,4,1.362,6,2.198,,,,,,2016,0,2pe0100,11586528.000,599796.000,28852170.000,685371.000,4,1.362,6,2.198,,,,,
2016,0,2pe0101,38398972.000,186155218.000,11584576.000,34153689.000,17,2.422,43,3.253,,,,,,2016,0,2pe0101,38398972.000,186155218.000,11584576.000,34153689.000,17,2.422,43,3.253,,,,,
2016,0,2pe0102,2387209.000,8458161.000,4231597.000,4769833.000,7,2.627,13,2.984,,,,,,2016,0,2pe0102,2387209.000,8458161.000,4231597.000,4769833.000,7,2.627,13,2.984,,,,,
2016,0,2pe0201,6434199.000,37251984.000,5083313.000,63443653.000,18,5.993,15,5.771,,,,,,2016,0,2pe0201,6434199.000,37251984.000,5083313.000,63443653.000,18,5.993,15,5.771,,,,,
2016,0,2pe0202,12540071.000,187309784.000,11354455.000,265834493.000,121,20.578,46,11.597,,,,,,2016,0,2pe0202,12540071.000,187309784.000,11354455.000,265834493.000,121,20.578,46,11.597,,,,,
2016,0,2pe0203,117168950.000,461210705.000,254972211.000,840863033.000,37,6.539,38,7.125,,,,,,2016,0,2pe0203,117168950.000,461210705.000,254972211.000,840863033.000,37,6.539,38,7.125,,,,,
2016,0,2pe0300,3714408.000,,3846420.000,,1,1.000,3,1.763,,,,,,2016,0,2pe0300,3714408.000,,3846420.000,,1,1.000,3,1.763,,,,,
2016,0,2pe0301,12167543.000,1856984.000,13194071.000,1710359.000,12,5.846,20,4.208,,,,,,2016,0,2pe0301,12167543.000,1856984.000,13194071.000,1710359.000,12,5.846,20,4.208,,,,,
2016,0,2pe0400,68985.000,24746.000,356145.000,10000.000,2,1.600,5,4.775,,,,,,2016,0,2pe0400,68985.000,24746.000,356145.000,10000.000,2,1.600,5,4.775,,,,,
2016,0,2pe0401,,192301.000,,50000.000,0,,0,,,,,,,2016,0,2pe0401,,192301.000,,50000.000,0,,0,,,,,,
2016,0,2pe0403,106375.000,29673.000,267840.000,25200.000,1,1.000,1,1.000,,,,,,2016,0,2pe0403,106375.000,29673.000,267840.000,25200.000,1,1.000,1,1.000,,,,,
2016,0,2pi0000,3551051.000,,912244.000,,4,1.183,13,6.208,,,,,,2016,0,2pi0000,3551051.000,,912244.000,,4,1.183,13,6.208,,,,,
2016,0,2pi0002,3116284.000,7221012.000,2211641.000,12301725.000,5,2.904,4,2.623,,,,,,2016,0,2pi0002,3116284.000,7221012.000,2211641.000,12301725.000,5,2.904,4,2.623,,,,,
2016,0,2pi0100,930043.000,,165000.000,,1,1.000,4,3.206,,,,,,2016,0,2pi0100,930043.000,,165000.000,,1,1.000,4,3.206,,,,,
2016,0,2pi0101,4321429.000,531992.000,209292.000,130089.000,7,2.302,11,4.542,,,,,,2016,0,2pi0101,4321429.000,531992.000,209292.000,130089.000,7,2.302,11,4.542,,,,,
2016,0,2pi0200,250301.000,255554.000,76800.000,3663.000,1,1.000,1,1.000,,,,,,2016,0,2pi0200,250301.000,255554.000,76800.000,3663.000,1,1.000,1,1.000,,,,,
2016,0,2pi0201,1773772.000,,481303.000,,2,1.760,5,1.798,,,,,,2016,0,2pi0201,1773772.000,,481303.000,,2,1.760,5,1.798,,,,,
2016,0,2pi0300,5270872.000,,23834006.000,,3,2.051,3,2.734,,,,,,2016,0,2pi0300,5270872.000,,23834006.000,,3,2.051,3,2.734,,,,,
2016,0,2pi0301,560748.000,5313796.000,464192.000,21754920.000,2,1.102,3,1.580,,,,,,2016,0,2pi0301,560748.000,5313796.000,464192.000,21754920.000,2,1.102,3,1.580,,,,,
2016,0,2pi0304,,114611.000,,10000.000,0,,0,,,,,,,2016,0,2pi0304,,114611.000,,10000.000,0,,0,,,,,,
2016,0,2rn0001,1977479.000,664928.000,4268347.000,85171.000,2,1.001,3,1.798,,,,,,2016,0,2rn0001,1977479.000,664928.000,4268347.000,85171.000,2,1.001,3,1.798,,,,,
2016,0,2rn0100,140268.000,,171680.000,,2,1.939,1,1.000,,,,,,2016,0,2rn0100,140268.000,,171680.000,,2,1.939,1,1.000,,,,,
2016,0,2rn0101,6112178.000,30559.000,176928547.000,1145.000,2,1.720,5,3.024,,,,,,2016,0,2rn0101,6112178.000,30559.000,176928547.000,1145.000,2,1.720,5,3.024,,,,,
2016,0,2rn0102,37621.000,,140504.000,,1,1.000,2,1.936,,,,,,2016,0,2rn0102,37621.000,,140504.000,,1,1.000,2,1.936,,,,,
2016,0,2rn0103,2446433.000,48840.000,2560551.000,50000.000,5,4.033,7,5.138,,,,,,2016,0,2rn0103,2446433.000,48840.000,2560551.000,50000.000,5,4.033,7,5.138,,,,,
2016,0,2rn0104,94275.000,430761.000,13000.000,9401.000,1,1.000,1,1.000,,,,,,2016,0,2rn0104,94275.000,430761.000,13000.000,9401.000,1,1.000,1,1.000,,,,,
2016,0,2rn0200,782532.000,122757.000,879339.000,2041.000,2,1.980,8,6.289,,,,,,2016,0,2rn0200,782532.000,122757.000,879339.000,2041.000,2,1.980,8,6.289,,,,,
2016,0,2rn0201,1491766.000,123846.000,2372850.000,20360.000,2,1.771,2,1.771,,,,,,2016,0,2rn0201,1491766.000,123846.000,2372850.000,20360.000,2,1.771,2,1.771,,,,,
2016,0,2rn0202,9132518.000,4294421.000,5234786.000,3185071.000,16,6.559,34,14.700,,,,,,2016,0,2rn0202,9132518.000,4294421.000,5234786.000,3185071.000,16,6.559,34,14.700,,,,,
2016,0,2rn0203,9026449.000,22593938.000,2041667.000,69572739.000,18,5.391,21,3.895,,,,,,2016,0,2rn0203,9026449.000,22593938.000,2041667.000,69572739.000,18,5.391,21,3.895,,,,,
2016,0,2rn0300,372653.000,,736470.000,,1,1.000,4,3.238,,,,,,2016,0,2rn0300,372653.000,,736470.000,,1,1.000,4,3.238,,,,,
2016,0,2rn0301,91200.000,,258660.000,,1,1.000,2,1.335,,,,,,2016,0,2rn0301,91200.000,,258660.000,,1,1.000,2,1.335,,,,,
2016,0,2rn0302,22262204.000,5197386.000,166470334.000,50692110.000,9,3.324,25,8.885,,,,,,2016,0,2rn0302,22262204.000,5197386.000,166470334.000,50692110.000,9,3.324,25,8.885,,,,,
2016,0,2rn0306,2496943.000,99335.000,48772790.000,62289.000,3,2.962,9,4.707,,,,,,2016,0,2rn0306,2496943.000,99335.000,48772790.000,62289.000,3,2.962,9,4.707,,,,,
2016,0,2se0000,53287.000,16925.000,20300.000,20000.000,1,1.000,1,1.000,,,,,,2016,0,2se0000,53287.000,16925.000,20300.000,20000.000,1,1.000,1,1.000,,,,,
2016,0,2se0001,,816022.000,,644720.000,0,,0,,,,,,,2016,0,2se0001,,816022.000,,644720.000,0,,0,,,,,,
2016,0,2se0003,148369.000,1156511.000,4831.000,136507.000,2,1.129,3,2.200,,,,,,2016,0,2se0003,148369.000,1156511.000,4831.000,136507.000,2,1.129,3,2.200,,,,,
2016,0,2se0100,121300.000,14405953.000,88079.000,35607129.000,10,5.523,9,5.865,,,,,,2016,0,2se0100,121300.000,14405953.000,88079.000,35607129.000,10,5.523,9,5.865,,,,,
2016,0,2se0101,1088388.000,14561806.000,3240000.000,101983265.000,1,1.000,1,1.000,,,,,,2016,0,2se0101,1088388.000,14561806.000,3240000.000,101983265.000,1,1.000,1,1.000,,,,,
2016,0,2se0103,,145853.000,,691.000,0,,0,,,,,,,2016,0,2se0103,,145853.000,,691.000,0,,0,,,,,,
2016,0,2se0104,16079885.000,1619109.000,8386299.000,675620.000,5,2.004,25,4.865,,,,,,2016,0,2se0104,16079885.000,1619109.000,8386299.000,675620.000,5,2.004,25,4.865,,,,,
2016,0,2se0106,,4023.000,,44.000,0,,0,,,,,,,2016,0,2se0106,,4023.000,,44.000,0,,0,,,,,,
2016,0,2se0200,1317145.000,467899.000,64295.000,210425.000,3,2.787,12,6.677,,,,,,2016,0,2se0200,1317145.000,467899.000,64295.000,210425.000,3,2.787,12,6.677,,,,,
2016,0,3df0000,30646146.000,518425159.000,37849414.000,55123269.000,39,5.219,42,9.187,,,,,,2016,0,3df0000,30646146.000,518425159.000,37849414.000,55123269.000,39,5.219,42,9.187,,,,,
2016,0,3go0000,40349578.000,306195830.000,40082235.000,41194143.000,53,8.657,46,9.116,,,,,,2016,0,3go0000,40349578.000,306195830.000,40082235.000,41194143.000,53,8.657,46,9.116,,,,,
2016,0,3go0001,11015432.000,36356.000,10513976.000,25051.000,3,1.825,28,14.217,,,,,,2016,0,3go0001,11015432.000,36356.000,10513976.000,25051.000,3,1.825,28,14.217,,,,,
2016,0,3go0002,98361546.000,4610117.000,47811611.000,55906729.000,5,2.392,21,10.781,,,,,,2016,0,3go0002,98361546.000,4610117.000,47811611.000,55906729.000,5,2.392,21,10.781,,,,,
2016,0,3go0003,122195043.000,124747547.000,50852475.000,16420594.000,117,8.908,62,12.937,,,,,,2016,0,3go0003,122195043.000,124747547.000,50852475.000,16420594.000,117,8.908,62,12.937,,,,,
2016,0,3go0100,40414370.000,3970772.000,160135397.000,5358028.000,14,3.340,31,14.449,,,,,,2016,0,3go0100,40414370.000,3970772.000,160135397.000,5358028.000,14,3.340,31,14.449,,,,,
2016,0,3go0101,1469.000,,43.000,,1,1.000,1,1.000,,,,,,2016,0,3go0101,1469.000,,43.000,,1,1.000,1,1.000,,,,,
2016,0,3go0201,21073260.000,7565.000,6586670.000,104.000,4,2.552,16,8.081,,,,,,2016,0,3go0201,21073260.000,7565.000,6586670.000,104.000,4,2.552,16,8.081,,,,,
2016,0,3go0202,75913199.000,2528577.000,7578156.000,420762.000,5,2.724,23,5.997,,,,,,2016,0,3go0202,75913199.000,2528577.000,7578156.000,420762.000,5,2.724,23,5.997,,,,,
2016,0,3go0300,,5825.000,,133.000,0,,0,,,,,,,2016,0,3go0300,,5825.000,,133.000,0,,0,,,,,,
2016,0,3go0301,161078506.000,3801743.000,123978098.000,4249868.000,4,1.297,18,4.214,,,,,,2016,0,3go0301,161078506.000,3801743.000,123978098.000,4249868.000,4,1.297,18,4.214,,,,,
2016,0,3go0400,71585660.000,157052110.000,38248556.000,230959758.000,24,2.627,32,10.748,,,,,,2016,0,3go0400,71585660.000,157052110.000,38248556.000,230959758.000,24,2.627,32,10.748,,,,,
2016,0,3go0401,141392713.000,21542918.000,314740011.000,43530104.000,36,5.946,44,13.010,,,,,,2016,0,3go0401,141392713.000,21542918.000,314740011.000,43530104.000,36,5.946,44,13.010,,,,,
2016,0,3go0402,16306341.000,458815.000,64614958.000,14550.000,5,3.158,13,8.313,,,,,,2016,0,3go0402,16306341.000,458815.000,64614958.000,14550.000,5,3.158,13,8.313,,,,,
2016,0,3go0403,80215738.000,3137478.000,217457102.000,3505678.000,10,2.897,29,7.973,,,,,,2016,0,3go0403,80215738.000,3137478.000,217457102.000,3505678.000,10,2.897,29,7.973,,,,,
2016,0,3go0404,262102313.000,54013370.000,976475602.000,162296553.000,15,3.585,39,9.565,,,,,,2016,0,3go0404,262102313.000,54013370.000,976475602.000,162296553.000,15,3.585,39,9.565,,,,,
2016,0,3go0405,75745994.000,329348.000,105367057.000,7578.000,11,4.006,43,19.587,,,,,,2016,0,3go0405,75745994.000,329348.000,105367057.000,7578.000,11,4.006,43,19.587,,,,,
2016,0,3ms0000,33073610.000,341589.000,125401408.000,126537.000,5,2.219,23,5.312,,,,,,2016,0,3ms0000,33073610.000,341589.000,125401408.000,126537.000,5,2.219,23,5.312,,,,,
2016,0,3ms0001,119321152.000,82510796.000,102787185.000,76559758.000,59,9.110,69,17.844,,,,,,2016,0,3ms0001,119321152.000,82510796.000,102787185.000,76559758.000,59,9.110,69,17.844,,,,,
2016,0,3ms0100,53226705.000,6792.000,166440953.000,120.000,9,3.076,27,6.854,,,,,,2016,0,3ms0100,53226705.000,6792.000,166440953.000,120.000,9,3.076,27,6.854,,,,,
2016,0,3ms0101,48315555.000,15100982.000,14242741.000,3440486.000,13,3.564,35,12.764,,,,,,2016,0,3ms0101,48315555.000,15100982.000,14242741.000,3440486.000,13,3.564,35,12.764,,,,,
2016,0,3ms0102,11539606.000,1703838.000,23844991.000,1532776.000,23,5.042,25,10.703,,,,,,2016,0,3ms0102,11539606.000,1703838.000,23844991.000,1532776.000,23,5.042,25,10.703,,,,,
2016,0,3ms0103,316714503.000,70435082.000,703507493.000,41895408.000,17,1.351,53,8.066,,,,,,2016,0,3ms0103,316714503.000,70435082.000,703507493.000,41895408.000,17,1.351,53,8.066,,,,,
2016,0,3ms0200,2130347.000,29606.000,552981.000,438542.000,5,2.438,2,1.695,,,,,,2016,0,3ms0200,2130347.000,29606.000,552981.000,438542.000,5,2.438,2,1.695,,,,,
2016,0,3ms0201,34965714.000,389309151.000,902348711.000,2070509594.000,332,9.076,3,2.014,,,,,,2016,0,3ms0201,34965714.000,389309151.000,902348711.000,2070509594.000,332,9.076,3,2.014,,,,,
2016,0,3ms0300,17032.000,343189.000,90030.000,6000003.000,1,1.000,1,1.000,,,,,,2016,0,3ms0300,17032.000,343189.000,90030.000,6000003.000,1,1.000,1,1.000,,,,,
2016,0,3ms0301,157698709.000,28319818.000,519530651.000,84537983.000,357,5.551,52,9.661,,,,,,2016,0,3ms0301,157698709.000,28319818.000,519530651.000,84537983.000,357,5.551,52,9.661,,,,,
2016,0,3ms0302,40851129.000,5739411.000,47986789.000,3876055.000,13,5.732,41,13.319,,,,,,2016,0,3ms0302,40851129.000,5739411.000,47986789.000,3876055.000,13,5.732,41,13.319,,,,,
2016,0,3mt0000,2379938.000,50467.000,4106903.000,1122613.000,8,2.080,7,3.866,,,,,,2016,0,3mt0000,2379938.000,50467.000,4106903.000,1122613.000,8,2.080,7,3.866,,,,,
2016,0,3mt0002,187661102.000,20755543.000,523840121.000,63388104.000,34,5.259,47,17.799,,,,,,2016,0,3mt0002,187661102.000,20755543.000,523840121.000,63388104.000,34,5.259,47,17.799,,,,,
2016,0,3mt0003,6684001.000,278.000,9951360.000,15.000,4,2.027,7,3.956,,,,,,2016,0,3mt0003,6684001.000,278.000,9951360.000,15.000,4,2.027,7,3.956,,,,,
2016,0,3mt0100,145716866.000,12912658.000,562651289.000,42885748.000,9,3.304,25,9.026,,,,,,2016,0,3mt0100,145716866.000,12912658.000,562651289.000,42885748.000,9,3.304,25,9.026,,,,,
2016,0,3mt0101,48241080.000,3535.000,26882630.000,2.000,9,2.291,31,8.366,,,,,,2016,0,3mt0101,48241080.000,3535.000,26882630.000,2.000,9,2.291,31,8.366,,,,,
2016,0,3mt0102,29507634.000,,113162629.000,,2,1.861,11,3.307,,,,,,2016,0,3mt0102,29507634.000,,113162629.000,,2,1.861,11,3.307,,,,,
2016,0,3mt0200,4898417.000,,2732611.000,,6,2.611,19,7.741,,,,,,2016,0,3mt0200,4898417.000,,2732611.000,,6,2.611,19,7.741,,,,,
2016,0,3mt0201,1033626522.000,44059408.000,2147483647.000,157754645.000,12,3.141,37,11.674,,,,,,2016,0,3mt0201,1033626522.000,44059408.000,2147483647.000,157754645.000,12,3.141,37,11.674,,,,,
2016,0,3mt0202,20163755.000,,80846399.000,,7,3.556,24,12.207,,,,,,2016,0,3mt0202,20163755.000,,80846399.000,,7,3.556,24,12.207,,,,,
2016,0,3mt0203,44603859.000,,122433418.000,,11,4.615,30,14.897,,,,,,2016,0,3mt0203,44603859.000,,122433418.000,,11,4.615,30,14.897,,,,,
2016,0,3mt0204,62295961.000,8811.000,247531175.000,264.000,6,2.983,15,7.818,,,,,,2016,0,3mt0204,62295961.000,8811.000,247531175.000,264.000,6,2.983,15,7.818,,,,,
2016,0,3mt0205,21209449.000,,7228101.000,,5,2.125,20,8.334,,,,,,2016,0,3mt0205,21209449.000,,7228101.000,,5,2.125,20,8.334,,,,,
2016,0,3mt0206,532290860.000,9896771.000,1752478156.000,30001912.000,11,3.752,53,21.021,,,,,,2016,0,3mt0206,532290860.000,9896771.000,1752478156.000,30001912.000,11,3.752,53,21.021,,,,,
2016,0,3mt0207,156572440.000,32822.000,591239861.000,5406.000,6,2.128,30,12.132,,,,,,2016,0,3mt0207,156572440.000,32822.000,591239861.000,5406.000,6,2.128,30,12.132,,,,,
2016,0,3mt0300,48289741.000,52478133.000,214646918.000,167688147.000,5,2.293,20,7.547,,,,,,2016,0,3mt0300,48289741.000,52478133.000,214646918.000,167688147.000,5,2.293,20,7.547,,,,,
2016,0,3mt0301,216012450.000,1620815.000,855897503.000,4033305.000,7,3.522,28,9.800,,,,,,2016,0,3mt0301,216012450.000,1620815.000,855897503.000,4033305.000,7,3.522,28,9.800,,,,,
2016,0,3mt0302,377662867.000,148796373.000,1075885794.000,525888978.000,17,4.091,51,15.666,,,,,,2016,0,3mt0302,377662867.000,148796373.000,1075885794.000,525888978.000,17,4.091,51,15.666,,,,,
2016,0,3mt0303,1438733.000,,1366026.000,,2,1.183,8,6.889,,,,,,2016,0,3mt0303,1438733.000,,1366026.000,,2,1.183,8,6.889,,,,,
2016,0,3mt0400,29440258.000,,3237082.000,,5,2.418,17,3.923,,,,,,2016,0,3mt0400,29440258.000,,3237082.000,,5,2.418,17,3.923,,,,,
2016,0,3mt0401,21936514.000,,6848193.000,,9,2.743,24,8.916,,,,,,2016,0,3mt0401,21936514.000,,6848193.000,,9,2.743,24,8.916,,,,,
2016,0,3mt0402,62350188.000,41347.000,164302488.000,21234.000,8,4.390,31,12.807,,,,,,2016,0,3mt0402,62350188.000,41347.000,164302488.000,21234.000,8,4.390,31,12.807,,,,,
2016,0,4es0000,5282612.000,10340.000,4359480.000,75.000,5,1.696,19,5.406,,,,,,2016,0,4es0000,5282612.000,10340.000,4359480.000,75.000,5,1.696,19,5.406,,,,,
2016,0,4es0001,149243937.000,2918963.000,2147483647.000,670624.000,4,1.166,31,4.473,,,,,,2016,0,4es0001,149243937.000,2918963.000,2147483647.000,670624.000,4,1.166,31,4.473,,,,,
2016,0,4es0002,300650.000,,251936.000,,5,4.784,6,4.984,,,,,,2016,0,4es0002,300650.000,,251936.000,,5,4.784,6,4.984,,,,,
2016,0,4es0003,949463487.000,852736083.000,2147483647.000,1974557344.000,167,11.907,90,13.382,,,,,,2016,0,4es0003,949463487.000,852736083.000,2147483647.000,1974557344.000,167,11.907,90,13.382,,,,,
2016,0,4es0100,252527190.000,53656688.000,510543623.000,19912266.000,22,2.018,41,6.721,,,,,,2016,0,4es0100,252527190.000,53656688.000,510543623.000,19912266.000,22,2.018,41,6.721,,,,,
2016,0,4es0101,10005.000,,6525.000,,1,1.000,2,1.580,,,,,,2016,0,4es0101,10005.000,,6525.000,,1,1.000,2,1.580,,,,,
2016,0,4es0102,10500429.000,2517226.000,1268023.000,77928.000,4,1.400,12,4.679,,,,,,2016,0,4es0102,10500429.000,2517226.000,1268023.000,77928.000,4,1.400,12,4.679,,,,,
2016,0,4es0200,34082871.000,2634667.000,84927686.000,187584.000,5,1.569,30,2.900,,,,,,2016,0,4es0200,34082871.000,2634667.000,84927686.000,187584.000,5,1.569,30,2.900,,,,,
2016,0,4es0201,42625892.000,6397871.000,68542951.000,769498.000,20,6.176,51,18.335,,,,,,2016,0,4es0201,42625892.000,6397871.000,68542951.000,769498.000,20,6.176,51,18.335,,,,,
2016,0,4es0202,6317475.000,548608.000,10973197.000,184165.000,7,2.082,15,3.262,,,,,,2016,0,4es0202,6317475.000,548608.000,10973197.000,184165.000,7,2.082,15,3.262,,,,,
2016,0,4es0300,8703992.000,,4681200.000,,1,1.000,15,7.031,,,,,,2016,0,4es0300,8703992.000,,4681200.000,,1,1.000,15,7.031,,,,,
2016,0,4es0301,68631724.000,6478485.000,109281192.000,1933367.000,24,1.506,59,3.755,,,,,,2016,0,4es0301,68631724.000,6478485.000,109281192.000,1933367.000,24,1.506,59,3.755,,,,,
2016,0,4es0302,6664516.000,344209.000,8040934.000,10694.000,4,2.023,12,1.751,,,,,,2016,0,4es0302,6664516.000,344209.000,8040934.000,10694.000,4,2.023,12,1.751,,,,,
2016,0,4mg0000,12926324.000,56143149.000,13122815.000,28752127.000,8,2.959,33,14.170,,,,,,2016,0,4mg0000,12926324.000,56143149.000,13122815.000,28752127.000,8,2.959,33,14.170,,,,,
2016,0,4mg0001,7422687.000,2754561.000,3003302.000,28638434.000,8,1.986,10,4.058,,,,,,2016,0,4mg0001,7422687.000,2754561.000,3003302.000,28638434.000,8,1.986,10,4.058,,,,,
2016,0,4mg0002,23493045.000,42012245.000,4319362.000,6040961.000,15,4.140,27,4.731,,,,,,2016,0,4mg0002,23493045.000,42012245.000,4319362.000,6040961.000,15,4.140,27,4.731,,,,,
2016,0,4mg0100,1292334.000,1141924.000,546382.000,48946.000,8,3.701,13,6.412,,,,,,2016,0,4mg0100,1292334.000,1141924.000,546382.000,48946.000,8,3.701,13,6.412,,,,,
2016,0,4mg0101,6238783.000,5008.000,22447946.000,5.000,8,1.915,21,2.118,,,,,,2016,0,4mg0101,6238783.000,5008.000,22447946.000,5.000,8,1.915,21,2.118,,,,,
2016,0,4mg0102,21424779.000,14418589.000,13686728.000,27389145.000,4,1.156,15,2.726,,,,,,2016,0,4mg0102,21424779.000,14418589.000,13686728.000,27389145.000,4,1.156,15,2.726,,,,,
2016,0,4mg0200,1449869.000,,1550400.000,,1,1.000,8,4.905,,,,,,2016,0,4mg0200,1449869.000,,1550400.000,,1,1.000,8,4.905,,,,,
2016,0,4mg0201,1625941.000,184608.000,7231790.000,1518.000,3,1.454,4,2.281,,,,,,2016,0,4mg0201,1625941.000,184608.000,7231790.000,1518.000,3,1.454,4,2.281,,,,,
2016,0,4mg0202,,8278.000,,0.000,0,,0,,,,,,,2016,0,4mg0202,,8278.000,,0.000,0,,0,,,,,,
2016,0,4mg0203,1120263.000,63950.000,355881.000,497.000,4,1.838,6,2.779,,,,,,2016,0,4mg0203,1120263.000,63950.000,355881.000,497.000,4,1.838,6,2.779,,,,,
2016,0,4mg0204,3216980.000,52068.000,10137812.000,307.000,3,2.122,17,7.799,,,,,,2016,0,4mg0204,3216980.000,52068.000,10137812.000,307.000,3,2.122,17,7.799,,,,,
2016,0,4mg0300,942420988.000,445265530.000,2147483647.000,134043309.000,443,17.455,108,11.866,,,,,,2016,0,4mg0300,942420988.000,445265530.000,2147483647.000,134043309.000,443,17.455,108,11.866,,,,,
2016,0,4mg0301,109518881.000,7957209.000,2147483647.000,6061648.000,1,1.000,8,4.945,,,,,,2016,0,4mg0301,109518881.000,7957209.000,2147483647.000,6061648.000,1,1.000,8,4.945,,,,,
2016,0,4mg0302,237008193.000,136565561.000,2147483647.000,670293764.000,10,3.336,35,15.849,,,,,,2016,0,4mg0302,237008193.000,136565561.000,2147483647.000,670293764.000,10,3.336,35,15.849,,,,,
2016,0,4mg0303,232936455.000,110516587.000,2147483647.000,58662767.000,14,2.631,29,10.398,,,,,,2016,0,4mg0303,232936455.000,110516587.000,2147483647.000,58662767.000,14,2.631,29,10.398,,,,,
2016,0,4mg0304,67172153.000,5059880.000,374469138.000,1743691.000,2,1.603,8,6.624,,,,,,2016,0,4mg0304,67172153.000,5059880.000,374469138.000,1743691.000,2,1.603,8,6.624,,,,,
2016,0,4mg0305,308191509.000,1701592.000,2147483647.000,335852.000,8,1.109,28,4.967,,,,,,2016,0,4mg0305,308191509.000,1701592.000,2147483647.000,335852.000,8,1.109,28,4.967,,,,,
2016,0,4mg0306,8828849.000,3035783.000,30619817.000,2163054.000,6,1.407,19,4.701,,,,,,2016,0,4mg0306,8828849.000,3035783.000,30619817.000,2163054.000,6,1.407,19,4.701,,,,,
2016,0,4mg0307,62326852.000,56158159.000,173596572.000,47100194.000,118,6.026,59,15.612,,,,,,2016,0,4mg0307,62326852.000,56158159.000,173596572.000,47100194.000,118,6.026,59,15.612,,,,,
2016,0,4mg0400,136116596.000,11241332.000,13994137.000,8841879.000,6,1.275,10,3.711,,,,,,2016,0,4mg0400,136116596.000,11241332.000,13994137.000,8841879.000,6,1.275,10,3.711,,,,,
2016,0,4mg0401,8837712.000,,25839130.000,,3,1.171,4,1.184,,,,,,2016,0,4mg0401,8837712.000,,25839130.000,,3,1.171,4,1.184,,,,,
2016,0,4mg0500,1039271.000,5463992.000,261805.000,1987456.000,5,1.816,2,1.199,,,,,,2016,0,4mg0500,1039271.000,5463992.000,261805.000,1987456.000,5,1.816,2,1.199,,,,,
2016,0,4mg0502,31818794.000,498032.000,4815558.000,407201.000,9,3.059,25,6.770,,,,,,2016,0,4mg0502,31818794.000,498032.000,4815558.000,407201.000,9,3.059,25,6.770,,,,,
2016,0,4mg0504,72979744.000,31974093.000,10768811.000,1252424.000,20,3.372,50,8.038,,,,,,2016,0,4mg0504,72979744.000,31974093.000,10768811.000,1252424.000,20,3.372,50,8.038,,,,,
2016,0,4mg0505,36893379.000,439251.000,31327918.000,184004.000,9,2.800,33,14.167,,,,,,2016,0,4mg0505,36893379.000,439251.000,31327918.000,184004.000,9,2.800,33,14.167,,,,,
2016,0,4mg0506,797540.000,,560828.000,,3,2.238,6,3.643,,,,,,2016,0,4mg0506,797540.000,,560828.000,,3,2.238,6,3.643,,,,,
2016,0,4mg0600,543177.000,35100.000,1851990.000,280.000,2,1.713,7,5.054,,,,,,2016,0,4mg0600,543177.000,35100.000,1851990.000,280.000,2,1.713,7,5.054,,,,,
2016,0,4mg0601,54323223.000,8491801.000,67794564.000,5340492.000,51,7.423,40,9.674,,,,,,2016,0,4mg0601,54323223.000,8491801.000,67794564.000,5340492.000,51,7.423,40,9.674,,,,,
2016,0,4mg0602,5893897.000,1721124.000,3940635.000,13841273.000,45,4.077,23,7.256,,,,,,2016,0,4mg0602,5893897.000,1721124.000,3940635.000,13841273.000,45,4.077,23,7.256,,,,,
2016,0,4mg0603,3013026.000,60714.000,1657595.000,75031.000,8,1.927,14,8.987,,,,,,2016,0,4mg0603,3013026.000,60714.000,1657595.000,75031.000,8,1.927,14,8.987,,,,,
2016,0,4mg0604,6885755.000,5701697.000,3365262.000,22056711.000,5,1.777,17,7.288,,,,,,2016,0,4mg0604,6885755.000,5701697.000,3365262.000,22056711.000,5,1.777,17,7.288,,,,,
2016,0,4mg0700,30011189.000,8957891.000,16387300.000,7775243.000,10,1.667,29,9.897,,,,,,2016,0,4mg0700,30011189.000,8957891.000,16387300.000,7775243.000,10,1.667,29,9.897,,,,,
2016,0,4mg0701,97625.000,7823.000,533560.000,1216.000,1,1.000,3,2.553,,,,,,2016,0,4mg0701,97625.000,7823.000,533560.000,1216.000,1,1.000,3,2.553,,,,,
2016,0,4mg0702,34552237.000,23416677.000,3635359.000,1780708.000,60,6.900,52,18.265,,,,,,2016,0,4mg0702,34552237.000,23416677.000,3635359.000,1780708.000,60,6.900,52,18.265,,,,,
