"Year","IBGE ID","Location","Imports","Exports","Economic Complexity","Nominal Export Growth (1 year)","Nominal Export Growth (5 year)","Nominal Import Growth (1 year)","Nominal Import Growth (5 year)","Product Diversity","Effective Product Diversity","Export Destination Diversity","Effective Export Destination Diversity"
"2016","4114807","Marialva - PR","USD 11.5M","USD 277M","0.0547","0% ","0% ","0% ","0% ","31","2.473","42","10.8431"
"2016","2607752","Itapissuma - PE","USD 94.2M","USD 6.6M","0.0515","0% ","0% ","0% ","0% ","9","2.135","6","1.902"
"2016","4207577","Iomerê - SC","USD 625k","USD 1.77M","0.0514","0% ","0% ","0% ","0% ","6","2.904","9","6.3"
"2016","3556206","Valinhos - SP","USD 194M","USD 117M","0.0481","0% ","0% ","0% ","0% ","252","12.78","71","13.44"
"2016","3151206","Pirapora - MG","USD 10.4M","USD 172M","0.0477","0% ","0% ","0% ","0% ","9","2.653","35","13.41"
"2016","4310363","Imigrante - RS","USD 324k","USD 3.04M","0.0467","0% ","0% ","0% ","0% ","10","1.886","14","4.0712"
"2016","2307700","Maranguape - CE","USD 16.7M","USD 3.82M","0.046","0% ","0% ","0% ","0% ","33","4.555","31","10.3024"
"2016","4211702","Orleans - SC","USD 3.53M","USD 12.8M","0.0421","0% ","0% ","0% ","0% ","32","3.206","11","5.256"
"2016","3171204","Vespasiano - MG","USD 46.6M","USD 19.9M","0.0392","0% ","0% ","0% ","0% ","106","6.0764","26","5.813"
"2016","3170107","Uberaba - MG","USD 808M","USD 199M","0.0392","0% ","0% ","0% ","0% ","152","7.164","60","24.52"
"2016","4317509","Santo Ângelo - RS","USD 3.73M","USD 70.9M","0.038","0% ","0% ","0% ","0% ","15","1.771","22","4.59"
"2016","4113205","Lapa - PR","USD 26.2M","USD 64.9M","0.037","0% ","0% ","0% ","0% ","21","1.44","43","4.912"
"2016","4101705","Araruna - PR","USD 2.18M","USD 1.85M","0.0361","0% ","0% ","0% ","0% ","19","3.368","8","3.706"
"2016","4120853","Quatro Pontes - PR","USD 686k","USD 4.65M","0.0358","0% ","0% ","0% ","0% ","17","7.4","13","5.378"
"2016","4309654","Hulha Negra - RS","USD 2.32M","USD 96M","0.0313","0% ","0% ","0% ","0% ","6","1.458","45","5.768"
"2016","3540754","Potim - SP","USD 1.36M","USD 2.46M","0.0305","0% ","0% ","0% ","0% ","32","6.224","7","2.253"
"2016","3170800","Várzea da Palma - MG","USD 1.8M","USD 35.4M","0.029","0% ","0% ","0% ","0% ","6","2.2","25","14.08"
"2016","4308102","Feliz - RS","USD 1.46M","USD 7.66M","0.0289","0% ","0% ","0% ","0% ","26","2.307","22","2.965"
"2016","3543808","Rinópolis - SP","USD 34.8k","USD 6.46M","0.0281","0% ","0% ","0% ","0% ","39","1.683","17","6.478"
"2016","4104006","Campina Grande do Sul - PR","USD 20M","USD 2.1M","0.026","0% ","0% ","0% ","0% ","58","15.46","10","3.94"
"2016","3500808","Alfredo Marcondes - SP","USD 2.23M","USD 3.85M","0.0236","0% ","0% ","0% ","0% ","17","1.894","47","8.743"
"2016","3538105","Pindorama - SP","USD 594k","USD 8.13M","0.0233","0% ","0% ","0% ","0% ","23","1.988","30","8.288"
"2016","4217204","São Miguel do Oeste - SC","USD 614k","USD 15.3M","0.0233","0% ","0% ","0% ","0% ","29","3.545","12","5.383"
"2016","2307304","Juazeiro do Norte - CE","USD 4.42M","USD 2M","0.0228","0% ","0% ","0% ","0% ","9","3.393","27","14"
"2016","3502903","Araçoiaba da Serra - SP","USD 34.4M","USD 13.4M","0.0228","0% ","0% ","0% ","0% ","6","2.829","12","4.446"
"2016","4126256","Sarandi - PR","USD 4.92M","USD 1.3M","0.0216","0% ","0% ","0% ","0% ","13","2.052","9","1.877"
"2016","4316501","Salvador do Sul - RS","USD 4.48M","USD 15.6M","0.0204","0% ","0% ","0% ","0% ","6","5.102","18","10.2039"
"2016","4124020","Santa Tereza do Oeste - PR","USD 14.8M","USD 3.4M","0.0199","0% ","0% ","0% ","0% ","20","2.732","9","5.466"
"2016","4307054","Ernestina - RS","USD 1.03M","USD 2.14M","0.0183","0% ","0% ","0% ","0% ","88","14.78","26","11.75"
"2016","3138203","Lavras - MG","USD 4.11M","USD 27.7M","0.017","0% ","0% ","0% ","0% ","9","1.254","10","2.694"
"2016","4219176","Vargem Bonita - SC","USD 163k","USD 22.8M","0.0169","0% ","0% ","0% ","0% ","6","2.305","32","15.71"
"2016","4309050","Glorinha - RS","USD 1.01M","USD 13M","0.0163","0% ","0% ","0% ","0% ","14","3.108","16","7.238"
"2016","4204707","Cunha Porã - SC","USD 12.1M","USD 2.12M","0.016","0% ","0% ","0% ","0% ","9","1.693","7","4.127"
"2016","4300604","Alvorada - RS","USD 11.8M","USD 2.39M","0.0144","0% ","0% ","0% ","0% ","28","6.961","20","8.242"
"2016","3553302","Tambaú - SP","USD 472k","USD 2.12M","0.0144","0% ","0% ","0% ","0% ","41","3.97","17","8.862"
"2016","3116605","Cláudio - MG","USD 5.9M","USD 3.94M","0.014","0% ","0% ","0% ","0% ","23","2.563","4","1.6"
"2016","4209904","Lontras - SC","USD 502k","USD 1.75M","0.0125","0% ","0% ","0% ","0% ","13","5.428","14","7.12"
"2016","4119509","Piraquara - PR","USD 13.6M","USD 6.89M","0.0113","0% ","0% ","0% ","0% ","26","1.282","10","1.259"
"2016","4313201","Nova Petrópolis - RS","USD 805k","USD 1.21M","0.0107","0% ","0% ","0% ","0% ","19","3.975","19","10.4128"
"2016","2918001","Jequié - BA","USD 5.51M","USD 5.7M","0.0104","0% ","0% ","0% ","0% ","10","3.436","40","23.32"
"2016","4212908","Pinhalzinho - SC","USD 9.01M","USD 11.4M","0.0101","0% ","0% ","0% ","0% ","30","3.279","15","5.439"
"2016","4102000","Assis Chateaubriand - PR","USD 2.73M","USD 6.11M","0.00951","0% ","0% ","0% ","0% ","9","1.855","6","1.882"
"2016","4108403","Francisco Beltrão - PR","USD 15.8M","USD 3.4M","0.00785","0% ","0% ","0% ","0% ","19","4.563","17","9.326"
"2016","4323309","Vila Flores - RS","USD 4.37M","USD 2.35M","0.00551","0% ","0% ","0% ","0% ","8","2.89","10","3.0187"
"2016","3156700","Sabará - MG","USD 25.2M","USD 13M","0.00545","0% ","0% ","0% ","0% ","13","4.431","11","4.307"
"2016","3549409","São Joaquim da Barra - SP","USD 6.53M","USD 80.8M","0.00512","0% ","0% ","0% ","0% ","67","1.676","56","17.89"
"2016","2313500","Trairi - CE","USD 1.07M","USD 1.38M","0.00494","0% ","0% ","0% ","0% ","29","7.611","3","1.967"
"2016","4117701","Palmeira - PR","USD 10.6M","USD 2.09M","0.00479","0% ","0% ","0% ","0% ","31","9.797","15","7.583"
"2016","4306767","Eldorado do Sul - RS","USD 32.1M","USD 2.41M","0.00439","0% ","0% ","0% ","0% ","9","1.335","29","8.904"
"2016","3141108","Matozinhos - MG","USD 5.32M","USD 13.4M","0.00433","0% ","0% ","0% ","0% ","15","1.821","15","3.494"
"2016","3130101","Igarapé - MG","USD 46.5k","USD 1.62M","0.00351","0% ","0% ","0% ","0% ","21","1.859","11","6.0798"
"2016","2405801","João Câmara - RN","USD 2.19M","USD 1.3M","0.00252","0% ","0% ","0% ","0% ","14","3.0894","1","1"
"2016","4208401","Itapiranga - SC","USD 327k","USD 107M","0.00222","0% ","0% ","0% ","0% ","6","2.608","28","6.384"
"2016","3557303","Estiva Gerbi - SP","USD 275k","USD 3.17M","0.00198","0% ","0% ","0% ","0% ","6","1.199","17","7.496"
"2016","3162922","São Joaquim de Bicas - MG","USD 830k","USD 2.84M","0.00179","0% ","0% ","0% ","0% ","10","2.101","4","1.0945"
"2016","1500602","Altamira - PA","USD 209k","USD 7.61M","0.00122","0% ","0% ","0% ","0% ","8","3.998","7","1.989"
"2016","4211603","Nova Veneza - SC","USD 919k","USD 51.1M","0.00101","0% ","0% ","0% ","0% ","35","1.346","43","7.325"
"2016","3169901","Ubá - MG","USD 3.04M","USD 1.42M","0.000954","0% ","0% ","0% ","0% ","9","1.785","13","5.41"
"2016","3119104","Corinto - MG","USD 83k","USD 1.67M","-0.000262","0% ","0% ","0% ","0% ","10","2.00296","18","8.243"
"2016","4320206","Seberi - RS","USD 0","USD 14.7M","-0.00042","0% ","0% ","0% ","0% ","6","1.635","17","7.725"
"2016","4301909","Barra do Ribeiro - RS","USD 2.56M","USD 6.82M","-0.000629","0% ","0% ","0% ","0% ","11","1.0273","24","6.428"
"2016","4312385","Monte Belo do Sul - RS","USD 62.5k","USD 2.55M","-0.000748","0% ","0% ","0% ","0% ","8","1.109","20","11.57"
"2016","4313359","Nova Roma do Sul - RS","USD 2.1M","USD 1.71M","-0.000986","0% ","0% ","0% ","0% ","15","2.425","6","4.429"
"2016","3528502","Mairiporã - SP","USD 9.02M","USD 8.5M","-0.0012","0% ","0% ","0% ","0% ","100","6.941","22","8.0868"
"2016","3129806","Ibirité - MG","USD 4.23M","USD 6.03M","-0.00121","0% ","0% ","0% ","0% ","17","3.547","12","4.138"
"2016","4300802","Antônio Prado - RS","USD 5.25M","USD 8.81M","-0.00147","0% ","0% ","0% ","0% ","10","1.292","19","3.934"
"2016","3515509","Fernandópolis - SP","USD 68.2k","USD 2.36M","-0.00162","0% ","0% ","0% ","0% ","11","3.0332","9","2.486"
"2016","4209003","Joaçaba - SC","USD 11.7M","USD 13.8M","-0.00166","0% ","0% ","0% ","0% ","25","2.985","26","9.556"
"2016","1721000","Palmas - TO","USD 63.1M","USD 28.6M","-0.00174","0% ","0% ","0% ","0% ","13","1.0982","11","2.929"
"2016","4310009","Ibirubá - RS","USD 2.12M","USD 14.9M","-0.00205","0% ","0% ","0% ","0% ","30","4.722","30","7.507"
"2016","4203303","Campo Alegre - SC","USD 6.32M","USD 23.3M","-0.00239","0% ","0% ","0% ","0% ","34","1.0893","17","3.774"
"2016","4308508","Frederico Westphalen - RS","USD 9.74M","USD 6.38M","-0.00262","0% ","0% ","0% ","0% ","7","1.569","11","3.39"
"2016","3118304","Conselheiro Lafaiete - MG","USD 812k","USD 5.19M","-0.00274","0% ","0% ","0% ","0% ","18","2.115","13","6.46"
"2016","2403251","Parnamirim - RN","USD 15.4M","USD 5.38M","-0.0032","0% ","0% ","0% ","0% ","12","1.572","10","3.282"
"2016","4215109","Rodeio - SC","USD 9.53M","USD 1.26M","-0.00325","0% ","0% ","0% ","0% ","10","1.979","6","1.95"
"2016","4203956","Capivari de Baixo - SC","USD 6.26M","USD 1.54M","-0.00325","0% ","0% ","0% ","0% ","8","1.532","16","6.674"
"2016","4208500","Ituporanga - SC","USD 1.42M","USD 8.07M","-0.00347","0% ","0% ","0% ","0% ","8","1.251","15","4.796"
"2016","4127403","Terra Roxa - PR","USD 1.15M","USD 3.9M","-0.00415","0% ","0% ","0% ","0% ","7","1.0286","7","1.251"
"2016","3123007","Dores de Campos - MG","USD 2.92M","USD 1.85M","-0.0044","0% ","0% ","0% ","0% ","6","1.0319","16","7.494"
"2016","2919207","Lauro de Freitas - BA","USD 44.5M","USD 11.7M","-0.00473","0% ","0% ","0% ","0% ","40","1.848","17","1.73"
"2016","3530300","Mirassol - SP","USD 2.09M","USD 5.55M","-0.00481","0% ","0% ","0% ","0% ","17","4.594","12","5.595"
"2016","5103353","Confresa - MT","USD 0","USD 30M","-0.00498","0% ","0% ","0% ","0% ","6","1.75","14","3.75"
"2016","3552106","Socorro - SP","USD 2.6M","USD 6.13M","-0.00526","0% ","0% ","0% ","0% ","6","2.863","9","2.375"
"2016","4219002","Urussanga - SC","USD 655k","USD 4.64M","-0.00535","0% ","0% ","0% ","0% ","37","3.919","24","12.44"
"2016","4124103","Santo Antônio da Platina - PR","USD 21.8M","USD 1.46M","-0.00535","0% ","0% ","0% ","0% ","22","3.482","19","3.668"
"2016","2211001","Teresina - PI","USD 62.4M","USD 3.04M","-0.00546","0% ","0% ","0% ","0% ","7","2.809","8","2.625"
"2016","3545308","Salto de Pirapora - SP","USD 170M","USD 6.28M","-0.00547","0% ","0% ","0% ","0% ","30","2.296","13","5.68"
"2016","1200401","Rio Branco - AC","USD 946k","USD 2.64M","-0.0059","0% ","0% ","0% ","0% ","8","5.351","13","7.0173"
"2016","3521408","Iracemápolis - SP","USD 238M","USD 72.7M","-0.00591","0% ","0% ","0% ","0% ","25","2.194","26","9.304"
"2016","4219309","Videira - SC","USD 25.8M","USD 17.1M","-0.00655","0% ","0% ","0% ","0% ","41","5.449","22","6.272"
"2016","4211900","Palhoça - SC","USD 180M","USD 8.35M","-0.00752","0% ","0% ","0% ","0% ","108","8.434","56","13.07"
"2016","4314035","Pareci Novo - RS","USD 776k","USD 4.34M","-0.00773","0% ","0% ","0% ","0% ","6","1.59","8","1.926"
"2016","4300406","Alegrete - RS","USD 314k","USD 10.4M","-0.00797","0% ","0% ","0% ","0% ","7","1.404","11","3.534"
"2016","3527405","Lucélia - SP","USD 4.8k","USD 21.2M","-0.00843","0% ","0% ","0% ","0% ","7","1.697","23","11.46"
"2016","4214151","Princesa - SC","USD 111k","USD 1.22M","-0.00866","0% ","0% ","0% ","0% ","15","1.844","23","7.927"
"2016","4206108","Grão Pará - SC","USD 0","USD 2.08M","-0.00907","0% ","0% ","0% ","0% ","24","7.606","10","6.31"
"2016","4213609","Porto União - SC","USD 155k","USD 56.6M","-0.00909","0% ","0% ","0% ","0% ","9","1.274","25","3.542"
"2016","4321451","Teutônia - RS","USD 15.7M","USD 6.61M","-0.00934","0% ","0% ","0% ","0% ","13","2.764","10","1.81"
"2016","1503044","Floresta do Araguaia - PA","USD 1.57k","USD 11.4M","-0.00944","0% ","0% ","0% ","0% ","6","2.184","13","6.523"
"2016","3149309","Pedro Leopoldo - MG","USD 3.41M","USD 3.86M","-0.00969","0% ","0% ","0% ","0% ","16","3.24","13","5.69"
"2016","4213708","Pouso Redondo - SC","USD 83.7k","USD 5.01M","-0.0108","0% ","0% ","0% ","0% ","6","1.879","11","2.463"
"2016","3553401","Tanabi - SP","USD 207k","USD 57.4M","-0.0108","0% ","0% ","0% ","0% ","8","1.136","24","8.907"
"2016","3147907","Passos - MG","USD 1.59M","USD 34.2M","-0.0109","0% ","0% ","0% ","0% ","14","1.148","28","3.612"
"2016","2503209","Cabedelo - PB","USD 94.5M","USD 1.72M","-0.011","0% ","0% ","0% ","0% ","6","1.39","11","5.132"
"2016","3500709","Agudos - SP","USD 23.6M","USD 8.56M","-0.0114","0% ","0% ","0% ","0% ","9","1.865","22","11.06"
"2016","4118501","Pato Branco - PR","USD 53.2M","USD 37.7M","-0.012","0% ","0% ","0% ","0% ","33","4.0575","48","15.8"
"2016","3301900","Itaboraí - RJ","USD 8.27M","USD 1.41M","-0.0126","0% ","0% ","0% ","0% ","38","10.8307","24","9.796"
"2016","4318903","São Luiz Gonzaga - RS","USD 0","USD 13.2M","-0.0132","0% ","0% ","0% ","0% ","25","1.624","11","3.0208"
"2016","-","Unreported - XX","USD 24.6k","USD 70.8M","-0.0132","0% ","0% ","0% ","0% ","7","2.0667","19","7.463"
"2016","2910727","Eunápolis - BA","USD 6.9M","USD 279M","-0.014","0% ","0% ","0% ","0% ","6","1.00678","12","7.00287"
"2016","4320909","Tapejara - RS","USD 38.9M","USD 19.3M","-0.014","0% ","0% ","0% ","0% ","17","3.611","51","18.43"
"2016","3506003","Bauru - SP","USD 56.3M","USD 221M","-0.014","0% ","0% ","0% ","0% ","176","12.49","88","12.98"
"2016","3541307","Presidente Epitácio - SP","USD 2.27M","USD 33.2M","-0.0141","0% ","0% ","0% ","0% ","6","1.0406","9","1.878"
"2016","3542206","Rancharia - SP","USD 14.6k","USD 26.2M","-0.0146","0% ","0% ","0% ","0% ","6","2.218","37","6.771"
"2016","2927200","Ruy Barbosa - BA","USD 228k","USD 5.07M","-0.0148","0% ","0% ","0% ","0% ","6","1.475","40","24.4"
"2016","3536307","Patrocínio Paulista - SP","USD 1.55M","USD 61.5M","-0.015","0% ","0% ","0% ","0% ","8","1.279","21","11.49"
"2016","3539301","Pirassununga - SP","USD 1.95M","USD 34M","-0.0152","0% ","0% ","0% ","0% ","20","3.198","68","20.2539"
"2016","4302352","Bom Princípio - RS","USD 1.04M","USD 4.72M","-0.0153","0% ","0% ","0% ","0% ","13","4.246","22","13.42"
"2016","3509403","Cajuru - SP","USD 1.18M","USD 15.5M","-0.0157","0% ","0% ","0% ","0% ","38","5.776","43","19.57"
"2016","2922003","Mucuri - BA","USD 8.44M","USD 647M","-0.0159","0% ","0% ","0% ","0% ","6","1.421","52","4.402"
"2016","4206900","Ibirama - SC","USD 988k","USD 9.08M","-0.0163","0% ","0% ","0% ","0% ","7","1.069","29","13.9"
"2016","4109757","Ibema - PR","USD 38.7k","USD 5.33M","-0.0168","0% ","0% ","0% ","0% ","6","1.989","6","3.216"
"2016","5107305","São José do Rio Claro - MT","USD 8.24k","USD 42M","-0.0173","0% ","0% ","0% ","0% ","6","2.449","24","9.778"
"2016","3505609","Barrinha - SP","USD 610k","USD 1.51M","-0.0179","0% ","0% ","0% ","0% ","7","2.601","4","3.125"
"2016","3205309","Vitoria - ES","USD 1.54B","USD 2.23B","-0.0185","0% ","0% ","0% ","0% ","144","3.161","76","12.4"
"2016","4113502","Loanda - PR","USD 1.39M","USD 3.42M","-0.0188","0% ","0% ","0% ","0% ","7","2.118","4","1.314"
"2016","2200400","Altos - PI","USD 1.71M","USD 2.8M","-0.0191","0% ","0% ","0% ","0% ","26","3.682","9","6.157"
"2016","5003702","Dourados - MS","USD 86M","USD 127M","-0.0191","0% ","0% ","0% ","0% ","14","1.926","35","4.562"
"2016","3146008","Ouro Fino - MG","USD 659k","USD 90M","-0.0192","0% ","0% ","0% ","0% ","12","1.106","35","9.215"
"2016","5211909","Jataí - GO","USD 79.9M","USD 73.1M","-0.0192","0% ","0% ","0% ","0% ","7","3.247","23","9.317"
"2016","2104552","Governador Edison Lobão - MA","USD 732k","USD 5.83M","-0.0203","0% ","0% ","0% ","0% ","6","2.959","9","4.571"
"2016","2311405","Quixeramobim - CE","USD 2.47M","USD 8.16M","-0.0208","0% ","0% ","0% ","0% ","17","3.271","28","2.233"
"2016","3144706","Nova Era - MG","USD 87.7k","USD 45.7M","-0.0218","0% ","0% ","0% ","0% ","23","1.00855","3","1.00703"
"2016","4217501","Seara - SC","USD 2.43M","USD 129M","-0.0219","0% ","0% ","0% ","0% ","8","2.717","39","9.863"
"2016","3505906","Batatais - SP","USD 1.49M","USD 65.3M","-0.0222","0% ","0% ","0% ","0% ","64","1.754","45","14.16"
"2016","4115804","Medianeira - PR","USD 17.5M","USD 75.4M","-0.0225","0% ","0% ","0% ","0% ","28","1.736","13","3.972"
"2016","3304524","Rio Das Ostras - RJ","USD 6.84M","USD 2M","-0.0229","0% ","0% ","0% ","0% ","50","5.566","17","3.416"
"2016","4216909","São Lourenço do Oeste - SC","USD 906k","USD 4.16M","-0.023","0% ","0% ","0% ","0% ","6","1.706","11","3.381"
"2016","3200706","Atilio Vivacqua - ES","USD 1.6M","USD 14.9M","-0.023","0% ","0% ","0% ","0% ","7","1.141","26","2.482"
"2016","3549102","São João da Boa Vista - SP","USD 12.4M","USD 32M","-0.0231","0% ","0% ","0% ","0% ","68","4.644","53","11.78"
"2016","4205456","Forquilhinha - SC","USD 7.54M","USD 87.7M","-0.0236","0% ","0% ","0% ","0% ","7","1.239","40","9.519"
"2016","4217006","São Ludgero - SC","USD 628k","USD 6.01M","-0.0252","0% ","0% ","0% ","0% ","6","2.825","10","5.00742"
"2016","3164704","São Sebastião do Paraíso - MG","USD 8.12M","USD 24M","-0.0254","0% ","0% ","0% ","0% ","13","4.308","46","11.49"
"2016","4207700","Ipumirim - SC","USD 441k","USD 45.7M","-0.0257","0% ","0% ","0% ","0% ","6","2.447","28","7.731"
"2016","4316006","Rolante - RS","USD 1.31M","USD 15.4M","-0.0258","0% ","0% ","0% ","0% ","6","1.0499","29","5.957"
"2016","3525300","Jaú - SP","USD 2.2M","USD 4.73M","-0.0259","0% ","0% ","0% ","0% ","47","9.264","58","23.79"
"2016","4102901","Bituruna - PR","USD 33.7k","USD 14.6M","-0.0261","0% ","0% ","0% ","0% ","6","1.674","37","7.539"
"2016","4304408","Canela - RS","USD 1.61M","USD 2.59M","-0.0263","0% ","0% ","0% ","0% ","33","6.776","15","5.562"
"2016","3546405","Santa Cruz do Rio Pardo - SP","USD 65.5M","USD 20.3M","-0.0264","0% ","0% ","0% ","0% ","27","1.935","30","7.489"
"2016","5101902","Brasnorte - MT","USD 0","USD 110M","-0.0265","0% ","0% ","0% ","0% ","7","2.205","27","10.1108"
"2016","4317608","Santo Antônio da Patrulha - RS","USD 4.41M","USD 6.29M","-0.027","0% ","0% ","0% ","0% ","37","7.908","29","14.36"
"2016","3535309","Palmital - SP","USD 3.35M","USD 1.42M","-0.0271","0% ","0% ","0% ","0% ","8","2.661","15","9.551"
"2016","4303004","Cachoeira do Sul - RS","USD 2.73M","USD 58.2M","-0.0272","0% ","0% ","0% ","0% ","28","2.0887","27","3.807"
"2016","4112108","Jandaia do Sul - PR","USD 5.3M","USD 27.7M","-0.0278","0% ","0% ","0% ","0% ","9","1.718","24","8.631"
"2016","5106240","Nova Ubiratã - MT","USD 0","USD 134M","-0.0287","0% ","0% ","0% ","0% ","6","2.0989","29","8.156"
"2016","1709500","Gurupi - TO","USD 1.61M","USD 75.4M","-0.0287","0% ","0% ","0% ","0% ","6","3.122","16","6.619"
"2016","4313060","Nova Hartz - RS","USD 6.23M","USD 15.5M","-0.0291","0% ","0% ","0% ","0% ","9","3.0219","59","18.24"
"2016","4114203","Mandaguari - PR","USD 20.8M","USD 25.7M","-0.0292","0% ","0% ","0% ","0% ","30","6.641","20","7.0331"
"2016","4127700","Toledo - PR","USD 156M","USD 20.8M","-0.0293","0% ","0% ","0% ","0% ","55","5.0706","15","4.718"
"2016","4115606","Matelândia - PR","USD 21.4M","USD 150M","-0.03","0% ","0% ","0% ","0% ","7","1.523","27","9.552"
"2016","3519600","Ibitinga - SP","USD 2.29M","USD 2.41M","-0.0301","0% ","0% ","0% ","0% ","21","2.918","15","4.299"
"2016","1100924","Chupinguaia - RO","USD 0","USD 44.2M","-0.0301","0% ","0% ","0% ","0% ","6","1.827","13","3.714"
"2016","5100250","Alta Floresta - MT","USD 42.2k","USD 19.3M","-0.0307","0% ","0% ","0% ","0% ","7","2.937","26","8.131"
"2016","3101607","Alfenas - MG","USD 48.2M","USD 117M","-0.0311","0% ","0% ","0% ","0% ","11","1.4","30","10.1226"
"2016","1501501","Benevides - PA","USD 3.27M","USD 8.33M","-0.0325","0% ","0% ","0% ","0% ","6","3.385","23","12.49"
"2016","3304003","Piraí - RJ","USD 7.64M","USD 46.2M","-0.0327","0% ","0% ","0% ","0% ","15","2.0695","31","6.956"
"2016","4202800","Braço do Norte - SC","USD 3.68M","USD 17.3M","-0.0331","0% ","0% ","0% ","0% ","69","4.912","35","4.511"
"2016","4204301","Concórdia - SC","USD 13.3M","USD 7.44M","-0.0337","0% ","0% ","0% ","0% ","9","5.44","6","4.0313"
"2016","4214706","Rio Dos Cedros - SC","USD 1.01M","USD 17.3M","-0.0348","0% ","0% ","0% ","0% ","39","2.0134","20","3.118"
"2016","3501707","Américo Brasiliense - SP","USD 4.57M","USD 141M","-0.0348","0% ","0% ","0% ","0% ","20","1.449","26","15.22"
"2016","2508901","Mamanguape - PB","USD 2.44M","USD 10.8M","-0.0349","0% ","0% ","0% ","0% ","6","4.458","12","7.988"
"2016","4302402","Bom Retiro do Sul - RS","USD 1.44M","USD 1.68M","-0.0349","0% ","0% ","0% ","0% ","28","3.468","18","5.896"
"2016","2305233","Horizonte - CE","USD 24.4M","USD 13.4M","-0.035","0% ","0% ","0% ","0% ","12","3.0922","9","2.78"
"2016","3203403","Mimoso do Sul - ES","USD 1.75M","USD 14.5M","-0.0352","0% ","0% ","0% ","0% ","6","1.165","40","10.2895"
"2016","5002902","Cassilândia - MS","USD 6.79k","USD 25.5M","-0.0356","0% ","0% ","0% ","0% ","6","2.436","14","5.862"
"2016","3170701","Varginha - MG","USD 153M","USD 1.1B","-0.0363","0% ","0% ","0% ","0% ","79","1.499","74","17.03"
"2016","2513703","Santa Rita - PB","USD 48.3M","USD 13.5M","-0.0367","0% ","0% ","0% ","0% ","8","4.884","19","5.266"
"2016","2501807","Bayeux - PB","USD 7.78M","USD 1.75M","-0.0369","0% ","0% ","0% ","0% ","33","1.75","5","1.733"
"2016","4322707","Vera Cruz - RS","USD 1.5M","USD 43.6M","-0.0371","0% ","0% ","0% ","0% ","13","1.147","31","4.194"
"2016","4212205","Papanduva - SC","USD 185k","USD 15M","-0.039","0% ","0% ","0% ","0% ","8","2.793","13","1.762"
"2016","4313037","Nova Esperança do Sul - RS","USD 5.82M","USD 49.6M","-0.0391","0% ","0% ","0% ","0% ","8","1.65","19","8.888"
"2016","3137205","Lagoa da Prata - MG","USD 6.2M","USD 6.17M","-0.0397","0% ","0% ","0% ","0% ","9","1.783","21","8.403"
"2016","2207702","Parnaíba - PI","USD 1.43M","USD 14.4M","-0.04","0% ","0% ","0% ","0% ","28","2.742","21","7.764"
"2016","3512001","Colina - SP","USD 224k","USD 80.2M","-0.04","0% ","0% ","0% ","0% ","7","2.715","52","14.15"
"2016","3551009","São Vicente - SP","USD 6.73M","USD 4.08M","-0.0404","0% ","0% ","0% ","0% ","20","2.647","32","15.7"
"2016","4204558","Correia Pinto - SC","USD 2.49M","USD 35.9M","-0.0405","0% ","0% ","0% ","0% ","18","2.0978","44","10.7921"
"2016","4321709","Três Coroas - RS","USD 22.3M","USD 19.5M","-0.0409","0% ","0% ","0% ","0% ","15","3.162","72","29.1"
"2016","1505502","Paragominas - PA","USD 4.22M","USD 175M","-0.0412","0% ","0% ","0% ","0% ","11","1.374","19","5.108"
"2016","3201407","Castelo - ES","USD 4.97M","USD 35.7M","-0.0419","0% ","0% ","0% ","0% ","6","1.525","29","2.47"
"2016","5208004","Formosa - GO","USD 4.47M","USD 21.5M","-0.042","0% ","0% ","0% ","0% ","6","1.289","12","4.572"
"2016","5105150","Juína - MT","USD 0","USD 8.66M","-0.0421","0% ","0% ","0% ","0% ","6","4.61","19","6.182"
"2016","4217709","Sombrio - SC","USD 2.17M","USD 5.8M","-0.0424","0% ","0% ","0% ","0% ","20","1.602","13","3.127"
"2016","4208104","Itaiópolis - SC","USD 287k","USD 52.4M","-0.0425","0% ","0% ","0% ","0% ","7","1.537","30","12.88"
"2016","4217402","Schroeder - SC","USD 4.75M","USD 2.67M","-0.0425","0% ","0% ","0% ","0% ","20","5.565","20","7.466"
"2016","2916401","Itapetinga - BA","USD 963k","USD 15.9M","-0.0431","0% ","0% ","0% ","0% ","7","3.896","20","5.711"
"2016","4109708","Ibaiti - PR","USD 703k","USD 28.5M","-0.0438","0% ","0% ","0% ","0% ","10","1.128","29","6.216"
"2016","4306908","Encruzilhada do Sul - RS","USD 198k","USD 2.48M","-0.0447","0% ","0% ","0% ","0% ","8","1.477","23","7.11"
"2016","2909802","Cruz Das Almas - BA","USD 687k","USD 6.85M","-0.0448","0% ","0% ","0% ","0% ","10","3.769","20","9.396"
"2016","5106307","Paranatinga - MT","USD 0","USD 84M","-0.0449","0% ","0% ","0% ","0% ","6","2.875","26","11.04"
"2016","4208807","Jaguaruna - SC","USD 5.04k","USD 3.8M","-0.046","0% ","0% ","0% ","0% ","12","1.48","33","12.06"
"2016","2904902","Cachoeira - BA","USD 12.2M","USD 94.9M","-0.0462","0% ","0% ","0% ","0% ","6","1.352","21","8.648"
"2016","4119103","Piên - PR","USD 2.99M","USD 43.4M","-0.047","0% ","0% ","0% ","0% ","17","1.214","26","4.334"
