"Year","IBGE ID","Location","Imports","Exports","Economic Complexity","Nominal Export Growth (1 year)","Nominal Export Growth (5 year)","Nominal Import Growth (1 year)","Nominal Import Growth (5 year)","Product Diversity","Effective Product Diversity","Export Destination Diversity","Effective Export Destination Diversity"
"2016","4303905","Campo Bom - RS","USD 57.3M","USD 89.5M","-0.0477","0% ","0% ","0% ","0% ","252","10.6247","89","24.51"
"2016","1506807","Santarém - PA","USD 7.26M","USD 74.4M","-0.0481","0% ","0% ","0% ","0% ","10","1.933","49","6.976"
"2016","4103701","Cambé - PR","USD 178M","USD 93.5M","-0.0482","0% ","0% ","0% ","0% ","68","7.218","48","9.528"
"2016","4110102","Imbituva - PR","USD 2.16M","USD 31.3M","-0.0489","0% ","0% ","0% ","0% ","12","1.981","46","13"
"2016","4314902","Porto Alegre - RS","USD 642M","USD 1.83B","-0.0491","0% ","0% ","0% ","0% ","445","3.545","125","5.0877"
"2016","3127107","Frutal - MG","USD 16.8k","USD 75.3M","-0.0493","0% ","0% ","0% ","0% ","14","1.514","39","21.94"
"2016","3205010","Sooretama - ES","USD 1.09M","USD 5.2M","-0.0497","0% ","0% ","0% ","0% ","10","1.476","17","5.51"
"2016","2303501","Cascavel - CE","USD 16.8M","USD 117M","-0.0498","0% ","0% ","0% ","0% ","6","1.241","33","7.387"
"2016","5212501","Luziânia - GO","USD 5.39M","USD 159M","-0.0514","0% ","0% ","0% ","0% ","6","2.671","40","10.0206"
"2016","1702109","Araguaína - TO","USD 491k","USD 77.2M","-0.0515","0% ","0% ","0% ","0% ","6","2.267","25","10.0526"
"2016","4312609","Muçum - RS","USD 508k","USD 30.5M","-0.0537","0% ","0% ","0% ","0% ","12","2.89","38","13.24"
"2016","4211306","Navegantes - SC","USD 280M","USD 67.9M","-0.054","0% ","0% ","0% ","0% ","91","2.471","40","2.986"
"2016","3135100","Janaúba - MG","USD 139k","USD 60.6M","-0.0542","0% ","0% ","0% ","0% ","7","2.108","25","10.0363"
"2016","3172004","Visconde do Rio Branco - MG","USD 1.11M","USD 9.95M","-0.0543","0% ","0% ","0% ","0% ","6","1.816","9","3.943"
"2016","3133105","Itanhandu - MG","USD 49k","USD 4.47M","-0.0544","0% ","0% ","0% ","0% ","7","1.579","12","2.536"
"2016","4203600","Campos Novos - SC","USD 1.8M","USD 25.8M","-0.0548","0% ","0% ","0% ","0% ","25","4.0628","32","13.24"
"2016","4311809","Marau - RS","USD 17.8M","USD 34.6M","-0.0552","0% ","0% ","0% ","0% ","41","2.983","36","12.64"
"2016","4322301","Tuparendi - RS","USD 0","USD 9.79M","-0.0555","0% ","0% ","0% ","0% ","23","2.135","9","4.922"
"2016","2306405","Itapipoca - CE","USD 10.2M","USD 45M","-0.0558","0% ","0% ","0% ","0% ","8","1.727","22","2.529"
"2016","3501301","Álvares Machado - SP","USD 366k","USD 3.47M","-0.0566","0% ","0% ","0% ","0% ","12","2.429","19","10.8205"
"2016","3203908","Nova Venécia - ES","USD 1.14M","USD 25.4M","-0.0567","0% ","0% ","0% ","0% ","8","2.317","28","3.941"
"2016","3134400","Iturama - MG","USD 0","USD 127M","-0.0573","0% ","0% ","0% ","0% ","6","1.842","33","14.2"
"2016","3528007","Macatuba - SP","USD 1.39k","USD 11.8M","-0.0579","0% ","0% ","0% ","0% ","18","1.604","34","17.84"
"2016","3505203","Bariri - SP","USD 5.27M","USD 37.4M","-0.0586","0% ","0% ","0% ","0% ","15","1.363","25","9.477"
"2016","2616407","Vitória de Santo Antão - PE","USD 23.9M","USD 11.1M","-0.059","0% ","0% ","0% ","0% ","6","2.363","27","8.0848"
"2016","4215505","Santa Cecília - SC","USD 781k","USD 39.6M","-0.0593","0% ","0% ","0% ","0% ","16","2.0338","34","4.726"
"2016","3510005","Cândido Mota - SP","USD 881k","USD 10.1M","-0.0594","0% ","0% ","0% ","0% ","7","2.105","8","3.809"
"2016","3542008","Quintana - SP","USD 28.9k","USD 25.2M","-0.0597","0% ","0% ","0% ","0% ","6","1.287","11","1.341"
"2016","4202008","Balneário Camboriú - SC","USD 63.5M","USD 13.3M","-0.0617","0% ","0% ","0% ","0% ","73","6.342","36","11.19"
"2016","2600054","Abreu e Lima - PE","USD 15M","USD 1.99M","-0.0617","0% ","0% ","0% ","0% ","6","2.327","16","6.731"
"2016","1100288","Rolim de Moura - RO","USD 0","USD 58.1M","-0.0617","0% ","0% ","0% ","0% ","9","2.436","30","10.2759"
"2016","2101400","Balsas - MA","USD 7.41M","USD 279M","-0.0619","0% ","0% ","0% ","0% ","7","1.639","25","6.356"
"2016","3205036","Vargem Alta - ES","USD 691k","USD 14.2M","-0.0627","0% ","0% ","0% ","0% ","8","1.138","19","1.756"
"2016","5300108","Brasília - DF","USD 1.49B","USD 120M","-0.0628","0% ","0% ","0% ","0% ","131","6.397","73","12.61"
"2016","4124400","Santo Antônio do Sudoeste - PR","USD 2.99M","USD 1.6M","-0.0631","0% ","0% ","0% ","0% ","7","3.0377","4","2.553"
"2016","4208906","Jaraguá do Sul - SC","USD 262M","USD 511M","-0.0633","0% ","0% ","0% ","0% ","356","5.653","133","23"
"2016","4315800","Roca Sales - RS","USD 546k","USD 27.8M","-0.064","0% ","0% ","0% ","0% ","11","2.181","27","7.419"
"2016","4319901","Sapiranga - RS","USD 55.9M","USD 120M","-0.0641","0% ","0% ","0% ","0% ","150","7.0912","89","25.79"
"2016","4304200","Candelária - RS","USD 551k","USD 2.37M","-0.0647","0% ","0% ","0% ","0% ","6","2.121","2","1.0509"
"2016","4216305","São João Batista - SC","USD 10.3M","USD 10.2M","-0.0647","0% ","0% ","0% ","0% ","35","3.0168","41","19.41"
"2016","3523107","Itaquaquecetuba - SP","USD 40.5M","USD 26.3M","-0.0651","0% ","0% ","0% ","0% ","117","22.68","43","16.58"
"2016","3518206","Guararapes - SP","USD 0","USD 58.2M","-0.0659","0% ","0% ","0% ","0% ","6","1.802","19","13.03"
"2016","5107909","Sinop - MT","USD 2.09M","USD 491M","-0.0674","0% ","0% ","0% ","0% ","11","1.903","38","13"
"2016","4308201","Flores da Cunha - RS","USD 12M","USD 43.3M","-0.0679","0% ","0% ","0% ","0% ","51","6.678","46","9.904"
"2016","3105608","Barbacena - MG","USD 2.8M","USD 73.6M","-0.069","0% ","0% ","0% ","0% ","12","3.374","41","15.09"
"2016","3120904","Curvelo - MG","USD 826","USD 12.1M","-0.0694","0% ","0% ","0% ","0% ","7","1.711","24","2.0921"
"2016","2928802","Santo Estêvão - BA","USD 2.58M","USD 21.3M","-0.0696","0% ","0% ","0% ","0% ","6","2.603","20","2.308"
"2016","2925303","Porto Seguro - BA","USD 334k","USD 3.17M","-0.0697","0% ","0% ","0% ","0% ","10","2.353","7","2.298"
"2016","4211454","Nova Itaberaba - SC","USD 567k","USD 4.65M","-0.0698","0% ","0% ","0% ","0% ","8","2.0458","6","3.731"
"2016","3542404","Regente Feijó - SP","USD 5.91M","USD 4.22M","-0.071","0% ","0% ","0% ","0% ","7","1.157","7","4.457"
"2016","3147303","Paraisópolis - MG","USD 20.4M","USD 27.8M","-0.0722","0% ","0% ","0% ","0% ","20","1.129","19","2.22"
"2016","5005707","Naviraí - MS","USD 151k","USD 90.1M","-0.0756","0% ","0% ","0% ","0% ","9","3.998","25","9.482"
"2016","4210100","Mafra - SC","USD 44.4M","USD 35.3M","-0.0761","0% ","0% ","0% ","0% ","20","6.698","36","16.09"
"2016","3515186","Espírito Santo do Pinhal - SP","USD 13.5M","USD 46.9M","-0.0763","0% ","0% ","0% ","0% ","54","2.607","68","21.97"
"2016","3522703","Itápolis - SP","USD 2.61M","USD 10.7M","-0.0769","0% ","0% ","0% ","0% ","8","2.747","14","3.817"
"2016","3201506","Colatina - ES","USD 5.95M","USD 98.5M","-0.0783","0% ","0% ","0% ","0% ","33","5.345","54","24.55"
"2016","5001904","Bataguassu - MS","USD 30.8M","USD 116M","-0.079","0% ","0% ","0% ","0% ","10","2.408","30","8.318"
"2016","1200104","Brasiléia - AC","USD 439k","USD 7.4M","-0.0792","0% ","0% ","0% ","0% ","51","4.688","13","3.971"
"2016","4314050","Parobé - RS","USD 3.87M","USD 19.1M","-0.0794","0% ","0% ","0% ","0% ","20","2.659","57","15.01"
"2016","2904605","Brumado - BA","USD 769k","USD 80.2M","-0.0809","0% ","0% ","0% ","0% ","29","1.989","44","11.14"
"2016","1505106","Óbidos - PA","USD 306k","USD 1.88M","-0.0811","0% ","0% ","0% ","0% ","7","1.948","15","6.497"
"2016","4101804","Araucária - PR","USD 1.08B","USD 678M","-0.0824","0% ","0% ","0% ","0% ","184","14.87","77","17.38"
"2016","3513702","Descalvado - SP","USD 15.1M","USD 24.1M","-0.0836","0% ","0% ","0% ","0% ","21","1.107","22","6.597"
"2016","3540705","Porto Ferreira - SP","USD 21.2M","USD 5.13M","-0.084","0% ","0% ","0% ","0% ","20","4.952","45","18.29"
"2016","4114609","Marechal Cândido Rondon - PR","USD 25.4M","USD 73.1M","-0.0843","0% ","0% ","0% ","0% ","27","2.613","30","9.701"
"2016","4314423","Picada Café - RS","USD 2.33M","USD 24.7M","-0.0848","0% ","0% ","0% ","0% ","53","4.795","28","4.13"
"2016","4205803","Garuva - SC","USD 32M","USD 12.2M","-0.085","0% ","0% ","0% ","0% ","47","2.737","17","8.0456"
"2016","4212502","Penha - SC","USD 1.07M","USD 5.11M","-0.0861","0% ","0% ","0% ","0% ","36","2.15","10","2.312"
"2016","4117909","Palotina - PR","USD 7.41M","USD 254M","-0.0866","0% ","0% ","0% ","0% ","23","3.943","35","9.327"
"2016","4107207","Dois Vizinhos - PR","USD 3.73M","USD 8.24M","-0.087","0% ","0% ","0% ","0% ","10","2.183","10","3.0942"
"2016","3517505","Guapiaçu - SP","USD 446k","USD 62.8M","-0.087","0% ","0% ","0% ","0% ","7","2.656","28","7.0428"
"2016","4204251","Cocal do Sul - SC","USD 2.91M","USD 30.1M","-0.0876","0% ","0% ","0% ","0% ","25","1.695","52","11.17"
"2016","3201308","Cariacica - ES","USD 180M","USD 41.8M","-0.0877","0% ","0% ","0% ","0% ","42","6.378","33","11.99"
"2016","2504009","Campina Grande - PB","USD 28.1M","USD 69.7M","-0.0909","0% ","0% ","0% ","0% ","25","1.53","68","20.8"
"2016","4323002","Viamão - RS","USD 4.55M","USD 10.4M","-0.092","0% ","0% ","0% ","0% ","9","2.104","7","2.363"
"2016","5220454","Senador Canedo - GO","USD 43.5M","USD 59M","-0.0926","0% ","0% ","0% ","0% ","26","4.0566","41","9.72"
"2016","3302007","Itaguaí - RJ","USD 20M","USD 643M","-0.0935","0% ","0% ","0% ","0% ","8","2.877","21","5.0713"
"2016","3134202","Ituiutaba - MG","USD 551k","USD 85.5M","-0.094","0% ","0% ","0% ","0% ","10","4.0885","54","17.64"
"2016","3515707","Ferraz de Vasconcelos - SP","USD 7.47M","USD 11.9M","-0.0944","0% ","0% ","0% ","0% ","86","7.901","22","6.2"
"2016","5006200","Nova Andradina - MS","USD 59M","USD 60M","-0.095","0% ","0% ","0% ","0% ","9","3.00082","35","8.546"
"2016","3146107","Ouro Preto - MG","USD 2.18M","USD 955M","-0.0966","0% ","0% ","0% ","0% ","9","1.0743","33","5.0743"
"2016","4307807","Estrela - RS","USD 14.4M","USD 11.5M","-0.0966","0% ","0% ","0% ","0% ","75","5.44","31","8.959"
"2016","4205506","Fraiburgo - SC","USD 6.7M","USD 7.69M","-0.0983","0% ","0% ","0% ","0% ","9","3.884","27","6.6"
"2016","4307708","Esteio - RS","USD 42.7M","USD 58.1M","-0.101","0% ","0% ","0% ","0% ","88","7.556","62","24.34"
"2016","3300407","Barra Mansa - RJ","USD 63.9M","USD 29.7M","-0.102","0% ","0% ","0% ","0% ","23","6.323","15","7.62"
"2016","4207304","Imbituba - SC","USD 96.9M","USD 123M","-0.102","0% ","0% ","0% ","0% ","13","1.137","18","1.135"
"2016","1508407","Xinguara - PA","USD 2.37M","USD 73.3M","-0.103","0% ","0% ","0% ","0% ","8","2.681","35","10.2958"
"2016","3541406","Presidente Prudente - SP","USD 7.63M","USD 130M","-0.105","0% ","0% ","0% ","0% ","92","4.675","87","11.03"
"2016","4103453","Cafelândia - PR","USD 15.6M","USD 273M","-0.105","0% ","0% ","0% ","0% ","8","3.125","52","16.57"
"2016","3148103","Patrocínio - MG","USD 486k","USD 269M","-0.105","0% ","0% ","0% ","0% ","6","1.656","37","11.37"
"2016","3538600","Piracaia - SP","USD 954k","USD 1.99M","-0.107","0% ","0% ","0% ","0% ","43","2.74","10","3.85"
"2016","2607901","Jaboatão Dos Guararapes - PE","USD 289M","USD 9.92M","-0.108","0% ","0% ","0% ","0% ","54","9.749","27","13.08"
"2016","3526803","Lençóis Paulista - SP","USD 12M","USD 58.9M","-0.11","0% ","0% ","0% ","0% ","37","4.703","49","12.69"
"2016","3126109","Formiga - MG","USD 3.09M","USD 2.32M","-0.111","0% ","0% ","0% ","0% ","53","13.91","8","1.346"
"2016","1100122","Ji-Paraná - RO","USD 11.5M","USD 24.4M","-0.112","0% ","0% ","0% ","0% ","16","6.832","36","13.12"
"2016","4122305","Rio Negro - PR","USD 8.17M","USD 16.7M","-0.113","0% ","0% ","0% ","0% ","15","3.308","29","9.0853"
"2016","4322400","Uruguaiana - RS","USD 15.7M","USD 4M","-0.114","0% ","0% ","0% ","0% ","37","3.551","9","6.409"
"2016","2310258","Paraipaba - CE","USD 446k","USD 16.2M","-0.116","0% ","0% ","0% ","0% ","7","1.206","19","3.0356"
"2016","2303709","Caucaia - CE","USD 204M","USD 88M","-0.117","0% ","0% ","0% ","0% ","35","2.256","25","2.418"
"2016","1200252","Epitaciolândia - AC","USD 78.5k","USD 13.4M","-0.118","0% ","0% ","0% ","0% ","168","31.4","2","1.514"
"2016","4125605","São Mateus do Sul - PR","USD 739k","USD 12.2M","-0.118","0% ","0% ","0% ","0% ","8","3.73","26","8.714"
"2016","4127106","Telêmaco Borba - PR","USD 32.1M","USD 216M","-0.119","0% ","0% ","0% ","0% ","43","3.75","46","6.974"
"2016","4216602","São José - SC","USD 509M","USD 52M","-0.119","0% ","0% ","0% ","0% ","123","6.387","64","10.2354"
"2016","3546702","Santa Gertrudes - SP","USD 6.07M","USD 39.5M","-0.12","0% ","0% ","0% ","0% ","24","1.0967","59","21.55"
"2016","2300200","Acaraú - CE","USD 254k","USD 4.9M","-0.121","0% ","0% ","0% ","0% ","6","2.248","7","4.286"
"2016","3504107","Atibaia - SP","USD 401M","USD 87.3M","-0.123","0% ","0% ","0% ","0% ","186","16.55","63","15.91"
"2016","3131703","Itabira - MG","USD 47.3M","USD 556M","-0.125","0% ","0% ","0% ","0% ","7","1.123","25","7.214"
"2016","2933307","Vitória da Conquista - BA","USD 12.4M","USD 35.2M","-0.126","0% ","0% ","0% ","0% ","16","2.294","25","4.67"
"2016","4307005","Erechim - RS","USD 21.1M","USD 110M","-0.128","0% ","0% ","0% ","0% ","105","9.15","78","12.59"
"2016","3557105","Votuporanga - SP","USD 580k","USD 12.2M","-0.129","0% ","0% ","0% ","0% ","33","2.386","44","3.764"
"2016","4310801","Ivoti - RS","USD 84.4M","USD 28.4M","-0.129","0% ","0% ","0% ","0% ","57","4.848","62","12.4"
"2016","1302504","Manacapuru - AM","USD 1.54k","USD 1.81M","-0.129","0% ","0% ","0% ","0% ","8","5.583","3","1.665"
"2016","4106407","Cornélio Procópio - PR","USD 3.11M","USD 147M","-0.129","0% ","0% ","0% ","0% ","16","2.361","48","17.35"
"2016","3205101","Viana - ES","USD 138M","USD 77.1M","-0.133","0% ","0% ","0% ","0% ","21","2.744","44","7.0149"
"2016","5107958","Tangará da Serra - MT","USD 272k","USD 239M","-0.134","0% ","0% ","0% ","0% ","12","5.197","37","13.09"
"2016","3556909","Vista Alegre do Alto - SP","USD 2.94k","USD 103M","-0.135","0% ","0% ","0% ","0% ","6","1.12","46","21.82"
"2016","3554805","Tremembé - SP","USD 7.46M","USD 3.82M","-0.135","0% ","0% ","0% ","0% ","50","15.48","7","2.693"
"2016","4106209","Contenda - PR","USD 4.35M","USD 2.69M","-0.136","0% ","0% ","0% ","0% ","18","5.317","19","7.893"
"2016","2930709","Simões Filho - BA","USD 182M","USD 82.1M","-0.137","0% ","0% ","0% ","0% ","107","9.965","51","18.32"
"2016","3544004","Rio Das Pedras - SP","USD 28.1M","USD 1.94M","-0.137","0% ","0% ","0% ","0% ","54","2.719","13","4.264"
"2016","4320800","Soledade - RS","USD 3.6M","USD 57.1M","-0.137","0% ","0% ","0% ","0% ","21","1.928","52","7.101"
"2016","3144300","Nanuque - MG","USD 262k","USD 50.9M","-0.14","0% ","0% ","0% ","0% ","6","2.0894","15","6.165"
"2016","3122306","Divinópolis - MG","USD 15.1M","USD 104M","-0.142","0% ","0% ","0% ","0% ","42","3.178","42","9.801"
"2016","3525706","José Bonifácio - SP","USD 426k","USD 118M","-0.142","0% ","0% ","0% ","0% ","14","2.527","46","17.91"
"2016","4202305","Biguaçu - SC","USD 2.29M","USD 14.3M","-0.143","0% ","0% ","0% ","0% ","28","5.603","27","6.561"
"2016","4305439","Chuí - RS","USD 248k","USD 1.41M","-0.144","0% ","0% ","0% ","0% ","61","17.72","3","1.657"
"2016","5221403","Trindade - GO","USD 1.76M","USD 80.2M","-0.153","0% ","0% ","0% ","0% ","35","1.226","18","4.514"
"2016","5001003","Aparecida do Taboado - MS","USD 12.8M","USD 53.5M","-0.154","0% ","0% ","0% ","0% ","45","3.254","40","16.01"
"2016","3533908","Olímpia - SP","USD 3.99M","USD 76.1M","-0.159","0% ","0% ","0% ","0% ","19","2.162","43","8.451"
"2016","4126306","Sengés - PR","USD 1.42M","USD 37.3M","-0.159","0% ","0% ","0% ","0% ","8","4.614","38","12.16"
"2016","3503307","Araras - SP","USD 31.9M","USD 233M","-0.159","0% ","0% ","0% ","0% ","112","5.58","102","40.6567"
"2016","4122404","Rolândia - PR","USD 25.2M","USD 280M","-0.162","0% ","0% ","0% ","0% ","35","4.368","75","12.56"
"2016","4215000","Rio Negrinho - SC","USD 862k","USD 80.7M","-0.163","0% ","0% ","0% ","0% ","38","3.599","41","6.153"
"2016","1100304","Vilhena - RO","USD 1.16M","USD 267M","-0.163","0% ","0% ","0% ","0% ","20","3.761","47","16.27"
"2016","3103504","Araguari - MG","USD 21.7M","USD 451M","-0.164","0% ","0% ","0% ","0% ","22","5.871","60","12.82"
"2016","2903201","Barreiras - BA","USD 225k","USD 161M","-0.165","0% ","0% ","0% ","0% ","10","2.813","26","13.05"
"2016","4101101","Andirá - PR","USD 634k","USD 5.96M","-0.166","0% ","0% ","0% ","0% ","8","2.99","19","8.212"
"2016","4128203","União da Vitória - PR","USD 5.47M","USD 34.5M","-0.167","0% ","0% ","0% ","0% ","13","3.685","44","9.213"
"2016","4214003","Presidente Getúlio - SC","USD 276k","USD 70.8M","-0.167","0% ","0% ","0% ","0% ","13","2.347","57","13.16"
"2016","3508009","Buri - SP","USD 302k","USD 11.1M","-0.168","0% ","0% ","0% ","0% ","7","2.107","16","7.7"
"2016","4213500","Porto Belo - SC","USD 2.39M","USD 2.55M","-0.169","0% ","0% ","0% ","0% ","16","3.172","30","5.76"
"2016","5101803","Barra do Garças - MT","USD 47.9k","USD 203M","-0.169","0% ","0% ","0% ","0% ","11","2.429","46","7.603"
"2016","4218301","Três Barras - SC","USD 3.45M","USD 75.3M","-0.173","0% ","0% ","0% ","0% ","12","3.221","41","9.205"
"2016","5215702","Palmeiras de Goiás - GO","USD 242k","USD 228M","-0.175","0% ","0% ","0% ","0% ","13","2.422","48","15.29"
"2016","4211009","Mondaí - SC","USD 534k","USD 4.64M","-0.175","0% ","0% ","0% ","0% ","8","2.516","13","7.735"
"2016","4126504","Sertanópolis - PR","USD 21M","USD 280M","-0.176","0% ","0% ","0% ","0% ","6","1.777","14","2.847"
"2016","3549706","São José do Rio Pardo - SP","USD 10.4M","USD 72.2M","-0.18","0% ","0% ","0% ","0% ","8","1.204","33","10.5802"
"2016","3501152","Alumínio - SP","USD 11.2M","USD 142M","-0.185","0% ","0% ","0% ","0% ","15","3.938","18","7.0187"
"2016","3303401","Nova Friburgo - RJ","USD 5.49M","USD 2.42M","-0.192","0% ","0% ","0% ","0% ","58","10.2433","50","10.4307"
"2016","1507300","São Félix do Xingu - PA","USD 0","USD 16M","-0.196","0% ","0% ","0% ","0% ","6","2.495","7","3.142"
"2016","3554508","Tietê - SP","USD 16.5M","USD 21.3M","-0.197","0% ","0% ","0% ","0% ","39","4.497","39","5.0465"
"2016","3531308","Monte Alto - SP","USD 11.7M","USD 7.29M","-0.199","0% ","0% ","0% ","0% ","58","10.4541","37","14.75"
"2016","4213203","Pomerode - SC","USD 135M","USD 71.6M","-0.2","0% ","0% ","0% ","0% ","186","8.652","88","20.5158"
"2016","3102605","Andradas - MG","USD 5.98M","USD 23.5M","-0.201","0% ","0% ","0% ","0% ","13","3.244","25","7.88"
"2016","3534302","Orlândia - SP","USD 11.1M","USD 59.3M","-0.206","0% ","0% ","0% ","0% ","23","5.0803","41","11.25"
"2016","3546603","Santa Fé do Sul - SP","USD 13.3k","USD 29M","-0.209","0% ","0% ","0% ","0% ","13","2.876","33","7.569"
"2016","3148004","Patos de Minas - MG","USD 22.1M","USD 25.5M","-0.212","0% ","0% ","0% ","0% ","25","6.537","49","11.11"
"2016","3546801","Santa Isabel - SP","USD 9.51M","USD 2.28M","-0.215","0% ","0% ","0% ","0% ","23","6.776","13","4.973"
"2016","3502101","Andradina - SP","USD 236k","USD 283M","-0.218","0% ","0% ","0% ","0% ","19","5.54","53","6.863"
"2016","4315305","Quaraí - RS","USD 220k","USD 3.13M","-0.219","0% ","0% ","0% ","0% ","9","1.895","18","1.478"
"2016","2313807","Uruburetama - CE","USD 3.2M","USD 79.5M","-0.222","0% ","0% ","0% ","0% ","19","2.174","52","3.409"
"2016","5108402","Várzea Grande - MT","USD 8.3M","USD 158M","-0.222","0% ","0% ","0% ","0% ","20","3.622","58","16.71"
"2016","3200904","Barra de São Francisco - ES","USD 9.97M","USD 128M","-0.223","0% ","0% ","0% ","0% ","9","1.298","44","2.315"
"2016","2309706","Pacatuba - CE","USD 11.7M","USD 1.38M","-0.228","0% ","0% ","0% ","0% ","44","13.78","8","4.205"
"2016","4104501","Capanema - PR","USD 2.08M","USD 6.42M","-0.23","0% ","0% ","0% ","0% ","13","3.846","9","5.368"
"2016","4210605","Massaranduba - SC","USD 1.17M","USD 2.01M","-0.245","0% ","0% ","0% ","0% ","67","9.252","11","5.678"
"2016","1500107","Abaetetuba - PA","USD 148k","USD 63.6M","-0.245","0% ","0% ","0% ","0% ","7","1.175","13","4.914"
"2016","5103403","Cuiabá - MT","USD 53.9M","USD 276M","-0.249","0% ","0% ","0% ","0% ","35","3.424","36","12.39"
"2016","5008305","Três Lagoas - MS","USD 438M","USD 1.04B","-0.252","0% ","0% ","0% ","0% ","23","1.45","72","9.355"
"2016","3167202","Sete Lagoas - MG","USD 238M","USD 321M","-0.255","0% ","0% ","0% ","0% ","148","5.466","61","9.137"
"2016","4203808","Canoinhas - SC","USD 490k","USD 23.8M","-0.259","0% ","0% ","0% ","0% ","15","5.236","44","7.625"
"2016","3506508","Birigui - SP","USD 12M","USD 35.3M","-0.263","0% ","0% ","0% ","0% ","56","6.272","55","14.73"
"2016","4200309","Agronômica - SC","USD 513","USD 1.4M","-0.264","0% ","0% ","0% ","0% ","8","2.742","14","6.273"
"2016","4319505","São Sebastião do Caí - RS","USD 6.88M","USD 59.2M","-0.284","0% ","0% ","0% ","0% ","49","4.675","82","28"
"2016","5101258","Araputanga - MT","USD 0","USD 86.1M","-0.284","0% ","0% ","0% ","0% ","7","2.516","32","10.6092"
"2016","3534609","Osvaldo Cruz - SP","USD 1.74M","USD 32M","-0.294","0% ","0% ","0% ","0% ","144","3.0964","32","5.758"
"2016","4316907","Santa Maria - RS","USD 27M","USD 34.2M","-0.296","0% ","0% ","0% ","0% ","77","8.369","28","7.574"
"2016","3504503","Avaré - SP","USD 1.24M","USD 24.5M","-0.298","0% ","0% ","0% ","0% ","35","4.645","30","8.309"
"2016","2611606","Recife - PE","USD 547M","USD 65.7M","-0.299","0% ","0% ","0% ","0% ","201","8.0253","73","9.825"
"2016","3303302","Niterói - RJ","USD 721M","USD 1.66B","-0.3","0% ","0% ","0% ","0% ","98","3.12","29","4.827"
"2016","4217303","Saudades - SC","USD 1.18M","USD 4.95M","-0.301","0% ","0% ","0% ","0% ","33","3.215","22","14.06"
"2016","2802106","Estância - SE","USD 5.41M","USD 88.9M","-0.301","0% ","0% ","0% ","0% ","6","2.218","31","4.404"
"2016","2100055","Açailândia - MA","USD 4.29M","USD 207M","-0.311","0% ","0% ","0% ","0% ","8","1.396","12","3.759"
"2016","3139003","Machado - MG","USD 1.56M","USD 4.42M","-0.312","0% ","0% ","0% ","0% ","9","4.0707","18","7.0285"
"2016","3529005","Marília - SP","USD 41.6M","USD 34.4M","-0.312","0% ","0% ","0% ","0% ","92","6.743","84","28.61"
"2016","4307906","Farroupilha - RS","USD 62.2M","USD 73.1M","-0.312","0% ","0% ","0% ","0% ","155","19.65","99","15.31"
"2016","3134905","Jacutinga - MG","USD 7.73M","USD 2.13M","-0.313","0% ","0% ","0% ","0% ","23","4.943","25","7.57"
"2016","4203006","Caçador - SC","USD 124M","USD 234M","-0.314","0% ","0% ","0% ","0% ","73","9.428","87","10.3819"
"2016","2304285","Eusébio - CE","USD 25.2M","USD 46.3M","-0.314","0% ","0% ","0% ","0% ","36","3.654","55","11.25"
"2016","2919553","Luís Eduardo Magalhães - BA","USD 13.9M","USD 501M","-0.317","0% ","0% ","0% ","0% ","10","2.793","39","9.44"
"2016","5211503","Itumbiara - GO","USD 49.5M","USD 335M","-0.32","0% ","0% ","0% ","0% ","66","4.913","53","15.59"
"2016","5107925","Sorriso - MT","USD 175M","USD 1.37B","-0.321","0% ","0% ","0% ","0% ","12","2.657","41","8.916"
"2016","4311403","Lajeado - RS","USD 16.7M","USD 68.9M","-0.325","0% ","0% ","0% ","0% ","61","3.109","79","6.174"
"2016","2926301","Riachão do Jacuípe - BA","USD 0","USD 7.42M","-0.326","0% ","0% ","0% ","0% ","7","2.402","22","8.564"
"2016","2111300","São Luís - MA","USD 2.05B","USD 940M","-0.329","0% ","0% ","0% ","0% ","7","1.234","39","7.382"
"2016","2606804","Igarassu - PE","USD 30.5M","USD 26.2M","-0.33","0% ","0% ","0% ","0% ","17","2.259","17","4.212"
"2016","3557006","Votorantim - SP","USD 20.6M","USD 14M","-0.337","0% ","0% ","0% ","0% ","70","6.504","31","9.955"
"2016","3147402","Paraopeba - MG","USD 118k","USD 3.49M","-0.337","0% ","0% ","0% ","0% ","7","3.803","19","8.111"
"2016","4105805","Colombo - PR","USD 51.8M","USD 21.3M","-0.341","0% ","0% ","0% ","0% ","129","24.37","61","19.52"
"2016","3145901","Ouro Branco - MG","USD 366M","USD 534M","-0.349","0% ","0% ","0% ","0% ","7","2.456","33","13.9"
"2016","2301109","Aracati - CE","USD 2.53M","USD 21.7M","-0.364","0% ","0% ","0% ","0% ","6","3.521","39","7.511"
"2016","4312401","Montenegro - RS","USD 244M","USD 401M","-0.388","0% ","0% ","0% ","0% ","90","6.7","104","27.24"
"2016","3514601","Dumont - SP","USD 269k","USD 21.7M","-0.395","0% ","0% ","0% ","0% ","6","1.685","15","6.209"
"2016","3556453","Vargem Grande Paulista - SP","USD 29.5M","USD 28.2M","-0.398","0% ","0% ","0% ","0% ","82","11.66","50","13.47"
"2016","4314803","Portão - RS","USD 17.6M","USD 63.8M","-0.403","0% ","0% ","0% ","0% ","84","8.724","57","15.67"
"2016","3527108","Lins - SP","USD 23.6M","USD 539M","-0.404","0% ","0% ","0% ","0% ","74","4.254","92","12.43"
